NW_004581272.1	NP_001108405.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924689.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924616.1
NW_004581715.1	XP_004924617.1
NW_004581715.1	XP_004924619.1
NW_004581715.1	XP_004924619.1
NW_004581715.1	XP_004924619.1
NW_004581715.1	XP_004924619.1
NW_004581715.1	XP_004924618.1
NW_004581715.1	XP_004924618.1
NW_004581715.1	XP_004924618.1
NW_004581715.1	XP_004924620.1
NW_004581715.1	XP_004924620.1
NW_004581715.1	XP_004924620.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924621.1
NW_004581715.1	XP_004924622.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924623.1
NW_004581715.1	XP_004924624.1
NW_004581715.1	XP_004924624.1
NW_004581715.1	XP_004924624.1
NW_004581715.1	XP_004924625.1
NW_004581715.1	XP_004924625.1
NW_004581715.1	XP_004924625.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924690.1
NW_004581715.1	XP_004924691.1
NW_004581715.1	XP_004924691.1
NW_004581715.1	XP_004924691.1
NW_004581715.1	XP_004924691.1
NW_004581715.1	XP_004924692.1
NW_004581715.1	XP_004924692.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924626.1
NW_004581715.1	XP_004924627.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	NP_001139127.1
NW_004581715.1	XP_004924632.1
NW_004581715.1	XP_004924633.1
NW_004581715.1	XP_004924634.1
NW_004581715.1	XP_004924635.1
NW_004581715.1	XP_004924635.1
NW_004581715.1	XP_004924635.1
NW_004581715.1	XP_004924631.1
NW_004581715.1	XP_004924631.1
NW_004581715.1	XP_004924631.1
NW_004581715.1	XP_004924631.1
NW_004581715.1	XP_004924628.1
NW_004581715.1	XP_004924628.1
NW_004581715.1	XP_004924628.1
NW_004581715.1	XP_004924628.1
NW_004581715.1	XP_004924628.1
NW_004581715.1	XP_004924628.1
NW_004581715.1	XP_004924628.1
NW_004581715.1	XP_004924629.1
NW_004581715.1	XP_004924629.1
NW_004581715.1	XP_004924629.1
NW_004581715.1	XP_004924629.1
NW_004581715.1	XP_004924629.1
NW_004581715.1	XP_004924629.1
NW_004581715.1	XP_004924630.1
NW_004581715.1	XP_004924630.1
NW_004581715.1	XP_004924630.1
NW_004581715.1	XP_004924630.1
NW_004581715.1	XP_004924630.1
NW_004581715.1	XP_004924630.1
NW_004581715.1	XP_004924636.1
NW_004581715.1	XP_004924636.1
NW_004581715.1	XP_004924636.1
NW_004581715.1	XP_004924693.1
NW_004581715.1	XP_004924693.1
NW_004581715.1	XP_004924693.1
NW_004581715.1	XP_004924694.1
NW_004581715.1	XP_004924694.1
NW_004581715.1	XP_004924694.1
NW_004581715.1	XP_004924694.1
NW_004581715.1	XP_004924694.1
NW_004581715.1	XP_004924694.1
NW_004581715.1	XP_004924694.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924637.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924695.1
NW_004581715.1	XP_004924696.1
NW_004581715.1	XP_004924696.1
NW_004581715.1	XP_004924639.1
NW_004581715.1	XP_004924639.1
NW_004581715.1	XP_004924638.1
NW_004581715.1	XP_004924638.1
NW_004581715.1	XP_004924640.1
NW_004581715.1	XP_004924640.1
NW_004581715.1	XP_004924640.1
NW_004581715.1	XP_004924697.1
NW_004581715.1	XP_004924641.1
NW_004581715.1	XP_004924641.1
NW_004581715.1	XP_004924641.1
NW_004581715.1	XP_004924642.1
NW_004581715.1	XP_004924642.1
NW_004581715.1	XP_004924642.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924654.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924653.1
NW_004581715.1	XP_004924652.1
NW_004581715.1	XP_004924651.1
NW_004581715.1	XP_004924651.1
NW_004581715.1	XP_004924651.1
NW_004581715.1	XP_004924650.1
NW_004581715.1	XP_004924650.1
NW_004581715.1	XP_004924650.1
NW_004581715.1	XP_004924649.1
NW_004581715.1	XP_004924649.1
NW_004581715.1	XP_004924649.1
NW_004581715.1	XP_004924647.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	XP_004924648.1
NW_004581715.1	NP_001040313.1
NW_004581715.1	NP_001040313.1
NW_004581715.1	NP_001040313.1
NW_004581715.1	NP_001040313.1
NW_004581715.1	NP_001040313.1
NW_004581715.1	NP_001040313.1
NW_004581715.1	XP_004924645.1
NW_004581715.1	XP_004924646.1
NW_004581715.1	XP_004924646.1
NW_004581715.1	XP_004924646.1
NW_004581715.1	XP_004924646.1
NW_004581715.1	XP_004924646.1
NW_004581715.1	XP_004924644.1
NW_004581715.1	XP_004924644.1
NW_004581715.1	XP_004924644.1
NW_004581715.1	XP_004924643.1
NW_004581715.1	XP_004924643.1
NW_004581715.1	XP_004924643.1
NW_004581715.1	XP_004924698.1
NW_004581715.1	XP_004924698.1
NW_004581715.1	XP_004924698.1
NW_004581715.1	XP_004924698.1
NW_004581715.1	XP_004924698.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924699.1
NW_004581715.1	XP_004924700.1
NW_004581715.1	XP_004924700.1
NW_004581715.1	XP_004924700.1
NW_004581715.1	XP_004924700.1
NW_004581715.1	XP_004924700.1
NW_004581715.1	XP_004924700.1
NW_004581715.1	XP_004924655.1
NW_004581715.1	XP_004924656.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924657.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924701.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924658.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924659.1
NW_004581715.1	XP_004924661.1
NW_004581715.1	XP_004924661.1
NW_004581715.1	XP_004924661.1
NW_004581715.1	XP_004924661.1
NW_004581715.1	XP_004924660.1
NW_004581715.1	XP_004924660.1
NW_004581715.1	XP_004924660.1
NW_004581715.1	XP_004924660.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924662.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924663.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924664.1
NW_004581715.1	XP_004924665.1
NW_004581715.1	XP_004924665.1
NW_004581715.1	XP_004924665.1
NW_004581715.1	XP_004924665.1
NW_004581715.1	XP_004924665.1
NW_004581715.1	XP_004924665.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924702.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924703.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924666.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924667.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924668.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924669.1
NW_004581715.1	XP_004924670.1
NW_004581715.1	XP_004924670.1
NW_004581715.1	XP_004924670.1
NW_004581715.1	XP_004924670.1
NW_004581715.1	XP_004924670.1
NW_004581715.1	XP_004924670.1
NW_004581715.1	XP_004924670.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924671.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924704.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924673.1
NW_004581715.1	XP_004924672.1
NW_004581715.1	XP_004924672.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924705.1
NW_004581715.1	XP_004924677.1
NW_004581715.1	XP_004924677.1
NW_004581715.1	XP_004924677.1
NW_004581715.1	XP_004924677.1
NW_004581715.1	XP_004924677.1
NW_004581715.1	XP_004924675.1
NW_004581715.1	XP_004924675.1
NW_004581715.1	XP_004924675.1
NW_004581715.1	XP_004924675.1
NW_004581715.1	XP_004924676.1
NW_004581715.1	XP_004924676.1
NW_004581715.1	XP_004924676.1
NW_004581715.1	XP_004924676.1
NW_004581715.1	XP_004924674.1
NW_004581715.1	NP_001037598.1
NW_004581715.1	NP_001037598.1
NW_004581715.1	NP_001037598.1
NW_004581715.1	NP_001037598.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924706.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924678.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
NW_004581715.1	XP_004924679.1
