/panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Hmel_mummer/../DPSCF300001.fas /panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Hmel_mummer/../Hmel2_Chr21.fas
PROMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
4891249	4891677	731948	732376	429	429	6243218	901467	0.01	0.05	DPSCF300001	Hmel221015
4892007	4892177	732656	732841	171	186	6243218	901467	0.00	0.02	DPSCF300001	Hmel221015
4894804	4895088	735729	736028	285	300	6243218	901467	0.00	0.03	DPSCF300001	Hmel221015
4895138	4895566	736076	736507	429	432	6243218	901467	0.01	0.05	DPSCF300001	Hmel221015
4895697	4896347	736677	737309	651	633	6243218	901467	0.01	0.07	DPSCF300001	Hmel221015
4896977	4897363	738089	738472	387	384	6243218	901467	0.01	0.04	DPSCF300001	Hmel221015
4897639	4898231	738711	739240	593	530	6243218	901467	0.01	0.06	DPSCF300001	Hmel221015
4899377	4899505	740518	740649	129	132	6243218	901467	0.00	0.01	DPSCF300001	Hmel221015
4911841	4912214	762391	762731	374	341	6243218	901467	0.01	0.04	DPSCF300001	Hmel221015
4917076	4917354	772794	773072	279	279	6243218	901467	0.00	0.03	DPSCF300001	Hmel221015
4917702	4918127	773495	773927	426	433	6243218	901467	0.01	0.05	DPSCF300001	Hmel221015
4928661	4928774	876543	876659	114	117	6243218	901467	0.00	0.01	DPSCF300001	Hmel221015
4940046	4940296	894133	894410	251	278	6243218	901467	0.00	0.03	DPSCF300001	Hmel221015
4948975	4949314	792518	792875	340	358	6243218	901467	0.01	0.04	DPSCF300001	Hmel221015
4962539	4963003	816594	817031	465	438	6243218	901467	0.01	0.05	DPSCF300001	Hmel221015
4966443	4966586	821654	821797	144	144	6243218	901467	0.00	0.02	DPSCF300001	Hmel221015
4967377	4967508	822863	822997	132	135	6243218	901467	0.00	0.01	DPSCF300001	Hmel221015
4980794	4980923	842796	842919	130	124	6243218	901467	0.00	0.01	DPSCF300001	Hmel221015
4981472	4981979	844445	844943	508	499	6243218	901467	0.01	0.06	DPSCF300001	Hmel221015
4981947	4982743	845018	845772	797	755	6243218	901467	0.01	0.08	DPSCF300001	Hmel221015
4986816	4987064	853715	853945	249	231	6243218	901467	0.00	0.03	DPSCF300001	Hmel221015
5015359	5015652	2700	2996	294	297	6243218	48858	0.00	0.61	DPSCF300001	Hmel221016
5019883	5020059	2355	2516	177	162	6243218	48858	0.00	0.33	DPSCF300001	Hmel221016
5020132	5020395	2545	2805	264	261	6243218	436181	0.00	0.06	DPSCF300001	Hmel221017
5020605	5020928	3558	3869	324	312	6243218	436181	0.01	0.07	DPSCF300001	Hmel221017
5021472	5021688	4240	4468	217	229	6243218	436181	0.00	0.05	DPSCF300001	Hmel221017
5021853	5022008	5668	5823	156	156	6243218	436181	0.00	0.04	DPSCF300001	Hmel221017
5023614	5023814	7039	7239	201	201	6243218	436181	0.00	0.05	DPSCF300001	Hmel221017
5024861	5025226	8597	8947	366	351	6243218	436181	0.01	0.08	DPSCF300001	Hmel221017
5065804	5066082	23902	24180	279	279	6243218	183404	0.00	0.15	DPSCF300001	Hmel221018
5083903	5084316	35381	35740	414	360	6243218	183404	0.01	0.20	DPSCF300001	Hmel221018
5084243	5084527	36117	36395	285	279	6243218	183404	0.00	0.15	DPSCF300001	Hmel221018
5088100	5088348	48808	49101	249	294	6243218	183404	0.00	0.16	DPSCF300001	Hmel221018
5089130	5089492	51952	52281	363	330	6243218	183404	0.01	0.18	DPSCF300001	Hmel221018
5104774	5105133	62618	62977	360	360	6243218	183404	0.01	0.20	DPSCF300001	Hmel221018
5160092	5160205	113495	113608	114	114	6243218	183404	0.00	0.06	DPSCF300001	Hmel221018
5161947	5162039	116904	116996	93	93	6243218	183404	0.00	0.05	DPSCF300001	Hmel221018
5162193	5162384	29088	29258	192	171	6243218	78048	0.00	0.22	DPSCF300001	Hmel221020
5163499	5163759	118829	119089	261	261	6243218	183404	0.00	0.14	DPSCF300001	Hmel221018
5163761	5163946	119701	119883	186	183	6243218	183404	0.00	0.10	DPSCF300001	Hmel221018
5164188	5164515	120116	120440	328	325	6243218	183404	0.01	0.18	DPSCF300001	Hmel221018
5164567	5165003	120458	120882	437	425	6243218	183404	0.01	0.23	DPSCF300001	Hmel221018
5165079	5165616	120974	121460	538	487	6243218	183404	0.01	0.27	DPSCF300001	Hmel221018
5165704	5165909	121553	121758	206	206	6243218	183404	0.00	0.11	DPSCF300001	Hmel221018
5175054	5175209	134988	135113	156	126	6243218	183404	0.00	0.07	DPSCF300001	Hmel221018
5175485	5175768	135534	135793	284	260	6243218	183404	0.00	0.14	DPSCF300001	Hmel221018
5175758	5175940	136088	136267	183	180	6243218	183404	0.00	0.10	DPSCF300001	Hmel221018
5176068	5176343	136410	136700	276	291	6243218	183404	0.00	0.16	DPSCF300001	Hmel221018
5176344	5176662	136702	136996	319	295	6243218	183404	0.01	0.16	DPSCF300001	Hmel221018
5176741	5177007	137045	137308	267	264	6243218	183404	0.00	0.14	DPSCF300001	Hmel221018
5178139	5178348	139555	139749	210	195	6243218	183404	0.00	0.11	DPSCF300001	Hmel221018
5182779	5183054	146929	147204	276	276	6243218	183404	0.00	0.15	DPSCF300001	Hmel221018
5183122	5183301	147311	147490	180	180	6243218	183404	0.00	0.10	DPSCF300001	Hmel221018
5183318	5183572	147876	148118	255	243	6243218	183404	0.00	0.13	DPSCF300001	Hmel221018
5186586	5186720	151153	151287	135	135	6243218	183404	0.00	0.07	DPSCF300001	Hmel221018
5187310	5187483	153111	153284	174	174	6243218	183404	0.00	0.09	DPSCF300001	Hmel221018
5187776	5188258	153583	154014	483	432	6243218	183404	0.01	0.24	DPSCF300001	Hmel221018
5189083	5189328	156692	156937	246	246	6243218	183404	0.00	0.13	DPSCF300001	Hmel221018
5189776	5190000	157591	157815	225	225	6243218	183404	0.00	0.12	DPSCF300001	Hmel221018
5208094	5208213	1612	1725	120	114	6243218	78048	0.00	0.15	DPSCF300001	Hmel221020
5211227	5211640	5343	5756	414	414	6243218	78048	0.01	0.53	DPSCF300001	Hmel221020
5211768	5213564	8827	10604	1797	1778	6243218	78048	0.03	2.28	DPSCF300001	Hmel221020
5213473	5213709	10625	10843	237	219	6243218	78048	0.00	0.28	DPSCF300001	Hmel221020
5223699	5223884	23425	23607	186	183	6243218	78048	0.00	0.23	DPSCF300001	Hmel221020
5224103	5224252	23871	24020	150	150	6243218	78048	0.00	0.19	DPSCF300001	Hmel221020
5224399	5224713	24391	24702	315	312	6243218	78048	0.01	0.40	DPSCF300001	Hmel221020
5225523	5226000	24713	25205	478	493	6243218	78048	0.01	0.63	DPSCF300001	Hmel221020
5226016	5226108	25312	25404	93	93	6243218	78048	0.00	0.12	DPSCF300001	Hmel221020
5226120	5226822	25421	26121	703	701	6243218	78048	0.01	0.90	DPSCF300001	Hmel221020
5227099	5227717	26386	26989	619	604	6243218	78048	0.01	0.77	DPSCF300001	Hmel221020
5227877	5227975	27149	27247	99	99	6243218	78048	0.00	0.13	DPSCF300001	Hmel221020
5228072	5228302	27402	27632	231	231	6243218	78048	0.00	0.30	DPSCF300001	Hmel221020
5228739	5228867	28147	28263	129	117	6243218	78048	0.00	0.15	DPSCF300001	Hmel221020
5229735	5229875	117122	117262	141	141	6243218	183404	0.00	0.08	DPSCF300001	Hmel221018
5230052	5230242	29401	29591	191	191	6243218	78048	0.00	0.24	DPSCF300001	Hmel221020
5231487	5231630	34571	34702	144	132	6243218	78048	0.00	0.17	DPSCF300001	Hmel221020
5242342	5242675	56880	57267	334	388	6243218	112727	0.01	0.34	DPSCF300001	Hmel221021
5244345	5244575	54559	54804	231	246	6243218	112727	0.00	0.22	DPSCF300001	Hmel221021
5248363	5248563	48625	48825	201	201	6243218	112727	0.00	0.18	DPSCF300001	Hmel221021
5249114	5249293	46351	46500	180	150	6243218	112727	0.00	0.13	DPSCF300001	Hmel221021
5249265	5249459	45919	46110	195	192	6243218	112727	0.00	0.17	DPSCF300001	Hmel221021
5254081	5254554	43121	43588	474	468	6243218	112727	0.01	0.42	DPSCF300001	Hmel221021
5256713	5256943	36382	36606	231	225	6243218	112727	0.00	0.20	DPSCF300001	Hmel221021
5257509	5257643	34667	34801	135	135	6243218	112727	0.00	0.12	DPSCF300001	Hmel221021
5258173	5258454	32422	32682	282	261	6243218	112727	0.00	0.23	DPSCF300001	Hmel221021
5263228	5263449	24552	24764	222	213	6243218	112727	0.00	0.19	DPSCF300001	Hmel221021
5264204	5264554	23126	23467	351	342	6243218	112727	0.01	0.30	DPSCF300001	Hmel221021
5265127	5265304	21316	21514	178	199	6243218	112727	0.00	0.18	DPSCF300001	Hmel221021
5279878	5280063	2085	2270	186	186	6243218	112727	0.00	0.17	DPSCF300001	Hmel221021
5281453	5281611	852	1016	159	165	6243218	112727	0.00	0.15	DPSCF300001	Hmel221021
5287322	5287597	7256	7558	276	303	6243218	9752	0.00	3.11	DPSCF300001	Hmel221024
5288845	5289120	3806	4045	276	240	6243218	88455	0.00	0.27	DPSCF300001	Hmel221022
5381274	5381720	680506	680952	447	447	6243218	2640189	0.01	0.02	DPSCF300001	Hmel221001
5381807	5382181	395072	395446	375	375	6243218	635484	0.01	0.06	DPSCF300001	Hmel221044
5387470	5387607	365675	365812	138	138	6243218	901467	0.00	0.02	DPSCF300001	Hmel221015
5387646	5387732	233941	234027	87	87	6243218	250685	0.00	0.03	DPSCF300001	Hmel221046
5387709	5387849	365424	365564	141	141	6243218	901467	0.00	0.02	DPSCF300001	Hmel221015
5388215	5388343	631372	631500	129	129	6243218	635484	0.00	0.02	DPSCF300001	Hmel221044
5388326	5388511	631227	631370	186	144	6243218	635484	0.00	0.02	DPSCF300001	Hmel221044
5389923	5390093	36710	36883	171	174	6243218	165351	0.00	0.11	DPSCF300001	Hmel221025
5406777	5406920	74217	74360	144	144	6243218	165351	0.00	0.09	DPSCF300001	Hmel221025
5410711	5410914	84275	84481	204	207	6243218	165351	0.00	0.13	DPSCF300001	Hmel221025
5424574	5424903	114887	115228	330	342	6243218	165351	0.01	0.21	DPSCF300001	Hmel221025
5424966	5425121	116259	116414	156	156	6243218	165351	0.00	0.09	DPSCF300001	Hmel221025
5427738	5427854	120553	120669	117	117	6243218	165351	0.00	0.07	DPSCF300001	Hmel221025
5428500	5428775	121236	121493	276	258	6243218	165351	0.00	0.16	DPSCF300001	Hmel221025
5431879	5432052	127206	127385	174	180	6243218	165351	0.00	0.11	DPSCF300001	Hmel221025
5432200	5432340	128104	128244	141	141	6243218	165351	0.00	0.09	DPSCF300001	Hmel221025
5433695	5434042	133587	133919	348	333	6243218	165351	0.01	0.20	DPSCF300001	Hmel221025
5433958	5434137	136471	136659	180	189	6243218	165351	0.00	0.11	DPSCF300001	Hmel221025
5440921	5441064	142335	142481	144	147	6243218	165351	0.00	0.09	DPSCF300001	Hmel221025
5531865	5532082	32216	32439	218	224	6243218	47181	0.00	0.47	DPSCF300001	Hmel221026
5538598	5538804	16217	16408	207	192	6243218	47181	0.00	0.41	DPSCF300001	Hmel221026
5540683	5540919	27204	27440	237	237	6243218	39554	0.00	0.60	DPSCF300001	Hmel221027
5541153	5541281	26817	26945	129	129	6243218	39554	0.00	0.33	DPSCF300001	Hmel221027
5541505	5541621	25565	25681	117	117	6243218	39554	0.00	0.30	DPSCF300001	Hmel221027
5542900	5543199	22609	22914	300	306	6243218	39554	0.00	0.77	DPSCF300001	Hmel221027
5544662	5546152	18542	19924	1491	1383	6243218	39554	0.02	3.50	DPSCF300001	Hmel221027
5549418	5549573	11516	11671	156	156	6243218	39554	0.00	0.39	DPSCF300001	Hmel221027
5551436	5551792	9491	9901	357	411	6243218	39554	0.01	1.04	DPSCF300001	Hmel221027
5551726	5551878	9162	9314	153	153	6243218	39554	0.00	0.39	DPSCF300001	Hmel221027
5552972	5553136	8407	8556	165	150	6243218	39554	0.00	0.38	DPSCF300001	Hmel221027
5554198	5554467	6345	6614	270	270	6243218	39554	0.00	0.68	DPSCF300001	Hmel221027
5554856	5554969	6153	6266	114	114	6243218	39554	0.00	0.29	DPSCF300001	Hmel221027
5555116	5555718	5289	5930	603	642	6243218	39554	0.01	1.62	DPSCF300001	Hmel221027
5565161	5565235	2810827	2810901	75	75	6243218	3415019	0.00	0.00	DPSCF300001	Hmel221012
5568262	5568576	11084	11398	315	315	6243218	247236	0.01	0.13	DPSCF300001	Hmel221028
5568640	5568825	16792	16977	186	186	6243218	247236	0.00	0.08	DPSCF300001	Hmel221028
5569092	5569289	17429	17653	198	225	6243218	247236	0.00	0.09	DPSCF300001	Hmel221028
5569371	5569556	17902	18087	186	186	6243218	247236	0.00	0.08	DPSCF300001	Hmel221028
5570349	5570492	20183	20335	144	153	6243218	247236	0.00	0.06	DPSCF300001	Hmel221028
5570545	5570685	21817	21951	141	135	6243218	247236	0.00	0.05	DPSCF300001	Hmel221028
5571770	5572408	22916	23551	639	636	6243218	247236	0.01	0.26	DPSCF300001	Hmel221028
5640517	5640671	135253	135392	155	140	6243218	247236	0.00	0.06	DPSCF300001	Hmel221028
5642606	5642713	140262	140375	108	114	6243218	247236	0.00	0.05	DPSCF300001	Hmel221028
5645232	5645438	689141	689347	207	207	6243218	2640189	0.00	0.01	DPSCF300001	Hmel221001
5645783	5645986	145690	145893	204	204	6243218	247236	0.00	0.08	DPSCF300001	Hmel221028
5648464	5649225	150418	151194	762	777	6243218	247236	0.01	0.31	DPSCF300001	Hmel221028
5663106	5663348	185598	185834	243	237	6243218	247236	0.00	0.10	DPSCF300001	Hmel221028
5663808	5663954	187949	188095	147	147	6243218	247236	0.00	0.06	DPSCF300001	Hmel221028
5664845	5665744	189294	190238	900	945	6243218	247236	0.01	0.38	DPSCF300001	Hmel221028
5668776	5669153	198311	198676	378	366	6243218	247236	0.01	0.15	DPSCF300001	Hmel221028
5681264	5681497	226710	226943	234	234	6243218	247236	0.00	0.09	DPSCF300001	Hmel221028
5682308	5682451	228437	228580	144	144	6243218	247236	0.00	0.06	DPSCF300001	Hmel221028
5682664	5682888	229841	230065	225	225	6243218	247236	0.00	0.09	DPSCF300001	Hmel221028
5683401	5683706	239099	239410	306	312	6243218	247236	0.00	0.13	DPSCF300001	Hmel221028
5684333	5684572	241875	242099	240	225	6243218	247236	0.00	0.09	DPSCF300001	Hmel221028
5684824	5685015	243089	243280	192	192	6243218	247236	0.00	0.08	DPSCF300001	Hmel221028
5684995	5685258	243912	244157	264	246	6243218	247236	0.00	0.10	DPSCF300001	Hmel221028
5695475	5695675	84832	85023	201	192	6243218	316884	0.00	0.06	DPSCF300001	Hmel221030
5696092	5696364	83665	83937	273	273	6243218	316884	0.00	0.09	DPSCF300001	Hmel221030
5699963	5700349	70034	70423	387	390	6243218	316884	0.01	0.12	DPSCF300001	Hmel221030
5700417	5700671	69743	69997	255	255	6243218	316884	0.00	0.08	DPSCF300001	Hmel221030
5700744	5700872	69481	69609	129	129	6243218	316884	0.00	0.04	DPSCF300001	Hmel221030
5701660	5702553	68192	69064	894	873	6243218	316884	0.01	0.28	DPSCF300001	Hmel221030
5702652	5703047	67608	68036	396	429	6243218	316884	0.01	0.14	DPSCF300001	Hmel221030
5705421	5705549	64778	64909	129	132	6243218	316884	0.00	0.04	DPSCF300001	Hmel221030
5707198	5707600	62723	63123	403	401	6243218	316884	0.01	0.13	DPSCF300001	Hmel221030
5759017	5759217	108106	108306	201	201	6243218	316884	0.00	0.06	DPSCF300001	Hmel221030
5764013	5764183	463562	463732	171	171	6243218	662847	0.00	0.03	DPSCF300001	Hmel221005
5771684	5771929	120965	121216	246	252	6243218	316884	0.00	0.08	DPSCF300001	Hmel221030
5777412	5777696	124117	124401	285	285	6243218	316884	0.00	0.09	DPSCF300001	Hmel221030
5786031	5786276	130357	130602	246	246	6243218	316884	0.00	0.08	DPSCF300001	Hmel221030
5807090	5808712	34344	35999	1623	1656	6243218	316884	0.03	0.52	DPSCF300001	Hmel221030
5807600	5809087	181042	182502	1488	1461	6243218	250685	0.02	0.58	DPSCF300001	Hmel221046
