# Species	Genes	Alg.-Conn.	Hmel_prots_unique.fas	Dp_OGS2_prots.fas
2	2	1	HMEL006482	DPOGS214339
2	2	1	HMEL006483	DPOGS214392
2	2	1	HMEL006484	DPOGS214391
2	2	1	HMEL006488	DPOGS203157
2	2	1	HMEL006490	DPOGS203214
2	2	1	HMEL006492	DPOGS203216
2	2	1	HMEL006493	DPOGS203217
2	2	1	HMEL006494	DPOGS203218
2	2	1	HMEL006495	DPOGS203156
2	2	1	HMEL006496	DPOGS203219
2	2	1	HMEL006498	DPOGS203155
2	2	1	HMEL006499	DPOGS203220
2	2	1	HMEL006501	DPOGS203221
2	2	1	HMEL006503	DPOGS203154
2	2	1	HMEL006504	DPOGS203222
2	2	1	HMEL006505	DPOGS203153
2	2	1	HMEL006510	DPOGS203150
2	2	1	HMEL006511	DPOGS203223
2	2	1	HMEL006514	DPOGS203143
2	2	1	HMEL006522	DPOGS213128
2	2	1	HMEL006523	DPOGS213072
2	3	0.333	HMEL006525	DPOGS213130,DPOGS213129
2	2	1	HMEL006527	DPOGS207576
2	2	1	HMEL006528	DPOGS207577
2	2	1	HMEL006530	DPOGS210080
2	2	1	HMEL006533	DPOGS215779
2	2	1	HMEL006534	DPOGS215634
2	2	1	HMEL006541	DPOGS213111
2	2	1	HMEL006543	DPOGS213092
2	2	1	HMEL006545	DPOGS213093
2	2	1	HMEL006546	DPOGS213108
2	2	1	HMEL006548	DPOGS213107
2	2	1	HMEL006549	DPOGS213095
2	2	1	HMEL006550	DPOGS213105
2	2	1	HMEL006551	DPOGS213096
2	2	1	HMEL006553	DPOGS213104
2	2	1	HMEL006554	DPOGS213103
2	2	1	HMEL006555	DPOGS213102
2	2	1	HMEL006556	DPOGS213097
2	2	1	HMEL006557	DPOGS213101
2	2	1	HMEL006558	DPOGS213100
2	2	1	HMEL006559	DPOGS213099
2	2	1	HMEL006560	DPOGS213098
2	2	1	HMEL006561	DPOGS204508
2	2	1	HMEL006562	DPOGS204507
2	3	0.333	HMEL006568	DPOGS206615,DPOGS206614
2	2	1	HMEL006569	DPOGS206682
2	2	1	HMEL006570	DPOGS206613
2	2	1	HMEL006571	DPOGS206683
2	2	1	HMEL006572	DPOGS206611
2	2	1	HMEL006575	DPOGS206609
2	2	1	HMEL006576	DPOGS206685
2	2	1	HMEL006577	DPOGS206608
2	2	1	HMEL006578	DPOGS206687
2	2	1	HMEL006579	DPOGS206688
2	2	1	HMEL006581	DPOGS201965
2	3	0.333	HMEL006583,HMEL009571	DPOGS201964
2	2	1	HMEL006584	DPOGS202004
2	2	1	HMEL006586	DPOGS205636
2	2	1	HMEL006587	DPOGS205637
2	2	1	HMEL006588	DPOGS205654
2	2	1	HMEL006589	DPOGS205638
2	2	1	HMEL006590	DPOGS205653
2	2	1	HMEL006591	DPOGS205652
2	2	1	HMEL006592	DPOGS205639
2	2	1	HMEL006594	DPOGS205649
2	2	1	HMEL006595	DPOGS202332
2	2	1	HMEL006597	DPOGS202333
2	2	1	HMEL006598	DPOGS202248
2	2	1	HMEL006600	DPOGS206502
2	2	1	HMEL006610	DPOGS206511
2	2	1	HMEL006611	DPOGS206494
2	2	1	HMEL006613	DPOGS206512
2	2	1	HMEL006620	DPOGS202427
2	2	1	HMEL006627	DPOGS200915
2	2	1	HMEL006629	DPOGS206143
2	2	1	HMEL006630	DPOGS206040
2	3	0.333	HMEL006633	DPOGS211633,DPOGS211632
2	2	1	HMEL006635	DPOGS211649
2	2	1	HMEL006636	DPOGS211634
2	2	1	HMEL006637	DPOGS211648
2	2	1	HMEL006638	DPOGS211635
2	2	1	HMEL006639	DPOGS211645
2	2	1	HMEL006641	DPOGS211637
2	2	1	HMEL006642	DPOGS211643
2	2	1	HMEL006643	DPOGS211638
2	2	1	HMEL006644	DPOGS211642
2	2	1	HMEL006645	DPOGS211641
2	2	1	HMEL006646	DPOGS211639
2	2	1	HMEL006647	DPOGS211640
2	2	1	HMEL006648	DPOGS213505
2	2	1	HMEL006649	DPOGS213630
2	2	1	HMEL006650	DPOGS213629
2	2	1	HMEL006651	DPOGS208176
2	2	1	HMEL006652	DPOGS208183
2	2	1	HMEL006653	DPOGS212270
2	2	1	HMEL006655	DPOGS212271
2	2	1	HMEL006656	DPOGS212276
2	2	1	HMEL006657	DPOGS212275
2	2	1	HMEL006658	DPOGS202593
2	2	1	HMEL006659	DPOGS212273
2	2	1	HMEL006660	DPOGS202591
2	2	1	HMEL006662	DPOGS202595
2	2	1	HMEL006663	DPOGS202590
2	2	1	HMEL006667	DPOGS209088
2	2	1	HMEL006670	DPOGS213886
2	2	1	HMEL006673	DPOGS213864
2	2	1	HMEL006679	DPOGS212384
2	2	1	HMEL006681	DPOGS212383
2	2	1	HMEL006685	DPOGS207573
2	2	1	HMEL006686	DPOGS204034
2	2	1	HMEL006691	DPOGS201766
2	2	1	HMEL006692	DPOGS201765
2	2	1	HMEL006693	DPOGS201740
2	2	1	HMEL006694	DPOGS201764
2	2	1	HMEL006695	DPOGS201741
2	2	1	HMEL006696	DPOGS201763
2	2	1	HMEL006697	DPOGS201743
2	2	1	HMEL006698	DPOGS201762
2	2	1	HMEL006699	DPOGS201744
2	2	1	HMEL006702	DPOGS201761
2	2	1	HMEL006703	DPOGS201745
2	2	1	HMEL006705	DPOGS201746
2	2	1	HMEL006707	DPOGS201760
2	2	1	HMEL006709	DPOGS201751
2	2	1	HMEL006710	DPOGS201759
2	2	1	HMEL006711	DPOGS201752
2	2	1	HMEL006712	DPOGS201758
2	2	1	HMEL006713	DPOGS201756
2	2	1	HMEL006714	DPOGS201753
2	2	1	HMEL006715	DPOGS201754
2	2	1	HMEL006716	DPOGS203647
2	2	1	HMEL006719	DPOGS203851
2	2	1	HMEL006725	DPOGS203649
2	2	1	HMEL006731	DPOGS211631
2	2	1	HMEL006736	DPOGS215081
2	2	1	HMEL006738	DPOGS215079
2	2	1	HMEL006739	DPOGS211749
2	2	1	HMEL006742	DPOGS207903
2	2	1	HMEL006743	DPOGS207904
2	2	1	HMEL006744	DPOGS207902
2	2	1	HMEL006745	DPOGS207901
2	2	1	HMEL006746	DPOGS207905
2	2	1	HMEL006751	DPOGS209900
2	2	1	HMEL006752	DPOGS209892
2	2	1	HMEL006753	DPOGS210402
2	2	1	HMEL006755	DPOGS200066
2	2	1	HMEL006756	DPOGS200118
2	3	0.333	HMEL006762,HMEL013859	DPOGS209813
2	2	1	HMEL006763	DPOGS209814
2	2	1	HMEL006764	DPOGS209806
2	2	1	HMEL006766	DPOGS210345
2	2	1	HMEL006767	DPOGS210344
2	2	1	HMEL006775	DPOGS212611
2	2	1	HMEL006777	DPOGS212604
2	2	1	HMEL006778	DPOGS212610
2	2	1	HMEL006780	DPOGS212609
2	2	1	HMEL006781	DPOGS212605
2	2	1	HMEL006783	DPOGS212608
2	2	1	HMEL006784	DPOGS212595
2	2	1	HMEL006785	DPOGS212622
2	2	1	HMEL006786	DPOGS212597
2	2	1	HMEL006790	DPOGS214158
2	2	1	HMEL006793	DPOGS214160
2	2	1	HMEL006795	DPOGS214161
2	2	1	HMEL006796	DPOGS214162
2	2	1	HMEL006797	DPOGS214214
2	2	1	HMEL006799	DPOGS214213
2	2	1	HMEL006800	DPOGS214212
2	2	1	HMEL006801	DPOGS214163
2	2	1	HMEL006802	DPOGS214210
2	2	1	HMEL006803	DPOGS214209
2	2	1	HMEL006804	DPOGS214164
2	2	1	HMEL006805	DPOGS214208
2	2	1	HMEL006807	DPOGS214207
2	2	1	HMEL006808	DPOGS214166
2	2	1	HMEL006811	DPOGS214168
2	2	1	HMEL006812	DPOGS214206
2	2	1	HMEL006813	DPOGS214170
2	2	1	HMEL006815	DPOGS214171
2	2	1	HMEL006816	DPOGS214205
2	2	1	HMEL006817	DPOGS214172
2	2	1	HMEL006820	DPOGS214204
2	2	1	HMEL006821	DPOGS214203
2	2	1	HMEL006822	DPOGS214202
2	2	1	HMEL006824	DPOGS214175
2	2	1	HMEL006827	DPOGS211934
2	2	1	HMEL006829	DPOGS205156
2	2	1	HMEL006831	DPOGS212196
2	2	1	HMEL006832	DPOGS212213
2	2	1	HMEL006833	DPOGS212197
2	2	1	HMEL006834	DPOGS212198
2	2	1	HMEL006840	DPOGS212200
2	2	1	HMEL006841	DPOGS212211
2	2	1	HMEL006843	DPOGS212209
2	2	1	HMEL006844	DPOGS211901
2	2	1	HMEL006845	DPOGS211921
2	2	1	HMEL006847	DPOGS214687
2	2	1	HMEL006848	DPOGS214784
2	2	1	HMEL006849	DPOGS205646
2	2	1	HMEL006852	DPOGS206900
2	2	1	HMEL006853	DPOGS207039
2	2	1	HMEL006854	DPOGS207040
2	2	1	HMEL006855	DPOGS206899
2	2	1	HMEL006856	DPOGS206898
2	2	1	HMEL006857	DPOGS207041
2	2	1	HMEL006858	DPOGS206897
2	2	1	HMEL006859	DPOGS207042
2	2	1	HMEL006860	DPOGS206896
2	2	1	HMEL006861	DPOGS207043
2	2	1	HMEL006862	DPOGS206894
2	2	1	HMEL006863	DPOGS207044
2	2	1	HMEL006864	DPOGS206893
2	2	1	HMEL006865	DPOGS207045
2	2	1	HMEL006866	DPOGS206892
2	2	1	HMEL006867	DPOGS206891
2	2	1	HMEL006868	DPOGS206890
2	2	1	HMEL006869	DPOGS207046
2	2	1	HMEL006871	DPOGS207048
2	2	1	HMEL006873	DPOGS206887
2	2	1	HMEL006874	DPOGS206886
2	2	1	HMEL006876	DPOGS206885
2	2	1	HMEL006878	DPOGS206884
2	2	1	HMEL006879	DPOGS200143
2	2	1	HMEL006880	DPOGS200165
2	2	1	HMEL006881	DPOGS200166
2	2	1	HMEL006882	DPOGS200142
2	2	1	HMEL006883	DPOGS200169
2	2	1	HMEL006885	DPOGS210985
2	2	1	HMEL006888	DPOGS206571
2	2	1	HMEL006889	DPOGS206430
2	2	1	HMEL006890	DPOGS206429
2	2	1	HMEL006892	DPOGS206407
2	2	1	HMEL006894	DPOGS206408
2	2	1	HMEL006902	DPOGS208267
2	2	1	HMEL006907	DPOGS209424
2	2	1	HMEL006912	DPOGS215167
2	2	1	HMEL006913	DPOGS215234
2	2	1	HMEL006914	DPOGS215164
2	2	1	HMEL006916	DPOGS215237
2	2	1	HMEL006925	DPOGS203651
2	2	1	HMEL006927	DPOGS203652
2	2	1	HMEL006930	DPOGS203653
2	3	0.333	HMEL006931	DPOGS203846,DPOGS203845
2	2	1	HMEL006932	DPOGS203654
2	2	1	HMEL006934	DPOGS203844
2	2	1	HMEL006935	DPOGS203843
2	2	1	HMEL006936	DPOGS203842
2	2	1	HMEL006939	DPOGS203840
2	2	1	HMEL006940	DPOGS203655
2	2	1	HMEL006942	DPOGS203656
2	2	1	HMEL006943	DPOGS203657
2	2	1	HMEL006944	DPOGS203658
2	2	1	HMEL006947	DPOGS203836
2	2	1	HMEL006948	DPOGS203660
2	2	1	HMEL006950	DPOGS203834
2	2	1	HMEL006952	DPOGS203661
2	2	1	HMEL006954	DPOGS203832
2	2	1	HMEL006957	DPOGS203831
2	2	1	HMEL006959	DPOGS203830
2	2	1	HMEL006961	DPOGS205463
2	2	1	HMEL006963	DPOGS211266
2	2	1	HMEL006967	DPOGS214593
2	2	1	HMEL006968	DPOGS214626
2	2	1	HMEL006969	DPOGS214625
2	2	1	HMEL006970	DPOGS214594
2	2	1	HMEL006972	DPOGS214624
2	2	1	HMEL006973	DPOGS214597
2	2	1	HMEL006974	DPOGS214598
2	2	1	HMEL006976	DPOGS202209
2	2	1	HMEL006979	DPOGS201404
2	2	1	HMEL006981	DPOGS201405
2	2	1	HMEL006982	DPOGS201547
2	2	1	HMEL006986	DPOGS201865
2	2	1	HMEL006987	DPOGS201858
2	2	1	HMEL006989	DPOGS201859
2	2	1	HMEL006990	DPOGS201864
2	2	1	HMEL006992	DPOGS201860
2	2	1	HMEL006997	DPOGS209997
2	2	1	HMEL006999	DPOGS209999
2	2	1	HMEL007004	DPOGS207976
2	2	1	HMEL007005	DPOGS209878
2	2	1	HMEL007010	DPOGS204347
2	2	1	HMEL007012	DPOGS204349
2	2	1	HMEL007013	DPOGS204350
2	2	1	HMEL007014	DPOGS204322
2	2	1	HMEL007015	DPOGS204351
2	2	1	HMEL007017	DPOGS214865
2	2	1	HMEL007020	DPOGS214868
2	2	1	HMEL007022	DPOGS214869
2	2	1	HMEL007023	DPOGS214845
2	2	1	HMEL007028	DPOGS209537
2	2	1	HMEL007035	DPOGS204214
2	2	1	HMEL007042	DPOGS201805
2	2	1	HMEL007044	DPOGS201798
2	2	1	HMEL007045	DPOGS201804
2	2	1	HMEL007047	DPOGS201803
2	2	1	HMEL007048	DPOGS201801
2	2	1	HMEL007051	DPOGS212785
2	2	1	HMEL007052	DPOGS212683
2	2	1	HMEL007053	DPOGS212784
2	2	1	HMEL007054	DPOGS212783
2	2	1	HMEL007055	DPOGS212684
2	2	1	HMEL007056	DPOGS212685
2	2	1	HMEL007059	DPOGS212779
2	3	0.333	HMEL007061	DPOGS202092,DPOGS200188
2	2	1	HMEL007063	DPOGS200187
2	2	1	HMEL007065	DPOGS200185
2	2	1	HMEL007066	DPOGS207969
2	2	1	HMEL007068	DPOGS207930
2	2	1	HMEL007069	DPOGS207931
2	2	1	HMEL007070	DPOGS207932
2	2	1	HMEL007071	DPOGS207933
2	2	1	HMEL007072	DPOGS207967
2	2	1	HMEL007073	DPOGS207936
2	2	1	HMEL007076	DPOGS210716
2	2	1	HMEL007077	DPOGS210736
2	2	1	HMEL007078	DPOGS210735
2	2	1	HMEL007079	DPOGS210734
2	2	1	HMEL007080	DPOGS210717
2	2	1	HMEL007081	DPOGS210718
2	2	1	HMEL007090	DPOGS207706
2	2	1	HMEL007091	DPOGS207709
2	2	1	HMEL007092	DPOGS207710
2	2	1	HMEL007094	DPOGS207711
2	2	1	HMEL007098	DPOGS205630
2	2	1	HMEL007100	DPOGS205631
2	2	1	HMEL007101	DPOGS205661
2	2	1	HMEL007103	DPOGS205632
2	2	1	HMEL007104	DPOGS205660
2	2	1	HMEL007106	DPOGS205658
2	2	1	HMEL007108	DPOGS205634
2	2	1	HMEL007109	DPOGS205635
2	2	1	HMEL007114	DPOGS213567
2	2	1	HMEL007116	DPOGS213568
2	2	1	HMEL007117	DPOGS213294
2	2	1	HMEL007118	DPOGS213298
2	2	1	HMEL007120	DPOGS213297
2	2	1	HMEL007124	DPOGS215870
2	2	1	HMEL007125	DPOGS211998
2	2	1	HMEL007126	DPOGS215872
2	2	1	HMEL007128	DPOGS213855
2	2	1	HMEL007130	DPOGS213859
2	2	1	HMEL007134	DPOGS212240
2	2	1	HMEL007135	DPOGS212241
2	2	1	HMEL007136	DPOGS201799
2	2	1	HMEL007144	DPOGS210943
2	2	1	HMEL007145	DPOGS211026
2	2	1	HMEL007146	DPOGS211027
2	2	1	HMEL007147	DPOGS210941
2	2	1	HMEL007148	DPOGS211566
2	2	1	HMEL007149	DPOGS205029
2	3	0.333	HMEL007151	DPOGS205419,DPOGS205415
2	2	1	HMEL007152	DPOGS205414
2	2	1	HMEL007153	DPOGS205411
2	2	1	HMEL007154	DPOGS205395
2	2	1	HMEL007155	DPOGS205396
2	2	1	HMEL007156	DPOGS205409
2	2	1	HMEL007157	DPOGS205397
2	2	1	HMEL007158	DPOGS205408
2	2	1	HMEL007163	DPOGS210581
2	2	1	HMEL007164	DPOGS210582
2	2	1	HMEL007168	DPOGS210585
2	2	1	HMEL007170	DPOGS210628
2	3	0.333	HMEL007173,HMEL022532	DPOGS205435
2	2	1	HMEL007175	DPOGS205439
2	2	1	HMEL007178	DPOGS208586
2	2	1	HMEL007179	DPOGS200508
2	2	1	HMEL007180	DPOGS212954
2	2	1	HMEL007181	DPOGS212073
2	2	1	HMEL007182	DPOGS212953
2	2	1	HMEL007183	DPOGS212955
2	2	1	HMEL007185	DPOGS213075
2	2	1	HMEL007186	DPOGS213125
2	2	1	HMEL007187	DPOGS213123
2	2	1	HMEL007190	DPOGS203183
2	2	1	HMEL007192	DPOGS204924
2	2	1	HMEL007193	DPOGS209791
2	2	1	HMEL007197	DPOGS210130
2	2	1	HMEL007198	DPOGS210029
2	2	1	HMEL007199	DPOGS210129
2	2	1	HMEL007202	DPOGS207314
2	2	1	HMEL007204	DPOGS208444
2	2	1	HMEL007206	DPOGS208442
2	2	1	HMEL007207	DPOGS208428
2	2	1	HMEL007208	DPOGS208441
2	2	1	HMEL007209	DPOGS208440
2	2	1	HMEL007210	DPOGS208439
2	2	1	HMEL007214	DPOGS208438
2	2	1	HMEL007215	DPOGS208430
2	2	1	HMEL007217	DPOGS208431
2	2	1	HMEL007222	DPOGS208437
2	2	1	HMEL007225	DPOGS208435
2	2	1	HMEL007227	DPOGS203410
2	2	1	HMEL007228	DPOGS203991
2	2	1	HMEL007229	DPOGS203990
2	2	1	HMEL007231	DPOGS208370
2	2	1	HMEL007232	DPOGS208371
2	2	1	HMEL007233	DPOGS208372
2	2	1	HMEL007235	DPOGS208375
2	2	1	HMEL007236	DPOGS208369
2	2	1	HMEL007237	DPOGS208376
2	2	1	HMEL007238	DPOGS208377
2	2	1	HMEL007243	DPOGS209617
2	2	1	HMEL007248	DPOGS209601
2	2	1	HMEL007249	DPOGS209615
2	2	1	HMEL007252	DPOGS209614
2	2	1	HMEL007253	DPOGS206787
2	2	1	HMEL007254	DPOGS209602
2	2	1	HMEL007255	DPOGS210338
2	2	1	HMEL007256	DPOGS210359
2	2	1	HMEL007260	DPOGS210358
2	2	1	HMEL007261	DPOGS210340
2	2	1	HMEL007263	DPOGS210341
2	2	1	HMEL007265	DPOGS210356
2	2	1	HMEL007271	DPOGS203372
2	2	1	HMEL007272	DPOGS203331
2	2	1	HMEL007273	DPOGS203373
2	2	1	HMEL007274	DPOGS203374
2	2	1	HMEL007275	DPOGS203330
2	2	1	HMEL007277	DPOGS203329
2	2	1	HMEL007279	DPOGS202991
2	2	1	HMEL007280	DPOGS203375
2	2	1	HMEL007281	DPOGS203327
2	2	1	HMEL007282	DPOGS203377
2	2	1	HMEL007283	DPOGS203326
2	2	1	HMEL007284	DPOGS203378
2	2	1	HMEL007285	DPOGS203379
2	2	1	HMEL007286	DPOGS203381
2	2	1	HMEL007290	DPOGS203323
2	2	1	HMEL007292	DPOGS205690
2	2	1	HMEL007293	DPOGS205689
2	2	1	HMEL007294	DPOGS205713
2	2	1	HMEL007295	DPOGS205688
2	2	1	HMEL007296	DPOGS205714
2	3	0.333	HMEL007297	DPOGS205716,DPOGS205715
2	2	1	HMEL007304	DPOGS201930
2	2	1	HMEL007305	DPOGS201923
2	2	1	HMEL007306	DPOGS201928
2	2	1	HMEL007308	DPOGS201927
2	2	1	HMEL007313	DPOGS201924
2	2	1	HMEL007316	DPOGS201926
2	2	1	HMEL007318	DPOGS208760
2	2	1	HMEL007323	DPOGS214199
2	2	1	HMEL007324	DPOGS214177
2	2	1	HMEL007325	DPOGS214200
2	2	1	HMEL007326	DPOGS214178
2	2	1	HMEL007327	DPOGS214198
2	2	1	HMEL007328	DPOGS214197
2	2	1	HMEL007329	DPOGS214179
2	2	1	HMEL007330	DPOGS214196
2	2	1	HMEL007331	DPOGS214195
2	2	1	HMEL007332	DPOGS214180
2	2	1	HMEL007334	DPOGS211480
2	2	1	HMEL007339	DPOGS205676
2	2	1	HMEL007341	DPOGS205677
2	2	1	HMEL007342	DPOGS205619
2	2	1	HMEL007343	DPOGS205678
2	2	1	HMEL007344	DPOGS205618
2	2	1	HMEL007345	DPOGS205679
2	2	1	HMEL007346	DPOGS205617
2	2	1	HMEL007347	DPOGS205616
2	2	1	HMEL007348	DPOGS205614
2	2	1	HMEL007353	DPOGS209334
2	2	1	HMEL007355	DPOGS216202
2	2	1	HMEL007362	DPOGS207302
2	2	1	HMEL007363	DPOGS207254
2	2	1	HMEL007364	DPOGS207303
2	2	1	HMEL007365	DPOGS207253
2	2	1	HMEL007369	DPOGS200046
2	2	1	HMEL007370	DPOGS200047
2	2	1	HMEL007373	DPOGS200048
2	2	1	HMEL007374	DPOGS200049
2	2	1	HMEL007375	DPOGS200050
2	2	1	HMEL007376	DPOGS200051
2	2	1	HMEL007377	DPOGS213324
2	2	1	HMEL007378	DPOGS213322
2	2	1	HMEL007379	DPOGS213327
2	3	0.333	HMEL007383	DPOGS211552,DPOGS211551
2	2	1	HMEL007385	DPOGS207735
2	2	1	HMEL007386	DPOGS207827
2	2	1	HMEL007387	DPOGS207737
2	2	1	HMEL007389	DPOGS207739
2	2	1	HMEL007390	DPOGS207825
2	2	1	HMEL007391	DPOGS207823
2	2	1	HMEL007394	DPOGS212727
2	2	1	HMEL007398	DPOGS211065
2	2	1	HMEL007402	DPOGS216102
2	2	1	HMEL007406	DPOGS216103
2	2	1	HMEL007410	DPOGS214703
2	2	1	HMEL007411	DPOGS210055
2	2	1	HMEL007412	DPOGS210104
2	2	1	HMEL007413	DPOGS210056
2	2	1	HMEL007415	DPOGS202414
2	2	1	HMEL007416	DPOGS202406
2	2	1	HMEL007417	DPOGS202402
2	2	1	HMEL007419	DPOGS202400
2	2	1	HMEL007421	DPOGS202418
2	2	1	HMEL007425	DPOGS204818
2	2	1	HMEL007426	DPOGS204816
2	2	1	HMEL007427	DPOGS204817
2	2	1	HMEL007428	DPOGS202534
2	2	1	HMEL007429	DPOGS202532
2	2	1	HMEL007430	DPOGS202501
2	2	1	HMEL007431	DPOGS202502
2	2	1	HMEL007432	DPOGS202503
2	2	1	HMEL007433	DPOGS202530
2	2	1	HMEL007434	DPOGS205225
2	2	1	HMEL007435	DPOGS202529
2	2	1	HMEL007436	DPOGS202505
2	2	1	HMEL007437	DPOGS202527
2	2	1	HMEL007438	DPOGS202506
2	2	1	HMEL007439	DPOGS202526
2	2	1	HMEL007440	DPOGS202508
2	2	1	HMEL007443	DPOGS202510
2	4	0.5	HMEL007444,HMEL016506	DPOGS204814,DPOGS202511
2	2	1	HMEL007447	DPOGS204568
2	2	1	HMEL007451	DPOGS211445
2	2	1	HMEL007452	DPOGS211446
2	2	1	HMEL007455	DPOGS211454
2	2	1	HMEL007456	DPOGS211441
2	2	1	HMEL007457	DPOGS215846
2	2	1	HMEL007458	DPOGS215809
2	2	1	HMEL007459	DPOGS215808
2	2	1	HMEL007460	DPOGS215847
2	2	1	HMEL007461	DPOGS215848
2	2	1	HMEL007462	DPOGS215849
2	2	1	HMEL007463	DPOGS215850
2	2	1	HMEL007464	DPOGS205674
2	2	1	HMEL007468	DPOGS213751
2	2	1	HMEL007470	DPOGS211044
2	3	0.333	HMEL007472,HMEL013543	DPOGS212493
2	2	1	HMEL007473	DPOGS212492
2	2	1	HMEL007475	DPOGS210150
2	2	1	HMEL007476	DPOGS210152
2	2	1	HMEL007477	DPOGS210151
2	2	1	HMEL007483	DPOGS200946
2	2	1	HMEL007484	DPOGS200957
2	2	1	HMEL007485	DPOGS200958
2	2	1	HMEL007486	DPOGS200945
2	2	1	HMEL007487	DPOGS200944
2	2	1	HMEL007488	DPOGS200959
2	2	1	HMEL007494	DPOGS200960
2	2	1	HMEL007495	DPOGS200942
2	2	1	HMEL007496	DPOGS204039
2	2	1	HMEL007500	DPOGS200397
2	2	1	HMEL007508	DPOGS212676
2	2	1	HMEL007510	DPOGS212674
2	2	1	HMEL007511	DPOGS212672
2	2	1	HMEL007514	DPOGS212671
2	2	1	HMEL007517	DPOGS201126
2	2	1	HMEL007518	DPOGS212670
2	2	1	HMEL007526	DPOGS209872
2	2	1	HMEL007529	DPOGS209870
2	2	1	HMEL007530	DPOGS209869
2	2	1	HMEL007532	DPOGS209874
2	2	1	HMEL007535	DPOGS209875
2	2	1	HMEL007540	DPOGS210714
2	2	1	HMEL007542	DPOGS210741
2	2	1	HMEL007543	DPOGS210712
2	2	1	HMEL007545	DPOGS205974
2	2	1	HMEL007546	DPOGS205973
2	2	1	HMEL007548	DPOGS205971
2	2	1	HMEL007549	DPOGS211554
2	2	1	HMEL007550	DPOGS211555
2	2	1	HMEL007551	DPOGS211557
2	2	1	HMEL007555	DPOGS200141
2	2	1	HMEL007556	DPOGS200140
2	2	1	HMEL007560	DPOGS200137
2	2	1	HMEL007565	DPOGS211396
2	4	0.25	HMEL007567,HMEL026013,HMEL007568	DPOGS211423
2	2	1	HMEL007569	DPOGS211424
2	2	1	HMEL007572	DPOGS205832
2	2	1	HMEL007580	DPOGS210200
2	2	1	HMEL007581	DPOGS210423
2	2	1	HMEL007582	DPOGS210476
2	2	1	HMEL007591	DPOGS202379
2	2	1	HMEL007592	DPOGS202353
2	2	1	HMEL007594	DPOGS206419
2	2	1	HMEL007597	DPOGS206415
2	2	1	HMEL007598	DPOGS206417
2	2	1	HMEL007605	DPOGS214357
2	2	1	HMEL007606	DPOGS214331
2	2	1	HMEL007609	DPOGS214844
2	2	1	HMEL007611	DPOGS214842
2	2	1	HMEL007613	DPOGS214841
2	2	1	HMEL007614	DPOGS214870
2	2	1	HMEL007616	DPOGS214872
2	2	1	HMEL007618	DPOGS214840
2	2	1	HMEL007619	DPOGS214873
2	2	1	HMEL007620	DPOGS214839
2	2	1	HMEL007622	DPOGS210015
2	2	1	HMEL007623	DPOGS210016
2	2	1	HMEL007624	DPOGS210017
2	2	1	HMEL007625	DPOGS210002
2	2	1	HMEL007628	DPOGS210001
2	2	1	HMEL007630	DPOGS214634
2	2	1	HMEL007631	DPOGS202275
2	2	1	HMEL007632	DPOGS202311
2	2	1	HMEL007634	DPOGS202313
2	2	1	HMEL007635	DPOGS202274
2	2	1	HMEL007636	DPOGS202314
2	2	1	HMEL007637	DPOGS202315
2	2	1	HMEL007639	DPOGS202273
2	2	1	HMEL007640	DPOGS202272
2	2	1	HMEL007641	DPOGS202316
2	2	1	HMEL007642	DPOGS202271
2	2	1	HMEL007643	DPOGS202317
2	2	1	HMEL007644	DPOGS202318
2	2	1	HMEL007645	DPOGS202270
2	2	1	HMEL007646	DPOGS202269
2	2	1	HMEL007647	DPOGS202319
2	2	1	HMEL007648	DPOGS202320
2	2	1	HMEL007649	DPOGS202268
2	2	1	HMEL007650	DPOGS203273
2	2	1	HMEL007651	DPOGS203257
2	2	1	HMEL007652	DPOGS203272
2	2	1	HMEL007656	DPOGS206227
2	2	1	HMEL007662	DPOGS214584
2	2	1	HMEL007663	DPOGS214633
2	2	1	HMEL007673	DPOGS215935
2	2	1	HMEL007674	DPOGS215947
2	2	1	HMEL007675	DPOGS215936
2	2	1	HMEL007677	DPOGS215946
2	2	1	HMEL007681	DPOGS215938
2	2	1	HMEL007682	DPOGS215943
2	2	1	HMEL007684	DPOGS215942
2	2	1	HMEL007685	DPOGS214678
2	2	1	HMEL007686	DPOGS214657
2	2	1	HMEL007687	DPOGS214677
2	2	1	HMEL007688	DPOGS214658
2	2	1	HMEL007693	DPOGS210672
2	2	1	HMEL007695	DPOGS212988
2	2	1	HMEL007696	DPOGS212989
2	2	1	HMEL007697	DPOGS212990
2	2	1	HMEL007698	DPOGS213040
2	2	1	HMEL007699	DPOGS211752
2	2	1	HMEL007701	DPOGS212992
2	2	1	HMEL007702	DPOGS211878
2	2	1	HMEL007703	DPOGS211944
2	2	1	HMEL007704	DPOGS211879
2	2	1	HMEL007705	DPOGS211943
2	2	1	HMEL007706	DPOGS211881
2	2	1	HMEL007707	DPOGS211942
2	2	1	HMEL007714	DPOGS207194
2	2	1	HMEL007716	DPOGS207195
2	2	1	HMEL007718	DPOGS212113
2	2	1	HMEL007719	DPOGS212148
2	2	1	HMEL007720	DPOGS212147
2	2	1	HMEL007724	DPOGS212143
2	2	1	HMEL007725	DPOGS212142
2	2	1	HMEL007726	DPOGS212141
2	2	1	HMEL007728	DPOGS212118
2	2	1	HMEL007729	DPOGS212140
2	2	1	HMEL007732	DPOGS212121
2	2	1	HMEL007733	DPOGS212139
2	2	1	HMEL007734	DPOGS212122
