scaffold	geneID	ZorA	chromosome
DPSCF300048	DPOGS206633	A	7
DPSCF300048	DPOGS206634	A	7
DPSCF300048	DPOGS206683	A	7
DPSCF300048	DPOGS206675	A	7
DPSCF300048	DPOGS206681	A	7
DPSCF300048	DPOGS206703	A	7
DPSCF300048	DPOGS206702	A	7
DPSCF300048	DPOGS206707	A	7
DPSCF300048	DPOGS206677	A	7
DPSCF300048	DPOGS206617	A	7
DPSCF300048	DPOGS206632	A	7
DPSCF300048	DPOGS206625	A	7
DPSCF300048	DPOGS206588	A	7
DPSCF300048	DPOGS206680	A	7
DPSCF300048	DPOGS206664	A	7
DPSCF300049	DPOGS209887	A	16
DPSCF300049	DPOGS209886	A	16
DPSCF300049	DPOGS209902	A	16
DPSCF300049	DPOGS209892	A	16
DPSCF300049	DPOGS209894	A	16
DPSCF300049	DPOGS209883	A	16
DPSCF300049	DPOGS209885	A	16
DPSCF300049	DPOGS209891	A	16
DPSCF300049	DPOGS209905	A	16
DPSCF300049	DPOGS209884	A	16
DPSCF300049	DPOGS209895	A	16
DPSCF300049	DPOGS209901	A	16
DPSCF300049	DPOGS209889	A	16
DPSCF300049	DPOGS209906	A	16
DPSCF300049	DPOGS209904	A	16
DPSCF300049	DPOGS209899	A	16
DPSCF300049	DPOGS209896	A	16
DPSCF300049	DPOGS209898	A	16
DPSCF300049	DPOGS209888	A	16
DPSCF300049	DPOGS209890	A	16
DPSCF300049	DPOGS209908	A	16
DPSCF300049	DPOGS209903	A	16
DPSCF300049	DPOGS209907	A	16
DPSCF300049	DPOGS209893	A	16
DPSCF300049	DPOGS209911	A	16
DPSCF300049	DPOGS209897	A	16
DPSCF300049	DPOGS209909	A	16
DPSCF300049	DPOGS209900	A	16
DPSCF300049	DPOGS209910	A	16
DPSCF300050	DPOGS214580	A	18
DPSCF300050	DPOGS214579	A	18
DPSCF300050	DPOGS214592	A	18
DPSCF300050	DPOGS214593	A	18
DPSCF300050	DPOGS214594	A	18
DPSCF300050	DPOGS214578	A	18
DPSCF300050	DPOGS214591	A	18
DPSCF300050	DPOGS214605	A	18
DPSCF300050	DPOGS214606	A	18
DPSCF300050	DPOGS214617	A	18
DPSCF300050	DPOGS214595	A	18
DPSCF300050	DPOGS214587	A	18
DPSCF300050	DPOGS214611	A	18
DPSCF300050	DPOGS214607	A	18
DPSCF300050	DPOGS214586	A	18
DPSCF300050	DPOGS214604	A	18
DPSCF300050	DPOGS214618	A	18
DPSCF300050	DPOGS214577	A	18
DPSCF300050	DPOGS214590	A	18
DPSCF300050	DPOGS214608	A	18
DPSCF300050	DPOGS214609	A	18
DPSCF300050	DPOGS214619	A	18
DPSCF300050	DPOGS214632	A	18
DPSCF300050	DPOGS214612	A	18
DPSCF300050	DPOGS214613	A	18
DPSCF300050	DPOGS214650	A	18
DPSCF300050	DPOGS214589	A	18
DPSCF300050	DPOGS214603	A	18
DPSCF300050	DPOGS214576	A	18
DPSCF300050	DPOGS214630	A	18
DPSCF300050	DPOGS214631	A	18
DPSCF300050	DPOGS214646	A	18
DPSCF300050	DPOGS214633	A	18
DPSCF300050	DPOGS214634	A	18
DPSCF300050	DPOGS214596	A	18
DPSCF300050	DPOGS214651	A	18
DPSCF300050	DPOGS214585	A	18
DPSCF300050	DPOGS214625	A	18
DPSCF300050	DPOGS214614	A	18
DPSCF300050	DPOGS214588	A	18
DPSCF300050	DPOGS214616	A	18
DPSCF300050	DPOGS214629	A	18
DPSCF300050	DPOGS214644	A	18
DPSCF300050	DPOGS214645	A	18
DPSCF300050	DPOGS214640	A	18
DPSCF300050	DPOGS214647	A	18
DPSCF300050	DPOGS214648	A	18
DPSCF300050	DPOGS214649	A	18
DPSCF300050	DPOGS214568	A	18
DPSCF300050	DPOGS214570	A	18
DPSCF300050	DPOGS214571	A	18
DPSCF300050	DPOGS214626	A	18
DPSCF300050	DPOGS214599	A	18
DPSCF300050	DPOGS214615	A	18
DPSCF300050	DPOGS214643	A	18
DPSCF300050	DPOGS214574	A	18
DPSCF300050	DPOGS214628	A	18
DPSCF300050	DPOGS214583	A	18
DPSCF300050	DPOGS214584	A	18
DPSCF300050	DPOGS214620	A	18
DPSCF300050	DPOGS214621	A	18
DPSCF300050	DPOGS214638	A	18
DPSCF300050	DPOGS214627	A	18
DPSCF300050	DPOGS214623	A	18
DPSCF300050	DPOGS214572	A	18
DPSCF300050	DPOGS214641	A	18
DPSCF300050	DPOGS214642	A	18
DPSCF300050	DPOGS214575	A	18
DPSCF300050	DPOGS214601	A	18
DPSCF300050	DPOGS214624	A	18
DPSCF300050	DPOGS214637	A	18
DPSCF300050	DPOGS214636	A	18
DPSCF300050	DPOGS214597	A	18
DPSCF300050	DPOGS214573	A	18
DPSCF300050	DPOGS214602	A	18
DPSCF300050	DPOGS214639	A	18
DPSCF300050	DPOGS214600	A	18
DPSCF300050	DPOGS214610	A	18
DPSCF300050	DPOGS214582	A	18
DPSCF300050	DPOGS214622	A	18
DPSCF300050	DPOGS214581	A	18
DPSCF300050	DPOGS214598	A	18
DPSCF300050	DPOGS214635	A	18
DPSCF300051	DPOGS207443	A	15
DPSCF300051	DPOGS207444	A	15
DPSCF300051	DPOGS207495	A	15
DPSCF300051	DPOGS207447	A	15
DPSCF300051	DPOGS207486	A	15
DPSCF300051	DPOGS207465	A	15
DPSCF300051	DPOGS207438	A	15
DPSCF300051	DPOGS207461	A	15
DPSCF300051	DPOGS207492	A	15
DPSCF300051	DPOGS207451	A	15
DPSCF300051	DPOGS207448	A	15
DPSCF300051	DPOGS207494	A	15
DPSCF300051	DPOGS207458	A	15
DPSCF300051	DPOGS207453	A	15
DPSCF300051	DPOGS207497	A	15
DPSCF300051	DPOGS207463	A	15
DPSCF300051	DPOGS207493	A	15
DPSCF300051	DPOGS207485	A	15
DPSCF300051	DPOGS207454	A	15
DPSCF300051	DPOGS207456	A	15
DPSCF300051	DPOGS207460	A	15
DPSCF300051	DPOGS207457	A	15
DPSCF300051	DPOGS207489	A	15
DPSCF300051	DPOGS207449	A	15
DPSCF300051	DPOGS207487	A	15
DPSCF300051	DPOGS207437	A	15
DPSCF300051	DPOGS207439	A	15
DPSCF300051	DPOGS207466	A	15
DPSCF300051	DPOGS207450	A	15
DPSCF300051	DPOGS207476	A	15
DPSCF300051	DPOGS207469	A	15
DPSCF300051	DPOGS207442	A	15
DPSCF300051	DPOGS207482	A	15
DPSCF300051	DPOGS207480	A	15
DPSCF300051	DPOGS207452	A	15
DPSCF300051	DPOGS207490	A	15
DPSCF300051	DPOGS207483	A	15
DPSCF300051	DPOGS207484	A	15
DPSCF300051	DPOGS207477	A	15
DPSCF300051	DPOGS207474	A	15
DPSCF300051	DPOGS207455	A	15
DPSCF300051	DPOGS207446	A	15
DPSCF300051	DPOGS207441	A	15
DPSCF300051	DPOGS207464	A	15
DPSCF300051	DPOGS207496	A	15
DPSCF300051	DPOGS207459	A	15
DPSCF300051	DPOGS207481	A	15
DPSCF300051	DPOGS207468	A	15
DPSCF300051	DPOGS207470	A	15
DPSCF300051	DPOGS207467	A	15
DPSCF300051	DPOGS207475	A	15
DPSCF300051	DPOGS207435	A	15
DPSCF300051	DPOGS207491	A	15
DPSCF300051	DPOGS207478	A	15
DPSCF300051	DPOGS207445	A	15
DPSCF300051	DPOGS207462	A	15
DPSCF300051	DPOGS207479	A	15
DPSCF300051	DPOGS207471	A	15
DPSCF300051	DPOGS207436	A	15
DPSCF300052	DPOGS208612	A	24
DPSCF300052	DPOGS208617	A	24
DPSCF300052	DPOGS208588	A	24
DPSCF300052	DPOGS208618	A	24
DPSCF300052	DPOGS208624	A	24
DPSCF300052	DPOGS208591	A	24
DPSCF300052	DPOGS208608	A	24
DPSCF300052	DPOGS208626	A	24
DPSCF300052	DPOGS208603	A	24
DPSCF300052	DPOGS208589	A	24
DPSCF300052	DPOGS208614	A	24
DPSCF300052	DPOGS208610	A	24
DPSCF300052	DPOGS208620	A	24
DPSCF300052	DPOGS208615	A	24
DPSCF300052	DPOGS208590	A	24
DPSCF300052	DPOGS208595	A	24
DPSCF300052	DPOGS208592	A	24
DPSCF300052	DPOGS208607	A	24
DPSCF300052	DPOGS208627	A	24
DPSCF300052	DPOGS208598	A	24
DPSCF300052	DPOGS208597	A	24
DPSCF300052	DPOGS208611	A	24
DPSCF300052	DPOGS208625	A	24
DPSCF300052	DPOGS208623	A	24
DPSCF300052	DPOGS208599	A	24
DPSCF300052	DPOGS208621	A	24
DPSCF300052	DPOGS208594	A	24
DPSCF300052	DPOGS208600	A	24
DPSCF300052	DPOGS208613	A	24
DPSCF300052	DPOGS208593	A	24
DPSCF300052	DPOGS208596	A	24
DPSCF300052	DPOGS208609	A	24
DPSCF300052	DPOGS208619	A	24
DPSCF300052	DPOGS208587	A	24
DPSCF300052	DPOGS208606	A	24
DPSCF300052	DPOGS208601	A	24
DPSCF300052	DPOGS208602	A	24
DPSCF300052	DPOGS208604	A	24
DPSCF300052	DPOGS208605	A	24
DPSCF300053	DPOGS202015	A	10
DPSCF300053	DPOGS202067	A	10
DPSCF300053	DPOGS202008	A	10
DPSCF300053	DPOGS202068	A	10
DPSCF300053	DPOGS202012	A	10
DPSCF300053	DPOGS202010	A	10
DPSCF300053	DPOGS202037	A	10
DPSCF300053	DPOGS202054	A	10
DPSCF300053	DPOGS202061	A	10
DPSCF300053	DPOGS202063	A	10
DPSCF300053	DPOGS202064	A	10
DPSCF300053	DPOGS202074	A	10
DPSCF300053	DPOGS202073	A	10
DPSCF300053	DPOGS202029	A	10
DPSCF300053	DPOGS202026	A	10
DPSCF300053	DPOGS202056	A	10
DPSCF300053	DPOGS202036	A	10
DPSCF300053	DPOGS202072	A	10
DPSCF300053	DPOGS202066	A	10
DPSCF300053	DPOGS202009	A	10
DPSCF300053	DPOGS202070	A	10
DPSCF300053	DPOGS202024	A	10
DPSCF300053	DPOGS202023	A	10
DPSCF300053	DPOGS202035	A	10
DPSCF300053	DPOGS202007	A	10
DPSCF300053	DPOGS202041	A	10
DPSCF300053	DPOGS202014	A	10
DPSCF300053	DPOGS202030	A	10
DPSCF300053	DPOGS202058	A	10
DPSCF300053	DPOGS202021	A	10
DPSCF300053	DPOGS202050	A	10
DPSCF300053	DPOGS202013	A	10
DPSCF300053	DPOGS202043	A	10
DPSCF300053	DPOGS202018	A	10
DPSCF300053	DPOGS202039	A	10
DPSCF300053	DPOGS202042	A	10
DPSCF300053	DPOGS202040	A	10
DPSCF300053	DPOGS202011	A	10
DPSCF300053	DPOGS202034	A	10
DPSCF300053	DPOGS202065	A	10
DPSCF300053	DPOGS202059	A	10
DPSCF300053	DPOGS202060	A	10
DPSCF300053	DPOGS202046	A	10
DPSCF300053	DPOGS202044	A	10
DPSCF300053	DPOGS202055	A	10
DPSCF300053	DPOGS202057	A	10
DPSCF300053	DPOGS202075	A	10
DPSCF300053	DPOGS202016	A	10
DPSCF300053	DPOGS202031	A	10
DPSCF300053	DPOGS202045	A	10
DPSCF300053	DPOGS202069	A	10
DPSCF300053	DPOGS202022	A	10
DPSCF300053	DPOGS202071	A	10
DPSCF300053	DPOGS202017	A	10
DPSCF300053	DPOGS202047	A	10
DPSCF300053	DPOGS202019	A	10
DPSCF300053	DPOGS202048	A	10
DPSCF300053	DPOGS202032	A	10
DPSCF300053	DPOGS202052	A	10
DPSCF300053	DPOGS202053	A	10
DPSCF300053	DPOGS202033	A	10
DPSCF300053	DPOGS202027	A	10
DPSCF300053	DPOGS202051	A	10
DPSCF300054	DPOGS212020	A	20
DPSCF300054	DPOGS212046	A	20
DPSCF300054	DPOGS212038	A	20
DPSCF300054	DPOGS212036	A	20
DPSCF300054	DPOGS212037	A	20
DPSCF300054	DPOGS212018	A	20
DPSCF300054	DPOGS212035	A	20
DPSCF300054	DPOGS212048	A	20
DPSCF300054	DPOGS212021	A	20
DPSCF300054	DPOGS212019	A	20
DPSCF300054	DPOGS212014	A	20
DPSCF300054	DPOGS212015	A	20
DPSCF300054	DPOGS212047	A	20
DPSCF300054	DPOGS212023	A	20
DPSCF300054	DPOGS212045	A	20
DPSCF300054	DPOGS212029	A	20
DPSCF300054	DPOGS212040	A	20
DPSCF300054	DPOGS212043	A	20
DPSCF300054	DPOGS212017	A	20
DPSCF300054	DPOGS212024	A	20
DPSCF300054	DPOGS212041	A	20
DPSCF300054	DPOGS212034	A	20
DPSCF300054	DPOGS212039	A	20
DPSCF300054	DPOGS212032	A	20
DPSCF300054	DPOGS212049	A	20
DPSCF300054	DPOGS212016	A	20
DPSCF300054	DPOGS212044	A	20
DPSCF300054	DPOGS212027	A	20
DPSCF300054	DPOGS212042	A	20
DPSCF300054	DPOGS212051	A	20
DPSCF300054	DPOGS212012	A	20
DPSCF300054	DPOGS212028	A	20
DPSCF300054	DPOGS212033	A	20
DPSCF300054	DPOGS212055	A	20
DPSCF300054	DPOGS212030	A	20
DPSCF300054	DPOGS212013	A	20
DPSCF300054	DPOGS212050	A	20
DPSCF300054	DPOGS212022	A	20
DPSCF300054	DPOGS212031	A	20
DPSCF300054	DPOGS212054	A	20
DPSCF300054	DPOGS212053	A	20
DPSCF300054	DPOGS212056	A	20
DPSCF300054	DPOGS212025	A	20
DPSCF300054	DPOGS212052	A	20
DPSCF300054	DPOGS212026	A	20
DPSCF300055	DPOGS203505	A	7
DPSCF300055	DPOGS203507	A	7
DPSCF300055	DPOGS203502	A	7
DPSCF300055	DPOGS203556	A	7
DPSCF300055	DPOGS203522	A	7
DPSCF300055	DPOGS203511	A	7
DPSCF300055	DPOGS203513	A	7
DPSCF300055	DPOGS203548	A	7
DPSCF300055	DPOGS203551	A	7
DPSCF300055	DPOGS203550	A	7
DPSCF300055	DPOGS203577	A	7
DPSCF300055	DPOGS203576	A	7
DPSCF300055	DPOGS203544	A	7
DPSCF300055	DPOGS203547	A	7
DPSCF300055	DPOGS203477	A	7
DPSCF300055	DPOGS203504	A	7
DPSCF300055	DPOGS203533	A	7
DPSCF300055	DPOGS203495	A	7
DPSCF300055	DPOGS203546	A	7
DPSCF300055	DPOGS203517	A	7
DPSCF300055	DPOGS203555	A	7
DPSCF300055	DPOGS203528	A	7
DPSCF300055	DPOGS203514	A	7
DPSCF300055	DPOGS203480	A	7
DPSCF300055	DPOGS203493	A	7
DPSCF300055	DPOGS203512	A	7
DPSCF300055	DPOGS203482	A	7
DPSCF300055	DPOGS203524	A	7
DPSCF300055	DPOGS203503	A	7
DPSCF300055	DPOGS203519	A	7
DPSCF300055	DPOGS203529	A	7
DPSCF300055	DPOGS203569	A	7
DPSCF300055	DPOGS203532	A	7
DPSCF300055	DPOGS203531	A	7
DPSCF300055	DPOGS203554	A	7
DPSCF300055	DPOGS203484	A	7
DPSCF300055	DPOGS203481	A	7
DPSCF300055	DPOGS203506	A	7
DPSCF300055	DPOGS203545	A	7
DPSCF300055	DPOGS203543	A	7
DPSCF300055	DPOGS203525	A	7
DPSCF300055	DPOGS203478	A	7
DPSCF300055	DPOGS203499	A	7
DPSCF300055	DPOGS203575	A	7
DPSCF300055	DPOGS203494	A	7
DPSCF300055	DPOGS203553	A	7
DPSCF300055	DPOGS203564	A	7
DPSCF300055	DPOGS203526	A	7
DPSCF300055	DPOGS203527	A	7
DPSCF300055	DPOGS203483	A	7
DPSCF300055	DPOGS203523	A	7
DPSCF300055	DPOGS203518	A	7
DPSCF300055	DPOGS203485	A	7
DPSCF300055	DPOGS203520	A	7
DPSCF300055	DPOGS203501	A	7
DPSCF300055	DPOGS203565	A	7
DPSCF300055	DPOGS203561	A	7
DPSCF300055	DPOGS203515	A	7
DPSCF300055	DPOGS203479	A	7
DPSCF300055	DPOGS203521	A	7
DPSCF300055	DPOGS203500	A	7
DPSCF300055	DPOGS203516	A	7
DPSCF300055	DPOGS203563	A	7
DPSCF300055	DPOGS203570	A	7
DPSCF300055	DPOGS203491	A	7
DPSCF300055	DPOGS203562	A	7
DPSCF300055	DPOGS203559	A	7
DPSCF300055	DPOGS203580	A	7
DPSCF300055	DPOGS203574	A	7
DPSCF300055	DPOGS203572	A	7
DPSCF300055	DPOGS203571	A	7
DPSCF300055	DPOGS203557	A	7
DPSCF300055	DPOGS203487	A	7
DPSCF300055	DPOGS203486	A	7
DPSCF300055	DPOGS203578	A	7
DPSCF300055	DPOGS203489	A	7
DPSCF300055	DPOGS203552	A	7
DPSCF300055	DPOGS203537	A	7
DPSCF300055	DPOGS203573	A	7
DPSCF300055	DPOGS203560	A	7
DPSCF300055	DPOGS203558	A	7
DPSCF300055	DPOGS203490	A	7
DPSCF300055	DPOGS203488	A	7
DPSCF300055	DPOGS203492	A	7
DPSCF300055	DPOGS203566	A	7
DPSCF300055	DPOGS203567	A	7
DPSCF300055	DPOGS203579	A	7
DPSCF300055	DPOGS203581	A	7
DPSCF300055	DPOGS203536	A	7
DPSCF300055	DPOGS203534	A	7
DPSCF300055	DPOGS203539	A	7
DPSCF300055	DPOGS203540	A	7
DPSCF300055	DPOGS203538	A	7
DPSCF300055	DPOGS203542	A	7
DPSCF300055	DPOGS203541	A	7
DPSCF300055	DPOGS203530	A	7
DPSCF300056	DPOGS205519	A	27
DPSCF300056	DPOGS205523	A	27
DPSCF300056	DPOGS205496	A	27
DPSCF300056	DPOGS205529	A	27
DPSCF300056	DPOGS205511	A	27
DPSCF300056	DPOGS205512	A	27
DPSCF300056	DPOGS205524	A	27
DPSCF300056	DPOGS205520	A	27
DPSCF300056	DPOGS205522	A	27
DPSCF300056	DPOGS205495	A	27
DPSCF300056	DPOGS205515	A	27
DPSCF300056	DPOGS205532	A	27
DPSCF300056	DPOGS205503	A	27
DPSCF300056	DPOGS205543	A	27
DPSCF300056	DPOGS205507	A	27
DPSCF300056	DPOGS205536	A	27
DPSCF300056	DPOGS205528	A	27
DPSCF300056	DPOGS205525	A	27
DPSCF300056	DPOGS205526	A	27
DPSCF300056	DPOGS205517	A	27
DPSCF300056	DPOGS205508	A	27
DPSCF300056	DPOGS205506	A	27
DPSCF300056	DPOGS205514	A	27
DPSCF300056	DPOGS205542	A	27
DPSCF300056	DPOGS205516	A	27
DPSCF300056	DPOGS205546	A	27
DPSCF300056	DPOGS205547	A	27
DPSCF300056	DPOGS205534	A	27
DPSCF300056	DPOGS205509	A	27
DPSCF300056	DPOGS205541	A	27
DPSCF300056	DPOGS205540	A	27
DPSCF300056	DPOGS205501	A	27
DPSCF300056	DPOGS205533	A	27
DPSCF300056	DPOGS205537	A	27
DPSCF300056	DPOGS205505	A	27
DPSCF300056	DPOGS205535	A	27
DPSCF300056	DPOGS205510	A	27
DPSCF300056	DPOGS205499	A	27
DPSCF300056	DPOGS205497	A	27
DPSCF300056	DPOGS205500	A	27
DPSCF300056	DPOGS205498	A	27
DPSCF300056	DPOGS205538	A	27
DPSCF300056	DPOGS205549	A	27
DPSCF300056	DPOGS205530	A	27
DPSCF300056	DPOGS205504	A	27
DPSCF300056	DPOGS205518	A	27
DPSCF300056	DPOGS205539	A	27
DPSCF300056	DPOGS205502	A	27
DPSCF300056	DPOGS205544	A	27
DPSCF300056	DPOGS205494	A	27
DPSCF300056	DPOGS205527	A	27
DPSCF300056	DPOGS205548	A	27
DPSCF300056	DPOGS205545	A	27
DPSCF300057	DPOGS212936	A	12
DPSCF300057	DPOGS212952	A	12
DPSCF300057	DPOGS212951	A	12
DPSCF300057	DPOGS212962	A	12
DPSCF300057	DPOGS212963	A	12
DPSCF300057	DPOGS212954	A	12
DPSCF300057	DPOGS212953	A	12
DPSCF300057	DPOGS212978	A	12
DPSCF300057	DPOGS212949	A	12
DPSCF300057	DPOGS212976	A	12
DPSCF300057	DPOGS212960	A	12
DPSCF300057	DPOGS212977	A	12
DPSCF300057	DPOGS212924	A	12
DPSCF300057	DPOGS212935	A	12
DPSCF300057	DPOGS212967	A	12
DPSCF300057	DPOGS212933	A	12
DPSCF300057	DPOGS212947	A	12
DPSCF300057	DPOGS212964	A	12
DPSCF300057	DPOGS212961	A	12
DPSCF300057	DPOGS212965	A	12
DPSCF300057	DPOGS212958	A	12
DPSCF300057	DPOGS212974	A	12
DPSCF300057	DPOGS212973	A	12
DPSCF300057	DPOGS212932	A	12
DPSCF300057	DPOGS212959	A	12
DPSCF300057	DPOGS212975	A	12
DPSCF300057	DPOGS212950	A	12
DPSCF300057	DPOGS212972	A	12
DPSCF300057	DPOGS212931	A	12
DPSCF300057	DPOGS212934	A	12
DPSCF300057	DPOGS212929	A	12
DPSCF300057	DPOGS212956	A	12
DPSCF300057	DPOGS212979	A	12
DPSCF300057	DPOGS212955	A	12
DPSCF300057	DPOGS212925	A	12
DPSCF300057	DPOGS212942	A	12
DPSCF300057	DPOGS212930	A	12
DPSCF300057	DPOGS212928	A	12
DPSCF300057	DPOGS212944	A	12
DPSCF300057	DPOGS212948	A	12
DPSCF300057	DPOGS212946	A	12
DPSCF300057	DPOGS212971	A	12
DPSCF300057	DPOGS212943	A	12
DPSCF300057	DPOGS212968	A	12
DPSCF300057	DPOGS212966	A	12
DPSCF300057	DPOGS212970	A	12
DPSCF300057	DPOGS212939	A	12
DPSCF300057	DPOGS212941	A	12
DPSCF300057	DPOGS212957	A	12
DPSCF300057	DPOGS212940	A	12
DPSCF300057	DPOGS212945	A	12
DPSCF300057	DPOGS212969	A	12
DPSCF300057	DPOGS212927	A	12
DPSCF300057	DPOGS212937	A	12
DPSCF300057	DPOGS212980	A	12
DPSCF300057	DPOGS212926	A	12
DPSCF300057	DPOGS212938	A	12
DPSCF300058	DPOGS208147	A	22
DPSCF300058	DPOGS208159	A	22
DPSCF300058	DPOGS208153	A	22
DPSCF300058	DPOGS208160	A	22
DPSCF300058	DPOGS208155	A	22
DPSCF300058	DPOGS208148	A	22
DPSCF300058	DPOGS208156	A	22
DPSCF300058	DPOGS208158	A	22
DPSCF300058	DPOGS208164	A	22
DPSCF300058	DPOGS208154	A	22
DPSCF300058	DPOGS208163	A	22
DPSCF300058	DPOGS208152	A	22
DPSCF300058	DPOGS208161	A	22
DPSCF300058	DPOGS208150	A	22
DPSCF300058	DPOGS208149	A	22
DPSCF300058	DPOGS208165	A	22
DPSCF300058	DPOGS208151	A	22
DPSCF300058	DPOGS208157	A	22
DPSCF300059	DPOGS214797	A	12
DPSCF300059	DPOGS214795	A	12
DPSCF300059	DPOGS214809	A	12
DPSCF300059	DPOGS214810	A	12
DPSCF300059	DPOGS214808	A	12
DPSCF300059	DPOGS214807	A	12
DPSCF300059	DPOGS214804	A	12
DPSCF300059	DPOGS214789	A	12
DPSCF300059	DPOGS214811	A	12
DPSCF300059	DPOGS214812	A	12
DPSCF300059	DPOGS214792	A	12
DPSCF300059	DPOGS214814	A	12
DPSCF300059	DPOGS214816	A	12
DPSCF300059	DPOGS214796	A	12
DPSCF300059	DPOGS214790	A	12
DPSCF300059	DPOGS214803	A	12
DPSCF300059	DPOGS214818	A	12
DPSCF300059	DPOGS214794	A	12
DPSCF300059	DPOGS214793	A	12
DPSCF300059	DPOGS214820	A	12
DPSCF300059	DPOGS214817	A	12
DPSCF300059	DPOGS214798	A	12
DPSCF300059	DPOGS214806	A	12
DPSCF300059	DPOGS214802	A	12
DPSCF300059	DPOGS214801	A	12
DPSCF300059	DPOGS214800	A	12
DPSCF300059	DPOGS214805	A	12
DPSCF300059	DPOGS214791	A	12
DPSCF300059	DPOGS214815	A	12
DPSCF300059	DPOGS214799	A	12
DPSCF300059	DPOGS214819	A	12
DPSCF300060	DPOGS202002	A	4
DPSCF300060	DPOGS201969	A	4
DPSCF300060	DPOGS201981	A	4
DPSCF300060	DPOGS201972	A	4
DPSCF300060	DPOGS201975	A	4
DPSCF300060	DPOGS201977	A	4
DPSCF300060	DPOGS201990	A	4
DPSCF300060	DPOGS202004	A	4
DPSCF300060	DPOGS201980	A	4
DPSCF300060	DPOGS201998	A	4
DPSCF300060	DPOGS201964	A	4
DPSCF300060	DPOGS201989	A	4
DPSCF300060	DPOGS201999	A	4
DPSCF300060	DPOGS201993	A	4
DPSCF300060	DPOGS201985	A	4
DPSCF300060	DPOGS201988	A	4
DPSCF300060	DPOGS201978	A	4
DPSCF300060	DPOGS201970	A	4
DPSCF300060	DPOGS201992	A	4
DPSCF300060	DPOGS201963	A	4
DPSCF300060	DPOGS201962	A	4
DPSCF300060	DPOGS201971	A	4
DPSCF300060	DPOGS201979	A	4
DPSCF300060	DPOGS201996	A	4
DPSCF300060	DPOGS201982	A	4
DPSCF300060	DPOGS201966	A	4
DPSCF300060	DPOGS201984	A	4
DPSCF300060	DPOGS202003	A	4
DPSCF300060	DPOGS201965	A	4
DPSCF300060	DPOGS201967	A	4
DPSCF300060	DPOGS201974	A	4
DPSCF300060	DPOGS201973	A	4
DPSCF300060	DPOGS201991	A	4
DPSCF300060	DPOGS201983	A	4
DPSCF300060	DPOGS202001	A	4
DPSCF300060	DPOGS201976	A	4
DPSCF300060	DPOGS201994	A	4
DPSCF300060	DPOGS201968	A	4
DPSCF300060	DPOGS201986	A	4
DPSCF300060	DPOGS201987	A	4
DPSCF300060	DPOGS202006	A	4
DPSCF300060	DPOGS202005	A	4
DPSCF300060	DPOGS201997	A	4
DPSCF300060	DPOGS201995	A	4
DPSCF300061	DPOGS209179	A	14
DPSCF300061	DPOGS209176	A	14
DPSCF300061	DPOGS209180	A	14
DPSCF300061	DPOGS209138	A	14
DPSCF300061	DPOGS209137	A	14
DPSCF300061	DPOGS209134	A	14
DPSCF300061	DPOGS209174	A	14
DPSCF300061	DPOGS209175	A	14
DPSCF300061	DPOGS209190	A	14
DPSCF300061	DPOGS209167	A	14
DPSCF300061	DPOGS209140	A	14
DPSCF300061	DPOGS209181	A	14
DPSCF300061	DPOGS209169	A	14
DPSCF300061	DPOGS209136	A	14
DPSCF300061	DPOGS209135	A	14
DPSCF300061	DPOGS209143	A	14
DPSCF300061	DPOGS209163	A	14
DPSCF300061	DPOGS209132	A	14
DPSCF300061	DPOGS209189	A	14
DPSCF300061	DPOGS209193	A	14
DPSCF300061	DPOGS209133	A	14
DPSCF300061	DPOGS209151	A	14
DPSCF300061	DPOGS209207	A	14
DPSCF300061	DPOGS209147	A	14
DPSCF300061	DPOGS209168	A	14
DPSCF300061	DPOGS209188	A	14
DPSCF300061	DPOGS209161	A	14
DPSCF300061	DPOGS209210	A	14
DPSCF300061	DPOGS209139	A	14
DPSCF300061	DPOGS209146	A	14
DPSCF300061	DPOGS209145	A	14
DPSCF300061	DPOGS209159	A	14
DPSCF300061	DPOGS209173	A	14
DPSCF300061	DPOGS209164	A	14
DPSCF300061	DPOGS209206	A	14
DPSCF300061	DPOGS209150	A	14
DPSCF300061	DPOGS209162	A	14
DPSCF300061	DPOGS209142	A	14
DPSCF300061	DPOGS209130	A	14
DPSCF300061	DPOGS209186	A	14
DPSCF300061	DPOGS209184	A	14
DPSCF300061	DPOGS209185	A	14
DPSCF300061	DPOGS209157	A	14
DPSCF300061	DPOGS209214	A	14
DPSCF300061	DPOGS209129	A	14
DPSCF300061	DPOGS209194	A	14
DPSCF300061	DPOGS209165	A	14
DPSCF300061	DPOGS209205	A	14
DPSCF300061	DPOGS209204	A	14
DPSCF300061	DPOGS209203	A	14
DPSCF300061	DPOGS209211	A	14
DPSCF300061	DPOGS209183	A	14
DPSCF300061	DPOGS209160	A	14
DPSCF300061	DPOGS209197	A	14
DPSCF300061	DPOGS209158	A	14
DPSCF300061	DPOGS209216	A	14
DPSCF300061	DPOGS209144	A	14
DPSCF300061	DPOGS209156	A	14
DPSCF300061	DPOGS209177	A	14
DPSCF300061	DPOGS209192	A	14
DPSCF300061	DPOGS209170	A	14
DPSCF300061	DPOGS209149	A	14
DPSCF300061	DPOGS209202	A	14
DPSCF300061	DPOGS209209	A	14
DPSCF300061	DPOGS209198	A	14
DPSCF300061	DPOGS209171	A	14
DPSCF300061	DPOGS209213	A	14
