# Species	Genes	Alg.-Conn.	Dp_OGS2_prots.fas	Mcinx_prots_noPA.fas
2	2	1	DPOGS204136	MCINX008785
2	2	1	DPOGS204137	MCINX008788
2	2	1	DPOGS204139	MCINX009118
2	2	1	DPOGS204140	MCINX009117
2	2	1	DPOGS204141	MCINX009115
2	2	1	DPOGS204146	MCINX003660
2	2	1	DPOGS204147	MCINX003658
2	2	1	DPOGS204149	MCINX005101
2	2	1	DPOGS204154	MCINX002415
2	2	1	DPOGS204156	MCINX003033
2	2	1	DPOGS204160	MCINX005815
2	2	1	DPOGS204161	MCINX005813
2	2	1	DPOGS204162	MCINX015546
2	2	1	DPOGS204163	MCINX013929
2	2	1	DPOGS204164	MCINX013930
2	2	1	DPOGS204167	MCINX010275
2	2	1	DPOGS204170	MCINX010279
2	2	1	DPOGS204171	MCINX010278
2	2	1	DPOGS204172	MCINX008123
2	2	1	DPOGS204173	MCINX008121
2	2	1	DPOGS204174	MCINX008120
2	2	1	DPOGS204176	MCINX008117
2	2	1	DPOGS204178	MCINX008115
2	2	1	DPOGS204179	MCINX008119
2	2	1	DPOGS204183	MCINX010282
2	2	1	DPOGS204185	MCINX006890
2	2	1	DPOGS204190	MCINX009599
2	2	1	DPOGS204193	MCINX013923
2	2	1	DPOGS204198	MCINX005816
2	2	1	DPOGS204200	MCINX000703
2	2	1	DPOGS204202	MCINX003030
2	2	1	DPOGS204203	MCINX002417
2	2	1	DPOGS204204	MCINX002413
2	2	1	DPOGS204208	MCINX003656
2	2	1	DPOGS204214	MCINX012364
2	2	1	DPOGS204221	MCINX011397
2	2	1	DPOGS204222	MCINX011399
2	2	1	DPOGS204224	MCINX012113
2	2	1	DPOGS204225	MCINX000165
2	2	1	DPOGS204227	MCINX000162
2	2	1	DPOGS204228	MCINX007138
2	2	1	DPOGS204234	MCINX002337
2	2	1	DPOGS204236	MCINX002335
2	2	1	DPOGS204237	MCINX002334
2	2	1	DPOGS204238	MCINX002331
2	2	1	DPOGS204239	MCINX002329
2	2	1	DPOGS204242	MCINX002328
2	2	1	DPOGS204243	MCINX011875
2	2	1	DPOGS204246	MCINX006515
2	2	1	DPOGS204247	MCINX006514
2	2	1	DPOGS204248	MCINX014678
2	2	1	DPOGS204250	MCINX014676
2	2	1	DPOGS204251	MCINX014675
2	2	1	DPOGS204253	MCINX014674
2	2	1	DPOGS204254	MCINX007792
2	2	1	DPOGS204256	MCINX010146
2	2	1	DPOGS204260	MCINX015159
2	2	1	DPOGS204267	MCINX015659
2	2	1	DPOGS204276	MCINX003454
2	2	1	DPOGS204278	MCINX003457
2	2	1	DPOGS204279	MCINX003458
2	2	1	DPOGS204281	MCINX011554
2	2	1	DPOGS204282	MCINX010181
2	2	1	DPOGS204286	MCINX015660
2	2	1	DPOGS204287	MCINX015663
2	2	1	DPOGS204288	MCINX015666
2	2	1	DPOGS204289	MCINX015669
2	2	1	DPOGS204290	MCINX015671
2	2	1	DPOGS204292	MCINX010147
2	2	1	DPOGS204293	MCINX007791
2	2	1	DPOGS204294	MCINX014672
2	2	1	DPOGS204296	MCINX014677
2	2	1	DPOGS204297	MCINX006513
2	2	1	DPOGS204300	MCINX011874
2	2	1	DPOGS204301	MCINX002332
2	2	1	DPOGS204302	MCINX002336
2	2	1	DPOGS204303	MCINX002339
2	2	1	DPOGS204306	MCINX012052
2	2	1	DPOGS204308	MCINX007137
2	2	1	DPOGS204311	MCINX000166
2	2	1	DPOGS204313	MCINX011405
2	2	1	DPOGS204315	MCINX012784
2	2	1	DPOGS204316	MCINX011401
2	2	1	DPOGS204317	MCINX011400
2	2	1	DPOGS204318	MCINX011002
2	2	1	DPOGS204322	MCINX004030
2	2	1	DPOGS204324	MCINX000290
2	2	1	DPOGS204325	MCINX000289
2	2	1	DPOGS204327	MCINX000286
2	2	1	DPOGS204328	MCINX000284
2	2	1	DPOGS204330	MCINX000282
2	3	0.333	DPOGS204331,DPOGS204332-PA	MCINX001390
2	2	1	DPOGS204333	MCINX007422
2	2	1	DPOGS204334	MCINX007420
2	2	1	DPOGS204336	MCINX007417
2	2	1	DPOGS204340	MCINX007421
2	2	1	DPOGS204342	MCINX000283
2	2	1	DPOGS204343	MCINX000285
2	2	1	DPOGS204344	MCINX000287
2	2	1	DPOGS204346	MCINX005063
2	2	1	DPOGS204349	MCINX004027
2	2	1	DPOGS204350	MCINX004029
2	2	1	DPOGS204351	MCINX004031
2	3	0.333	DPOGS204353,DPOGS209916-PA	MCINX009709
2	2	1	DPOGS204354	MCINX010054
2	2	1	DPOGS204357	MCINX011200
2	2	1	DPOGS204358	MCINX015631
2	2	1	DPOGS204359	MCINX007900
2	2	1	DPOGS204360	MCINX007109
2	2	1	DPOGS204366	MCINX004351
2	2	1	DPOGS204368	MCINX007665
2	2	1	DPOGS204371	MCINX010053
2	2	1	DPOGS204377	MCINX005882
2	2	1	DPOGS204378	MCINX005881
2	2	1	DPOGS204382	MCINX005877
2	2	1	DPOGS204383	MCINX005874
2	2	1	DPOGS204385	MCINX001551
2	2	1	DPOGS204386	MCINX001552
2	2	1	DPOGS204387	MCINX001553
2	2	1	DPOGS204388	MCINX001555
2	2	1	DPOGS204389	MCINX001557
2	2	1	DPOGS204392	MCINX011078
2	2	1	DPOGS204393	MCINX011077
2	2	1	DPOGS204395	MCINX012715
2	2	1	DPOGS204398	MCINX016204
2	2	1	DPOGS204401	MCINX007498
2	2	1	DPOGS204403	MCINX008722
2	2	1	DPOGS204409	MCINX013432
2	2	1	DPOGS204411	MCINX007689
2	2	1	DPOGS204412	MCINX007690
2	2	1	DPOGS204413	MCINX006463
2	3	0.333	DPOGS204415,DPOGS204418-PA	MCINX002322
2	2	1	DPOGS204420	MCINX002320
2	2	1	DPOGS204422	MCINX002316
2	2	1	DPOGS204423	MCINX002314
2	2	1	DPOGS204429	MCINX000276
2	2	1	DPOGS204430	MCINX013215
2	2	1	DPOGS204433	MCINX014037
2	2	1	DPOGS204440	MCINX002766
2	2	1	DPOGS204443	MCINX002767
2	2	1	DPOGS204444	MCINX014301
2	3	0.333	DPOGS204445	MCINX013560,MCINX000898
2	2	1	DPOGS204447	MCINX001333
2	2	1	DPOGS204450	MCINX010937
2	2	1	DPOGS204456	MCINX013214
2	2	1	DPOGS204457	MCINX000275
2	2	1	DPOGS204458	MCINX000277
2	2	1	DPOGS204459	MCINX000278
2	2	1	DPOGS204460	MCINX000280
2	2	1	DPOGS204461	MCINX008694
2	2	1	DPOGS204463	MCINX004047
2	2	1	DPOGS204466	MCINX004053
2	2	1	DPOGS204467	MCINX002315
2	2	1	DPOGS204468	MCINX002321
2	2	1	DPOGS204470	MCINX001280
2	2	1	DPOGS204472	MCINX001275
2	2	1	DPOGS204476	MCINX007688
2	2	1	DPOGS204479	MCINX007340
2	2	1	DPOGS204480	MCINX007499
2	2	1	DPOGS204481	MCINX007501
2	2	1	DPOGS204482	MCINX007503
2	2	1	DPOGS204483	MCINX016208
2	2	1	DPOGS204485	MCINX016206
2	2	1	DPOGS204487	MCINX012704
2	2	1	DPOGS204488	MCINX012705
2	2	1	DPOGS204489	MCINX012707
2	2	1	DPOGS204491	MCINX012714
2	2	1	DPOGS204492	MCINX003494
2	2	1	DPOGS204494	MCINX003495
2	4	0.146	DPOGS204495,DPOGS204496-PA	MCINX011075,MCINX006919
2	2	1	DPOGS204497	MCINX011079
2	2	1	DPOGS204498	MCINX002641
2	2	1	DPOGS204499	MCINX002643
2	2	1	DPOGS204500	MCINX001558
2	2	1	DPOGS204501	MCINX001556
2	2	1	DPOGS204503	MCINX005873
2	2	1	DPOGS204504	MCINX005875
2	2	1	DPOGS204505	MCINX005876
2	2	1	DPOGS204507	MCINX000775
2	2	1	DPOGS204508	MCINX000776
2	2	1	DPOGS204509	MCINX005028
2	2	1	DPOGS204510	MCINX011025
2	2	1	DPOGS204515	MCINX016263
2	2	1	DPOGS204516	MCINX016262
2	2	1	DPOGS204517	MCINX016261
2	2	1	DPOGS204523	MCINX005421
2	2	1	DPOGS204524	MCINX005423
2	2	1	DPOGS204525	MCINX012315
2	3	1	DPOGS204528,DPOGS204529-PA	MCINX005990
2	2	1	DPOGS204531	MCINX005988
2	2	1	DPOGS204534	MCINX002000
2	3	0.333	DPOGS204537,DPOGS204538-PA	MCINX002002
2	2	1	DPOGS204541	MCINX009097
2	2	1	DPOGS204544	MCINX009094
2	2	1	DPOGS204546	MCINX009093
2	2	1	DPOGS204547	MCINX016634
2	3	0.333	DPOGS204548,DPOGS204549-PA	MCINX002004
2	2	1	DPOGS204550	MCINX002003
2	2	1	DPOGS204552	MCINX014416
2	2	1	DPOGS204553	MCINX005987
2	2	1	DPOGS204554	MCINX005989
2	2	1	DPOGS204555	MCINX005992
2	2	1	DPOGS204558	MCINX005422
2	2	1	DPOGS204562	MCINX011372
2	2	1	DPOGS204565	MCINX008275
2	2	1	DPOGS204566	MCINX015393
2	2	1	DPOGS204567	MCINX013727
2	2	1	DPOGS204568	MCINX002295
2	2	1	DPOGS204570	MCINX013726
2	2	1	DPOGS204571	MCINX008276
2	2	1	DPOGS204572	MCINX009279
2	2	1	DPOGS204574	MCINX008223
2	2	1	DPOGS204579	MCINX008225
2	2	1	DPOGS204580	MCINX009282
2	2	1	DPOGS204583	MCINX007035
2	2	1	DPOGS204584	MCINX007037
2	2	1	DPOGS204589	MCINX007039
2	2	1	DPOGS204592	MCINX004961
2	2	1	DPOGS204597	MCINX014449
2	2	1	DPOGS204601	MCINX013590
2	2	1	DPOGS204603	MCINX009906
2	2	1	DPOGS204605	MCINX003429
2	2	1	DPOGS204606	MCINX010852
2	2	1	DPOGS204608	MCINX015903
2	2	1	DPOGS204609	MCINX003431
2	2	1	DPOGS204615	MCINX000638
2	2	1	DPOGS204617	MCINX010186
2	2	1	DPOGS204618	MCINX000551
2	2	1	DPOGS204619	MCINX004550
2	2	1	DPOGS204623	MCINX000641
2	2	1	DPOGS204627	MCINX002802
2	2	1	DPOGS204637	MCINX002805
2	2	1	DPOGS204639	MCINX002803
2	2	1	DPOGS204644	MCINX008670
2	3	0.333	DPOGS204645,DPOGS204646-PA	MCINX008666
2	2	1	DPOGS204648	MCINX008660
2	2	1	DPOGS204649	MCINX008662
2	2	1	DPOGS204650	MCINX008663
2	2	1	DPOGS204654	MCINX000818
2	2	1	DPOGS204655	MCINX000819
2	2	1	DPOGS204659	MCINX011059
2	2	1	DPOGS204660	MCINX011061
2	2	1	DPOGS204661	MCINX013330
2	2	1	DPOGS204663	MCINX013327
2	2	1	DPOGS204664	MCINX013326
2	2	1	DPOGS204665	MCINX010910
2	2	1	DPOGS204668	MCINX015603
2	2	1	DPOGS204670	MCINX015600
2	2	1	DPOGS204673	MCINX003689
2	2	1	DPOGS204675	MCINX016659
2	2	1	DPOGS204676	MCINX006908
2	2	1	DPOGS204677	MCINX002174
2	2	1	DPOGS204680	MCINX003942
2	2	1	DPOGS204681	MCINX003938
2	2	1	DPOGS204682	MCINX003936
2	2	1	DPOGS204685	MCINX003940
2	2	1	DPOGS204687	MCINX002172
2	2	1	DPOGS204688	MCINX008305
2	2	1	DPOGS204689	MCINX016660
2	2	1	DPOGS204690	MCINX015601
2	2	1	DPOGS204691	MCINX015602
2	2	1	DPOGS204693	MCINX013328
2	2	1	DPOGS204694	MCINX011063
2	2	1	DPOGS204695	MCINX011062
2	2	1	DPOGS204696	MCINX011060
2	2	1	DPOGS204697	MCINX011056
2	2	1	DPOGS204700	MCINX000821
2	2	1	DPOGS204704	MCINX000171
2	2	1	DPOGS204713	MCINX013597
2	2	1	DPOGS204718	MCINX004625
2	2	1	DPOGS204721	MCINX007495
2	2	1	DPOGS204722	MCINX007494
2	2	1	DPOGS204723	MCINX011410
2	2	1	DPOGS204724	MCINX012295
2	2	1	DPOGS204725	MCINX012296
2	2	1	DPOGS204726	MCINX006175
2	2	1	DPOGS204727	MCINX006173
2	2	1	DPOGS204729	MCINX000643
2	2	1	DPOGS204732	MCINX004838
2	2	1	DPOGS204734	MCINX015832
2	2	1	DPOGS204736	MCINX009997
2	2	1	DPOGS204739	MCINX001487
2	2	1	DPOGS204740	MCINX001489
2	2	1	DPOGS204742	MCINX001491
2	2	1	DPOGS204743	MCINX001492
2	2	1	DPOGS204745	MCINX013055
2	2	1	DPOGS204747	MCINX004150
2	2	1	DPOGS204754	MCINX004865
2	2	1	DPOGS204762	MCINX006204
2	2	1	DPOGS204765	MCINX006201
2	2	1	DPOGS204769	MCINX000958
2	2	1	DPOGS204774	MCINX004153
2	2	1	DPOGS204777	MCINX013054
2	2	1	DPOGS204781	MCINX009994
2	2	1	DPOGS204782	MCINX009995
2	2	1	DPOGS204783	MCINX003027
2	2	1	DPOGS204784	MCINX003026
2	2	1	DPOGS204790	MCINX003025
2	2	1	DPOGS204793	MCINX011820
2	2	1	DPOGS204797	MCINX004999
2	2	1	DPOGS204798	MCINX005000
2	2	1	DPOGS204801	MCINX005002
2	2	1	DPOGS204802	MCINX004998
2	2	1	DPOGS204804	MCINX011862
2	2	1	DPOGS204807	MCINX008008
2	2	1	DPOGS204808	MCINX007864
2	2	1	DPOGS204809	MCINX007867
2	2	1	DPOGS204811	MCINX013368
2	2	1	DPOGS204818	MCINX011934
2	2	1	DPOGS204819	MCINX000730
2	2	1	DPOGS204820	MCINX013120
2	2	1	DPOGS204824	MCINX013369
2	2	1	DPOGS204829	MCINX007866
2	2	1	DPOGS204831	MCINX007865
2	2	1	DPOGS204835	MCINX008265
2	2	1	DPOGS204839	MCINX000148
2	2	1	DPOGS204840	MCINX000146
2	2	1	DPOGS204841	MCINX000142
2	2	1	DPOGS204844	MCINX002069
2	2	1	DPOGS204847	MCINX001279
2	2	1	DPOGS204848	MCINX013961
2	2	1	DPOGS204850	MCINX002891
2	2	1	DPOGS204851	MCINX013963
2	2	1	DPOGS204853	MCINX000143
2	2	1	DPOGS204855	MCINX000145
2	2	1	DPOGS204856	MCINX000147
2	2	1	DPOGS204857	MCINX000149
2	2	1	DPOGS204858	MCINX008268
2	2	1	DPOGS204859	MCINX008267
2	2	1	DPOGS204865	MCINX007384
2	6	0.167	DPOGS204870,DPOGS204874-PA,DPOGS204873-PA,DPOGS204872-PA,DPOGS204871-PA	MCINX006611
2	2	1	DPOGS204877	MCINX006615
2	2	1	DPOGS204878	MCINX006616
2	2	1	DPOGS204879	MCINX006620
2	2	1	DPOGS204880	MCINX005846
2	2	1	DPOGS204882	MCINX005841
2	2	1	DPOGS204883	MCINX005840
2	2	1	DPOGS204885	MCINX005842
2	2	1	DPOGS204888	MCINX005847
2	2	1	DPOGS204890	MCINX006618
2	2	1	DPOGS204897	MCINX006607
2	2	1	DPOGS204899	MCINX006606
2	2	1	DPOGS204909	MCINX000966
2	2	1	DPOGS204915	MCINX014572
2	2	1	DPOGS204918	MCINX011096
2	2	1	DPOGS204928	MCINX007759
2	2	1	DPOGS204931	MCINX014014
2	2	1	DPOGS204932	MCINX008271
2	2	1	DPOGS204934	MCINX001918
2	2	1	DPOGS204935	MCINX004221
2	2	1	DPOGS204942	MCINX001911
2	2	1	DPOGS204943	MCINX011330
2	2	1	DPOGS204944	MCINX008937
2	2	1	DPOGS204946	MCINX008270
2	2	1	DPOGS204951	MCINX007439
2	2	1	DPOGS204954	MCINX016226
2	2	1	DPOGS204956	MCINX008566
2	2	1	DPOGS204966	MCINX010132
2	2	1	DPOGS204968	MCINX011624
2	2	1	DPOGS204969	MCINX008304
2	2	1	DPOGS204970	MCINX006399
2	2	1	DPOGS204971	MCINX006402
2	2	1	DPOGS204972	MCINX010107
2	2	1	DPOGS204973	MCINX010104
2	2	1	DPOGS204977	MCINX010099
2	2	1	DPOGS204978	MCINX010098
2	2	1	DPOGS204984	MCINX014219
2	2	1	DPOGS204986	MCINX007042
2	2	1	DPOGS204988	MCINX014161
2	2	1	DPOGS204990	MCINX009767
2	2	1	DPOGS204993	MCINX014220
2	2	1	DPOGS204995	MCINX010094
2	2	1	DPOGS204998	MCINX010097
2	2	1	DPOGS204999	MCINX010102
2	2	1	DPOGS205000	MCINX010103
2	2	1	DPOGS205001	MCINX010105
2	2	1	DPOGS205002	MCINX010106
2	2	1	DPOGS205003	MCINX006404
2	2	1	DPOGS205004	MCINX006403
2	2	1	DPOGS205005	MCINX006401
2	2	1	DPOGS205010	MCINX011623
2	2	1	DPOGS205011	MCINX011627
2	2	1	DPOGS205012	MCINX011629
2	2	1	DPOGS205013	MCINX006510
2	2	1	DPOGS205017	MCINX013308
2	2	1	DPOGS205019	MCINX010733
2	2	1	DPOGS205021	MCINX003362
2	2	1	DPOGS205027	MCINX005702
2	2	1	DPOGS205028	MCINX005703
2	2	1	DPOGS205029	MCINX005708
2	2	1	DPOGS205034	MCINX011358
2	2	1	DPOGS205037	MCINX011833
2	2	1	DPOGS205041	MCINX007771
2	2	1	DPOGS205042	MCINX013164
2	2	1	DPOGS205048	MCINX013169
2	2	1	DPOGS205049	MCINX014001
2	2	1	DPOGS205051	MCINX014004
2	2	1	DPOGS205052	MCINX014006
2	2	1	DPOGS205056	MCINX009485
2	2	1	DPOGS205058	MCINX003246
2	2	1	DPOGS205059	MCINX003245
2	2	1	DPOGS205062	MCINX002031
2	2	1	DPOGS205063	MCINX002029
2	2	1	DPOGS205066	MCINX002465
2	2	1	DPOGS205068	MCINX002459
2	2	1	DPOGS205069	MCINX002458
2	2	1	DPOGS205071	MCINX003399
2	2	1	DPOGS205072	MCINX003403
2	2	1	DPOGS205073	MCINX003402
2	2	1	DPOGS205074	MCINX003400
2	2	1	DPOGS205075	MCINX007194
2	2	1	DPOGS205078	MCINX002460
2	2	1	DPOGS205079	MCINX002462
2	2	1	DPOGS205080	MCINX002464
2	2	1	DPOGS205082	MCINX002466
2	2	1	DPOGS205083	MCINX002470
2	2	1	DPOGS205085	MCINX002027
2	2	1	DPOGS205087	MCINX002030
2	2	1	DPOGS205093	MCINX003244
2	2	1	DPOGS205094	MCINX012176
2	2	1	DPOGS205095	MCINX009486
2	2	1	DPOGS205098	MCINX014005
2	2	1	DPOGS205099	MCINX013170
2	2	1	DPOGS205101	MCINX013165
2	2	1	DPOGS205105	MCINX002903
2	2	1	DPOGS205108	MCINX013264
2	2	1	DPOGS205110	MCINX010745
2	2	1	DPOGS205111	MCINX016077
2	2	1	DPOGS205113	MCINX016081
2	2	1	DPOGS205115	MCINX016080
2	2	1	DPOGS205117	MCINX016073
2	2	1	DPOGS205120	MCINX002902
2	2	1	DPOGS205121	MCINX006631
2	2	1	DPOGS205123	MCINX013577
2	2	1	DPOGS205129	MCINX014176
2	2	1	DPOGS205131	MCINX015717
2	2	1	DPOGS205132	MCINX006576
2	2	1	DPOGS205133	MCINX006578
2	2	1	DPOGS205134	MCINX006573
2	2	1	DPOGS205135	MCINX006572
2	2	1	DPOGS205136	MCINX013027
2	2	1	DPOGS205143	MCINX016612
2	2	1	DPOGS205148	MCINX015719
2	2	1	DPOGS205149	MCINX015718
2	2	1	DPOGS205153	MCINX012726
2	2	1	DPOGS205156	MCINX009403
2	2	1	DPOGS205158	MCINX016323
2	2	1	DPOGS205164	MCINX002182
2	2	1	DPOGS205165	MCINX002183
2	2	1	DPOGS205167	MCINX010779
2	2	1	DPOGS205170	MCINX015680
2	2	1	DPOGS205172	MCINX008737
2	2	1	DPOGS205173	MCINX015700
2	2	1	DPOGS205175	MCINX001570
2	2	1	DPOGS205176	MCINX015679
2	2	1	DPOGS205179	MCINX010777
2	2	1	DPOGS205180	MCINX010780
2	2	1	DPOGS205182	MCINX002184
2	2	1	DPOGS205183	MCINX002185
2	2	1	DPOGS205184	MCINX002181
2	2	1	DPOGS205186	MCINX008057
2	2	1	DPOGS205190	MCINX012070
2	2	1	DPOGS205192	MCINX001947
2	2	1	DPOGS205194	MCINX004432
2	2	1	DPOGS205196	MCINX004454
2	2	1	DPOGS205197	MCINX004444
2	2	1	DPOGS205199	MCINX004449
2	2	1	DPOGS205200	MCINX004450
2	2	1	DPOGS205201	MCINX004451
2	2	1	DPOGS205211	MCINX006810
2	2	1	DPOGS205212	MCINX010049
2	2	1	DPOGS205213	MCINX003252
2	2	1	DPOGS205215	MCINX003040
2	2	1	DPOGS205217	MCINX001982
2	2	1	DPOGS205222	MCINX011775
2	2	1	DPOGS205226	MCINX010051
2	2	1	DPOGS205227	MCINX006809
2	2	1	DPOGS205230	MCINX003301
2	2	1	DPOGS205239	MCINX011697
2	2	1	DPOGS205240	MCINX011698
2	2	1	DPOGS205241	MCINX004452
2	2	1	DPOGS205247	MCINX004433
2	2	1	DPOGS205249	MCINX012072
2	2	1	DPOGS205254	MCINX002957
2	2	1	DPOGS205262	MCINX003127
2	2	1	DPOGS205263	MCINX003128
2	2	1	DPOGS205264	MCINX011093
2	2	1	DPOGS205267	MCINX002603
2	2	1	DPOGS205269	MCINX004127
2	2	1	DPOGS205270	MCINX004125
2	2	1	DPOGS205272	MCINX004120
2	2	1	DPOGS205274	MCINX006664
2	3	0.333	DPOGS205275	MCINX012439,MCINX012245
2	2	1	DPOGS205278	MCINX013758
2	2	1	DPOGS205279	MCINX013766
2	2	1	DPOGS205284	MCINX013763
2	2	1	DPOGS205285	MCINX013760
2	2	1	DPOGS205286	MCINX013757
2	2	1	DPOGS205287	MCINX013756
2	2	1	DPOGS205290	MCINX000272
2	2	1	DPOGS205291	MCINX000271
2	2	1	DPOGS205292	MCINX004082
2	2	1	DPOGS205295	MCINX006209
2	2	1	DPOGS205298	MCINX004118
2	2	1	DPOGS205299	MCINX004126
2	2	1	DPOGS205300	MCINX004128
2	2	1	DPOGS205302	MCINX003129
2	2	1	DPOGS205303	MCINX003126
2	2	1	DPOGS205304	MCINX003124
2	2	1	DPOGS205306	MCINX016188
2	2	1	DPOGS205311	MCINX008529
2	2	1	DPOGS205312	MCINX008530
2	2	1	DPOGS205314	MCINX014500
2	2	1	DPOGS205321	MCINX012998
2	2	1	DPOGS205331	MCINX016185
2	2	1	DPOGS205336	MCINX012131
2	2	1	DPOGS205344	MCINX002527
2	2	1	DPOGS205345	MCINX002529
2	2	1	DPOGS205346	MCINX014024
2	2	1	DPOGS205348	MCINX002530
2	2	1	DPOGS205349	MCINX009772
2	2	1	DPOGS205351	MCINX009771
2	2	1	DPOGS205352	MCINX009773
2	2	1	DPOGS205355	MCINX002528
2	2	1	DPOGS205356	MCINX002526
2	2	1	DPOGS205360	MCINX005057
2	2	1	DPOGS205365	MCINX001096
2	2	1	DPOGS205366	MCINX001094
2	2	1	DPOGS205367	MCINX012074
2	2	1	DPOGS205369	MCINX012076
2	2	1	DPOGS205370	MCINX012078
2	2	1	DPOGS205371	MCINX012081
2	2	1	DPOGS205372	MCINX009121
2	3	0.333	DPOGS205387,DPOGS205388-PA	MCINX011029
2	2	1	DPOGS205389	MCINX015195
2	2	1	DPOGS205390	MCINX015193
2	2	1	DPOGS205391	MCINX015190
2	2	1	DPOGS205393	MCINX015188
2	2	1	DPOGS205395	MCINX007679
2	2	1	DPOGS205396	MCINX007681
2	2	1	DPOGS205398	MCINX000447
2	2	1	DPOGS205399	MCINX006823
2	2	1	DPOGS205400	MCINX006821
2	2	1	DPOGS205401	MCINX006820
2	2	1	DPOGS205404	MCINX015024
2	2	1	DPOGS205406	MCINX006822
2	2	1	DPOGS205407	MCINX016633
2	2	1	DPOGS205409	MCINX007683
2	2	1	DPOGS205411	MCINX007678
2	2	1	DPOGS205412	MCINX007676
2	2	1	DPOGS205419	MCINX007672
2	2	1	DPOGS205422	MCINX015192
2	2	1	DPOGS205423	MCINX015194
2	2	1	DPOGS205425	MCINX004628
2	2	1	DPOGS205427	MCINX007937
2	2	1	DPOGS205428	MCINX009736
2	2	1	DPOGS205435	MCINX006010
2	2	1	DPOGS205439	MCINX006008
2	2	1	DPOGS205443	MCINX006004
2	2	1	DPOGS205447	MCINX006005
2	2	1	DPOGS205450	MCINX012331
2	2	1	DPOGS205451	MCINX011816
2	2	1	DPOGS205453	MCINX011813
2	2	1	DPOGS205455	MCINX011808
2	2	1	DPOGS205459	MCINX009558
2	2	1	DPOGS205463	MCINX010772
2	2	1	DPOGS205464	MCINX010139
2	2	1	DPOGS205469	MCINX006878
2	2	1	DPOGS205470	MCINX006873
2	2	1	DPOGS205473	MCINX000791
2	2	1	DPOGS205474	MCINX006880
2	2	1	DPOGS205478	MCINX006865
2	2	1	DPOGS205480	MCINX013157
2	2	1	DPOGS205483	MCINX015209
2	2	1	DPOGS205484	MCINX012555
2	2	1	DPOGS205485	MCINX003397
2	2	1	DPOGS205487	MCINX011802
2	2	1	DPOGS205490	MCINX011806
2	2	1	DPOGS205492	MCINX011815
2	2	1	DPOGS205493	MCINX011817
2	2	1	DPOGS205497	MCINX000700
2	2	1	DPOGS205499	MCINX012449
2	2	1	DPOGS205502	MCINX015172
2	2	1	DPOGS205503	MCINX015176
2	2	1	DPOGS205504	MCINX015177
2	2	1	DPOGS205510	MCINX011181
2	2	1	DPOGS205517	MCINX010530
2	2	1	DPOGS205519	MCINX002835
2	2	1	DPOGS205523	MCINX002836
2	2	1	DPOGS205525	MCINX010529
2	2	1	DPOGS205529	MCINX010960
2	2	1	DPOGS205530	MCINX014511
2	2	1	DPOGS205532	MCINX015181
2	2	1	DPOGS205534	MCINX015173
2	2	1	DPOGS205535	MCINX015171
2	2	1	DPOGS205536	MCINX012445
2	2	1	DPOGS205538	MCINX012448
2	2	1	DPOGS205539	MCINX012450
2	2	1	DPOGS205541	MCINX010711
2	2	1	DPOGS205542	MCINX003783
2	2	1	DPOGS205557	MCINX016190
2	2	1	DPOGS205559	MCINX000346
2	2	1	DPOGS205560	MCINX000347
2	2	1	DPOGS205562	MCINX008263
2	2	1	DPOGS205563	MCINX000349
2	2	1	DPOGS205569	MCINX012729
2	2	1	DPOGS205571	MCINX004015
2	2	1	DPOGS205579	MCINX013186
2	2	1	DPOGS205580	MCINX006168
2	2	1	DPOGS205582	MCINX006999
2	2	1	DPOGS205587	MCINX000503
2	2	1	DPOGS205589	MCINX011326
2	2	1	DPOGS205591	MCINX016305
2	2	1	DPOGS205592	MCINX003290
2	2	1	DPOGS205593	MCINX009614
2	2	1	DPOGS205594	MCINX013182
2	2	1	DPOGS205600	MCINX004342
2	2	1	DPOGS205602	MCINX012644
2	2	1	DPOGS205606	MCINX012741
2	2	1	DPOGS205608	MCINX013953
2	2	1	DPOGS205614	MCINX013651
2	3	0.333	DPOGS205617,DPOGS212760-PA	MCINX001515
2	2	1	DPOGS205619	MCINX009640
2	2	1	DPOGS205621	MCINX010716
2	2	1	DPOGS205623	MCINX010715
2	2	1	DPOGS205624	MCINX005148
2	2	1	DPOGS205625	MCINX005150
2	2	1	DPOGS205626	MCINX005151
2	2	1	DPOGS205627	MCINX005153
2	2	1	DPOGS205632	MCINX010226
2	2	1	DPOGS205633	MCINX010228
2	2	1	DPOGS205634	MCINX010233
2	2	1	DPOGS205635	MCINX010234
2	2	1	DPOGS205636	MCINX000485
2	2	1	DPOGS205637	MCINX000484
2	2	1	DPOGS205638	MCINX000482
2	2	1	DPOGS205639	MCINX016280
2	2	1	DPOGS205640	MCINX011620
2	2	1	DPOGS205641	MCINX011619
2	2	1	DPOGS205643	MCINX011618
2	2	1	DPOGS205644	MCINX015394
2	2	1	DPOGS205647	MCINX002012
2	2	1	DPOGS205648	MCINX008413
2	2	1	DPOGS205649	MCINX002011
2	2	1	DPOGS205650	MCINX016281
2	2	1	DPOGS205654	MCINX000483
2	2	1	DPOGS205655	MCINX000486
2	2	1	DPOGS205656	MCINX010235
2	2	1	DPOGS205659	MCINX010230
2	2	1	DPOGS205660	MCINX010227
2	2	1	DPOGS205661	MCINX010225
2	2	1	DPOGS205662	MCINX010223
2	2	1	DPOGS205664	MCINX010221
2	2	1	DPOGS205666	MCINX005149
