NW_004581272	NP_001108405
NW_004581701	XP_004923767
NW_004581701	XP_004923768
NW_004581701	XP_004923769
NW_004581701	XP_004923770
NW_004581701	XP_004923771
NW_004581701	XP_004923772
NW_004581701	XP_004923773
NW_004581701	XP_004923774
NW_004581701	XP_004923775
NW_004581701	XP_004923776
NW_004581701	XP_004923777
NW_004581701	XP_004923778
NW_004581701	XP_004923779
NW_004581701	XP_004923780
NW_004581701	XP_004923781
NW_004581701	XP_004923782
NW_004581701	XP_004923783
NW_004581701	XP_004923784
NW_004581701	XP_004923785
NW_004581701	XP_004923786
NW_004581701	XP_004923787
NW_004581701	XP_004923788
NW_004581701	XP_004923789
NW_004581701	XP_004923790
NW_004581702	NP_001037253
NW_004581702	NP_001040225
NW_004581702	NP_001040352
NW_004581702	NP_001140186
NW_004581702	NP_001140187
NW_004581702	NP_001189461
NW_004581702	XP_004923791
NW_004581702	XP_004923792
NW_004581702	XP_004923793
NW_004581702	XP_004923794
NW_004581702	XP_004923795
NW_004581702	XP_004923796
NW_004581702	XP_004923797
NW_004581702	XP_004923798
NW_004581702	XP_004923799
NW_004581702	XP_004923800
NW_004581702	XP_004923801
NW_004581702	XP_004923802
NW_004581702	XP_004923803
NW_004581702	XP_004923804
NW_004581702	XP_004923805
NW_004581702	XP_004923806
NW_004581702	XP_004923807
NW_004581702	XP_004923808
NW_004581702	XP_004923809
NW_004581702	XP_004923810
NW_004581702	XP_004923811
NW_004581702	XP_004923812
NW_004581702	XP_004923813
NW_004581702	XP_004923814
NW_004581702	XP_004923815
NW_004581702	XP_004923816
NW_004581702	XP_004923817
NW_004581702	XP_004923818
NW_004581702	XP_004923819
NW_004581702	XP_004923820
NW_004581702	XP_004923821
NW_004581702	XP_004923822
NW_004581702	XP_004923823
NW_004581702	XP_004923824
NW_004581702	XP_004923825
NW_004581702	XP_004923826
NW_004581702	XP_004923827
NW_004581702	XP_004923828
NW_004581702	XP_004923829
NW_004581702	XP_004923830
NW_004581702	XP_004923831
NW_004581702	XP_004923832
NW_004581702	XP_004923833
NW_004581702	XP_004923834
NW_004581702	XP_004923835
NW_004581702	XP_004923836
NW_004581702	XP_004923837
NW_004581702	XP_004923838
NW_004581702	XP_004923839
NW_004581702	XP_004923840
NW_004581702	XP_004923841
NW_004581702	XP_004923842
NW_004581702	XP_004923843
NW_004581702	XP_004923844
NW_004581702	XP_004923845
NW_004581702	XP_004923846
NW_004581702	XP_004923847
NW_004581702	XP_004923848
NW_004581702	XP_004923849
NW_004581702	XP_004923850
NW_004581702	XP_004923851
NW_004581702	XP_004923852
NW_004581702	XP_004923853
NW_004581702	XP_004923854
NW_004581702	XP_004923855
NW_004581703	NP_001037402
NW_004581703	NP_001040227
NW_004581703	NP_001040332
NW_004581703	NP_001040426
NW_004581703	NP_001091790
NW_004581703	NP_001091830
NW_004581703	NP_001091842
NW_004581703	NP_001093078
NW_004581703	NP_001093275
NW_004581703	NP_001106743
NW_004581703	NP_001112375
NW_004581703	NP_001116823
NW_004581703	NP_001166611
NW_004581703	NP_001166813
NW_004581703	NP_001166814
NW_004581703	XP_004923856
NW_004581703	XP_004923857
NW_004581703	XP_004923858
NW_004581703	XP_004923859
NW_004581703	XP_004923860
NW_004581703	XP_004923861
NW_004581703	XP_004923862
NW_004581703	XP_004923863
NW_004581703	XP_004923864
NW_004581703	XP_004923865
NW_004581703	XP_004923866
NW_004581703	XP_004923867
NW_004581703	XP_004923868
NW_004581703	XP_004923869
NW_004581703	XP_004923870
NW_004581703	XP_004923871
NW_004581703	XP_004923872
NW_004581703	XP_004923873
NW_004581703	XP_004923874
NW_004581703	XP_004923875
NW_004581703	XP_004923876
NW_004581703	XP_004923877
NW_004581703	XP_004923878
NW_004581703	XP_004923879
NW_004581703	XP_004923880
NW_004581703	XP_004923881
NW_004581703	XP_004923882
NW_004581703	XP_004923883
NW_004581703	XP_004923884
NW_004581703	XP_004923885
NW_004581703	XP_004923886
NW_004581703	XP_004923887
NW_004581703	XP_004923888
NW_004581703	XP_004923889
NW_004581703	XP_004923890
NW_004581703	XP_004923891
NW_004581703	XP_004923892
NW_004581703	XP_004923893
NW_004581703	XP_004923894
NW_004581703	XP_004923895
NW_004581703	XP_004923896
NW_004581703	XP_004923897
NW_004581703	XP_004923898
NW_004581703	XP_004923899
NW_004581703	XP_004923900
NW_004581703	XP_004923901
NW_004581703	XP_004923902
NW_004581703	XP_004923903
NW_004581703	XP_004923904
NW_004581703	XP_004923905
NW_004581703	XP_004923906
NW_004581703	XP_004923907
NW_004581703	XP_004923908
NW_004581703	XP_004923909
NW_004581703	XP_004923910
NW_004581703	XP_004923911
NW_004581703	XP_004923912
NW_004581703	XP_004923913
NW_004581703	XP_004923914
NW_004581703	XP_004923915
NW_004581703	XP_004923916
NW_004581703	XP_004923917
NW_004581703	XP_004923918
NW_004581703	XP_004923919
NW_004581703	XP_004923920
NW_004581703	XP_004923921
NW_004581703	XP_004923922
NW_004581703	XP_004923923
NW_004581703	XP_004923924
NW_004581703	XP_004923925
NW_004581703	XP_004923926
NW_004581703	XP_004923927
NW_004581703	XP_004923928
NW_004581703	XP_004923929
NW_004581703	XP_004923930
NW_004581704	NP_001036923
NW_004581704	NP_001037293
NW_004581704	NP_001037520
NW_004581704	NP_001040165
NW_004581704	NP_001040217
NW_004581704	NP_001040300
NW_004581704	NP_001040414
NW_004581704	NP_001093076
NW_004581704	NP_001103396
NW_004581704	NP_001103476
NW_004581704	NP_001103477
NW_004581704	NP_001108341
NW_004581704	NP_001116807
NW_004581704	NP_001182382
NW_004581704	NP_001243918
NW_004581704	XP_004923931
NW_004581704	XP_004923932
NW_004581704	XP_004923933
NW_004581704	XP_004923934
NW_004581704	XP_004923935
NW_004581704	XP_004923936
NW_004581704	XP_004923937
NW_004581704	XP_004923938
NW_004581704	XP_004923939
NW_004581704	XP_004923940
NW_004581704	XP_004923941
NW_004581704	XP_004923942
NW_004581704	XP_004923943
NW_004581704	XP_004923944
NW_004581704	XP_004923945
NW_004581704	XP_004923946
NW_004581704	XP_004923947
NW_004581704	XP_004923948
NW_004581704	XP_004923949
NW_004581704	XP_004923950
NW_004581704	XP_004923951
NW_004581704	XP_004923952
NW_004581704	XP_004923953
NW_004581704	XP_004923954
NW_004581704	XP_004923955
NW_004581704	XP_004923956
NW_004581704	XP_004923957
NW_004581704	XP_004923958
NW_004581704	XP_004923959
NW_004581704	XP_004923960
NW_004581704	XP_004923961
NW_004581704	XP_004923962
NW_004581704	XP_004923963
NW_004581704	XP_004923964
NW_004581704	XP_004923965
NW_004581704	XP_004923966
NW_004581704	XP_004923967
NW_004581704	XP_004923968
NW_004581704	XP_004923969
NW_004581704	XP_004923970
NW_004581704	XP_004923971
NW_004581704	XP_004923972
NW_004581704	XP_004923973
NW_004581704	XP_004923974
NW_004581704	XP_004923975
NW_004581704	XP_004923976
NW_004581704	XP_004923977
NW_004581704	XP_004923978
NW_004581704	XP_004923979
NW_004581704	XP_004923980
NW_004581704	XP_004923981
NW_004581704	XP_004923982
NW_004581704	XP_004923983
NW_004581704	XP_004923984
NW_004581704	XP_004923985
NW_004581704	XP_004923986
NW_004581704	XP_004923987
NW_004581704	XP_004923988
NW_004581704	XP_004923989
NW_004581704	XP_004923990
NW_004581704	XP_004923991
NW_004581704	XP_004923992
NW_004581704	XP_004923993
NW_004581704	XP_004923994
NW_004581704	XP_004923995
NW_004581704	XP_004923996
NW_004581704	XP_004923997
NW_004581704	XP_004923998
NW_004581704	XP_004923999
NW_004581704	XP_004924000
NW_004581704	XP_004924001
NW_004581704	XP_004924002
NW_004581704	XP_004924003
NW_004581704	XP_004924004
NW_004581704	XP_004924005
NW_004581704	XP_004924006
NW_004581704	XP_004924007
NW_004581705	NP_001036898
NW_004581705	NP_001037636
NW_004581705	NP_001037638
NW_004581705	NP_001040269
NW_004581705	NP_001040509
NW_004581705	NP_001040516
NW_004581705	NP_001041704
NW_004581705	NP_001091786
NW_004581705	NP_001106228
NW_004581705	NP_001106746
NW_004581705	NP_001108113
NW_004581705	NP_001127734
NW_004581705	NP_001128385
NW_004581705	NP_001155301
NW_004581705	NP_001159613
NW_004581705	NP_001166801
NW_004581705	XP_004924008
NW_004581705	XP_004924009
NW_004581705	XP_004924010
NW_004581705	XP_004924011
NW_004581705	XP_004924012
NW_004581705	XP_004924013
NW_004581705	XP_004924014
NW_004581705	XP_004924015
NW_004581705	XP_004924016
NW_004581705	XP_004924017
NW_004581705	XP_004924018
NW_004581705	XP_004924019
NW_004581705	XP_004924020
NW_004581705	XP_004924021
NW_004581705	XP_004924022
NW_004581705	XP_004924023
NW_004581705	XP_004924024
NW_004581705	XP_004924025
NW_004581705	XP_004924026
NW_004581705	XP_004924027
NW_004581705	XP_004924028
NW_004581705	XP_004924029
NW_004581705	XP_004924030
NW_004581705	XP_004924031
NW_004581705	XP_004924032
NW_004581705	XP_004924033
NW_004581705	XP_004924034
NW_004581705	XP_004924035
NW_004581705	XP_004924036
NW_004581705	XP_004924037
NW_004581705	XP_004924038
NW_004581705	XP_004924039
NW_004581705	XP_004924040
NW_004581705	XP_004924041
NW_004581705	XP_004924042
NW_004581705	XP_004924043
NW_004581705	XP_004924044
NW_004581705	XP_004924045
NW_004581705	XP_004924046
NW_004581705	XP_004924047
NW_004581705	XP_004924048
NW_004581705	XP_004924049
NW_004581705	XP_004924050
NW_004581705	XP_004924051
NW_004581705	XP_004924052
NW_004581705	XP_004924053
NW_004581705	XP_004924054
NW_004581705	XP_004924055
NW_004581705	XP_004924056
NW_004581705	XP_004924057
NW_004581705	XP_004924058
NW_004581705	XP_004924059
NW_004581705	XP_004924060
NW_004581705	XP_004924061
NW_004581705	XP_004924062
NW_004581705	XP_004924063
NW_004581705	XP_004924064
NW_004581705	XP_004924065
NW_004581705	XP_004924066
NW_004581705	XP_004924067
NW_004581705	XP_004924068
NW_004581705	XP_004924069
NW_004581705	XP_004924070
NW_004581705	XP_004924071
NW_004581705	XP_004924072
NW_004581705	XP_004924073
NW_004581705	XP_004924074
NW_004581705	XP_004924075
NW_004581706	NP_001104799
NW_004581706	XP_004924076
NW_004581706	XP_004924077
NW_004581706	XP_004924078
NW_004581706	XP_004924079
NW_004581706	XP_004924080
NW_004581706	XP_004924081
NW_004581706	XP_004924082
NW_004581706	XP_004924083
NW_004581706	XP_004924084
NW_004581706	XP_004924085
NW_004581706	XP_004924086
NW_004581706	XP_004924087
NW_004581706	XP_004924088
NW_004581706	XP_004924089
NW_004581706	XP_004924090
NW_004581706	XP_004924091
NW_004581706	XP_004924092
NW_004581706	XP_004924093
NW_004581706	XP_004924094
NW_004581706	XP_004924095
NW_004581706	XP_004924096
NW_004581706	XP_004924097
NW_004581706	XP_004924098
NW_004581706	XP_004924099
NW_004581706	XP_004924100
NW_004581706	XP_004924101
NW_004581706	XP_004924102
NW_004581706	XP_004924103
NW_004581706	XP_004924104
NW_004581706	XP_004924105
NW_004581706	XP_004924106
NW_004581706	XP_004924107
NW_004581706	XP_004924108
NW_004581706	XP_004924109
NW_004581706	XP_004924110
NW_004581706	XP_004924111
NW_004581706	XP_004924112
NW_004581706	XP_004924113
NW_004581706	XP_004924114
NW_004581706	XP_004924115
NW_004581706	XP_004924116
NW_004581706	XP_004924117
NW_004581707	NP_001036827
NW_004581707	NP_001036951
NW_004581707	NP_001037646
NW_004581707	NP_001040117
NW_004581707	NP_001166624
NW_004581707	NP_001166744
NW_004581707	XP_004924118
NW_004581707	XP_004924119
NW_004581707	XP_004924120
NW_004581707	XP_004924121
NW_004581707	XP_004924122
NW_004581707	XP_004924123
NW_004581707	XP_004924124
NW_004581707	XP_004924125
NW_004581707	XP_004924126
NW_004581707	XP_004924127
NW_004581707	XP_004924128
NW_004581707	XP_004924129
NW_004581707	XP_004924130
NW_004581707	XP_004924131
NW_004581707	XP_004924132
NW_004581707	XP_004924133
NW_004581707	XP_004924134
NW_004581707	XP_004924135
NW_004581707	XP_004924136
NW_004581707	XP_004924137
NW_004581707	XP_004924138
NW_004581707	XP_004924139
NW_004581707	XP_004924140
NW_004581707	XP_004924141
NW_004581707	XP_004924142
NW_004581707	XP_004924143
NW_004581707	XP_004924144
NW_004581707	XP_004924145
NW_004581707	XP_004924146
NW_004581707	XP_004924147
NW_004581707	XP_004924148
NW_004581707	XP_004924149
NW_004581707	XP_004924150
NW_004581708	NP_001037680
NW_004581708	NP_001040276
NW_004581708	NP_001040507
NW_004581708	NP_001040511
NW_004581708	NP_001093279
NW_004581708	NP_001108116
NW_004581708	NP_001119734
NW_004581708	NP_001119735
NW_004581708	NP_001119736
NW_004581708	NP_001121629
NW_004581708	NP_001121630
NW_004581708	NP_001121634
NW_004581708	NP_001121635
NW_004581708	NP_001121787
NW_004581708	NP_001121788
NW_004581708	NP_001121789
NW_004581708	NP_001121790
NW_004581708	NP_001166287
NW_004581708	NP_001166288
NW_004581708	NP_001166609
NW_004581708	NP_001166742
NW_004581708	XP_004924151
NW_004581708	XP_004924152
NW_004581708	XP_004924153
NW_004581708	XP_004924154
NW_004581708	XP_004924155
NW_004581708	XP_004924156
NW_004581708	XP_004924157
NW_004581708	XP_004924158
NW_004581708	XP_004924159
NW_004581708	XP_004924160
NW_004581708	XP_004924161
NW_004581708	XP_004924162
NW_004581708	XP_004924163
NW_004581708	XP_004924164
NW_004581708	XP_004924165
NW_004581708	XP_004924166
NW_004581708	XP_004924167
NW_004581708	XP_004924168
NW_004581708	XP_004924169
NW_004581708	XP_004924170
NW_004581708	XP_004924171
NW_004581708	XP_004924172
NW_004581708	XP_004924173
NW_004581708	XP_004924174
NW_004581708	XP_004924175
NW_004581708	XP_004924176
NW_004581708	XP_004924177
NW_004581708	XP_004924178
NW_004581708	XP_004924179
NW_004581708	XP_004924180
NW_004581708	XP_004924181
NW_004581708	XP_004924182
NW_004581708	XP_004924183
NW_004581708	XP_004924184
NW_004581708	XP_004924185
NW_004581708	XP_004924186
NW_004581708	XP_004924187
NW_004581708	XP_004924188
NW_004581708	XP_004924189
NW_004581708	XP_004924190
NW_004581708	XP_004924191
NW_004581708	XP_004924192
NW_004581708	XP_004924193
NW_004581708	XP_004924194
NW_004581708	XP_004924195
NW_004581708	XP_004924196
NW_004581708	XP_004924197
NW_004581708	XP_004924198
NW_004581708	XP_004924199
NW_004581708	XP_004924200
NW_004581708	XP_004924201
NW_004581708	XP_004924202
NW_004581708	XP_004924203
NW_004581708	XP_004924204
NW_004581708	XP_004924205
NW_004581708	XP_004924206
NW_004581708	XP_004924207
NW_004581708	XP_004924208
NW_004581708	XP_004924209
NW_004581708	XP_004924210
NW_004581708	XP_004924211
NW_004581708	XP_004924212
NW_004581708	XP_004924213
NW_004581708	XP_004924214
NW_004581708	XP_004924215
NW_004581708	XP_004924216
NW_004581708	XP_004924217
NW_004581708	XP_004924218
NW_004581708	XP_004924219
NW_004581708	XP_004924220
NW_004581708	XP_004924221
NW_004581708	XP_004924222
NW_004581708	XP_004924223
NW_004581708	XP_004924224
NW_004581708	XP_004924225
NW_004581708	XP_004924226
NW_004581708	XP_004924227
NW_004581708	XP_004924228
NW_004581708	XP_004924229
NW_004581709	NP_001037117
NW_004581709	NP_001037593
NW_004581709	NP_001037664
NW_004581709	NP_001040249
NW_004581709	NP_001040306
NW_004581709	NP_001040356
NW_004581709	NP_001040420
NW_004581709	NP_001106139
NW_004581709	NP_001119718
NW_004581709	NP_001128193
NW_004581709	NP_001153660
NW_004581709	NP_001163865
NW_004581709	NP_001165391
NW_004581709	XP_004924230
NW_004581709	XP_004924231
NW_004581709	XP_004924232
NW_004581709	XP_004924233
NW_004581709	XP_004924234
NW_004581709	XP_004924235
NW_004581709	XP_004924236
NW_004581709	XP_004924237
NW_004581709	XP_004924238
NW_004581709	XP_004924239
NW_004581709	XP_004924240
NW_004581709	XP_004924241
NW_004581709	XP_004924242
NW_004581709	XP_004924243
NW_004581709	XP_004924244
NW_004581709	XP_004924245
NW_004581709	XP_004924246
NW_004581709	XP_004924247
NW_004581709	XP_004924248
NW_004581709	XP_004924249
NW_004581709	XP_004924250
NW_004581709	XP_004924251
NW_004581709	XP_004924252
NW_004581709	XP_004924253
NW_004581709	XP_004924254
NW_004581709	XP_004924255
NW_004581709	XP_004924256
NW_004581709	XP_004924257
NW_004581709	XP_004924258
NW_004581709	XP_004924259
NW_004581709	XP_004924260
NW_004581709	XP_004924261
NW_004581709	XP_004924262
NW_004581709	XP_004924263
NW_004581709	XP_004924264
NW_004581709	XP_004924265
NW_004581709	XP_004924266
NW_004581709	XP_004924267
NW_004581709	XP_004924268
NW_004581709	XP_004924269
NW_004581709	XP_004924270
NW_004581709	XP_004924271
NW_004581709	XP_004924272
NW_004581710	NP_001036825
NW_004581710	NP_001037257
NW_004581710	NP_001037456
NW_004581710	NP_001127724
NW_004581710	NP_001127746
NW_004581710	NP_001153667
NW_004581710	NP_001166682
NW_004581710	NP_001166894
NW_004581710	XP_004924273
NW_004581710	XP_004924274
NW_004581710	XP_004924275
NW_004581710	XP_004924276
NW_004581710	XP_004924277
NW_004581710	XP_004924278
NW_004581710	XP_004924279
NW_004581710	XP_004924280
NW_004581710	XP_004924281
NW_004581710	XP_004924282
NW_004581710	XP_004924283
NW_004581710	XP_004924284
NW_004581710	XP_004924285
NW_004581710	XP_004924286
NW_004581710	XP_004924287
NW_004581710	XP_004924288
NW_004581710	XP_004924289
NW_004581710	XP_004924290
NW_004581710	XP_004924291
NW_004581710	XP_004924292
NW_004581710	XP_004924293
NW_004581710	XP_004924294
NW_004581710	XP_004924295
NW_004581710	XP_004924296
NW_004581710	XP_004924297
NW_004581710	XP_004924298
NW_004581710	XP_004924299
NW_004581710	XP_004924300
NW_004581710	XP_004924301
NW_004581710	XP_004924302
NW_004581710	XP_004924303
NW_004581710	XP_004924304
NW_004581710	XP_004924305
NW_004581710	XP_004924306
NW_004581710	XP_004924307
NW_004581710	XP_004924308
NW_004581710	XP_004924309
NW_004581710	XP_004924310
NW_004581710	XP_004924311
NW_004581710	XP_004924312
NW_004581710	XP_004924313
NW_004581710	XP_004924314
NW_004581710	XP_004924315
NW_004581710	XP_004924316
NW_004581710	XP_004924317
NW_004581710	XP_004924318
NW_004581710	XP_004924319
NW_004581710	XP_004924320
NW_004581710	XP_004924321
NW_004581710	XP_004924322
NW_004581710	XP_004924323
NW_004581710	XP_004924324
NW_004581710	XP_004924325
NW_004581710	XP_004924326
NW_004581710	XP_004924327
NW_004581710	XP_004924328
NW_004581710	XP_004924329
NW_004581710	XP_004924330
NW_004581710	XP_004924331
NW_004581710	XP_004924332
NW_004581710	XP_004924333
NW_004581710	XP_004924334
NW_004581710	XP_004924335
NW_004581710	XP_004924336
NW_004581710	XP_004924337
NW_004581711	NP_001036930
NW_004581711	NP_001036932
NW_004581711	NP_001037090
NW_004581711	NP_001037205
NW_004581711	NP_001037317
NW_004581711	NP_001037684
NW_004581711	NP_001040425
NW_004581711	NP_001098690
NW_004581711	NP_001108339
NW_004581711	NP_001135960
NW_004581711	NP_001139723
NW_004581711	NP_001243955
NW_004581711	NP_001243956
NW_004581711	NP_001243957
NW_004581711	NP_001243958
NW_004581711	NP_001243959
NW_004581711	NP_001243960
NW_004581711	NP_001243962
NW_004581711	NP_001243963
NW_004581711	NP_001243978
NW_004581711	NP_001243991
NW_004581711	NP_001243995
NW_004581711	NP_001244265
NW_004581711	XP_004924338
NW_004581711	XP_004924339
NW_004581711	XP_004924340
NW_004581711	XP_004924341
NW_004581711	XP_004924342
NW_004581711	XP_004924343
NW_004581711	XP_004924344
NW_004581711	XP_004924345
NW_004581711	XP_004924346
NW_004581711	XP_004924347
NW_004581711	XP_004924348
NW_004581711	XP_004924349
NW_004581711	XP_004924350
NW_004581711	XP_004924351
NW_004581711	XP_004924352
NW_004581711	XP_004924353
NW_004581711	XP_004924354
NW_004581711	XP_004924355
NW_004581711	XP_004924356
NW_004581711	XP_004924357
NW_004581711	XP_004924358
NW_004581711	XP_004924359
NW_004581711	XP_004924360
NW_004581711	XP_004924361
NW_004581711	XP_004924362
NW_004581711	XP_004924363
NW_004581711	XP_004924364
NW_004581711	XP_004924365
NW_004581711	XP_004924366
NW_004581711	XP_004924367
NW_004581711	XP_004924368
NW_004581711	XP_004924369
NW_004581711	XP_004924370
NW_004581711	XP_004924371
NW_004581711	XP_004924372
NW_004581711	XP_004924373
NW_004581711	XP_004924374
NW_004581711	XP_004924375
NW_004581711	XP_004924376
NW_004581711	XP_004924377
NW_004581711	XP_004924378
NW_004581711	XP_004924379
NW_004581711	XP_004924380
NW_004581711	XP_004924381
NW_004581711	XP_004924382
NW_004581711	XP_004924383
NW_004581711	XP_004924384
NW_004581711	XP_004924385
NW_004581711	XP_004924386
NW_004581711	XP_004924387
NW_004581711	XP_004924388
NW_004581711	XP_004924389
NW_004581711	XP_004924390
NW_004581711	XP_004924391
NW_004581712	NP_001036994
NW_004581712	NP_001037077
NW_004581712	NP_001037378
NW_004581712	NP_001040533
NW_004581712	NP_001040540
NW_004581712	NP_001041702
NW_004581712	NP_001127712
NW_004581712	NP_001157648
NW_004581712	XP_004924392
NW_004581712	XP_004924393
NW_004581712	XP_004924394
NW_004581712	XP_004924395
NW_004581712	XP_004924396
NW_004581712	XP_004924397
NW_004581712	XP_004924398
NW_004581712	XP_004924399
NW_004581712	XP_004924400
NW_004581712	XP_004924401
NW_004581712	XP_004924402
NW_004581712	XP_004924403
NW_004581712	XP_004924404
NW_004581712	XP_004924405
NW_004581712	XP_004924406
NW_004581712	XP_004924407
NW_004581712	XP_004924408
NW_004581712	XP_004924409
NW_004581712	XP_004924410
NW_004581712	XP_004924411
NW_004581712	XP_004924412
NW_004581712	XP_004924413
NW_004581712	XP_004924414
NW_004581712	XP_004924415
NW_004581712	XP_004924416
NW_004581712	XP_004924417
NW_004581712	XP_004924418
NW_004581712	XP_004924419
NW_004581712	XP_004924420
NW_004581712	XP_004924421
NW_004581712	XP_004924422
NW_004581712	XP_004924423
NW_004581712	XP_004924424
NW_004581712	XP_004924425
NW_004581712	XP_004924426
NW_004581712	XP_004924427
NW_004581712	XP_004924428
NW_004581712	XP_004924429
NW_004581712	XP_004924430
NW_004581712	XP_004924431
NW_004581712	XP_004924432
NW_004581712	XP_004924433
NW_004581712	XP_004924434
NW_004581712	XP_004924435
NW_004581712	XP_004924436
NW_004581712	XP_004924437
NW_004581712	XP_004924438
NW_004581712	XP_004924439
NW_004581712	XP_004924440
NW_004581712	XP_004924441
NW_004581712	XP_004924442
NW_004581712	XP_004924443
NW_004581712	XP_004924444
NW_004581712	XP_004924445
NW_004581712	XP_004924446
NW_004581712	XP_004924447
NW_004581712	XP_004924448
NW_004581712	XP_004924449
NW_004581712	XP_004924450
NW_004581712	XP_004924451
NW_004581712	XP_004924452
NW_004581712	XP_004924453
NW_004581712	XP_004924454
NW_004581712	XP_004924455
NW_004581712	XP_004924456
NW_004581712	XP_004924457
NW_004581712	XP_004924458
NW_004581712	XP_004924459
NW_004581713	NP_001037083
NW_004581713	NP_001037243
NW_004581713	NP_001037446
NW_004581713	NP_001093314
NW_004581713	NP_001104827
NW_004581713	NP_001106745
NW_004581713	NP_001161189
NW_004581713	XP_004924460
NW_004581713	XP_004924461
NW_004581713	XP_004924462
NW_004581713	XP_004924463
NW_004581713	XP_004924464
NW_004581713	XP_004924465
NW_004581713	XP_004924466
NW_004581713	XP_004924467
NW_004581713	XP_004924468
NW_004581713	XP_004924469
NW_004581713	XP_004924470
NW_004581713	XP_004924471
NW_004581713	XP_004924472
NW_004581713	XP_004924473
NW_004581713	XP_004924474
NW_004581713	XP_004924475
NW_004581713	XP_004924476
NW_004581713	XP_004924477
NW_004581713	XP_004924478
NW_004581713	XP_004924479
NW_004581713	XP_004924480
NW_004581713	XP_004924481
NW_004581713	XP_004924482
NW_004581713	XP_004924483
NW_004581714	NP_001037275
NW_004581714	NP_001037279
NW_004581714	NP_001040252
NW_004581714	NP_001040323
NW_004581714	NP_001040388
NW_004581714	NP_001040454
NW_004581714	NP_001091776
NW_004581714	NP_001093093
NW_004581714	NP_001127730
NW_004581714	NP_001139705
NW_004581714	NP_001239602
NW_004581714	NP_001243990
NW_004581714	XP_004924484
NW_004581714	XP_004924485
NW_004581714	XP_004924486
NW_004581714	XP_004924487
NW_004581714	XP_004924488
NW_004581714	XP_004924489
NW_004581714	XP_004924490
NW_004581714	XP_004924491
NW_004581714	XP_004924492
NW_004581714	XP_004924493
NW_004581714	XP_004924494
NW_004581714	XP_004924495
NW_004581714	XP_004924496
NW_004581714	XP_004924497
NW_004581714	XP_004924498
NW_004581714	XP_004924499
NW_004581714	XP_004924500
NW_004581714	XP_004924501
NW_004581714	XP_004924502
NW_004581714	XP_004924503
NW_004581714	XP_004924504
NW_004581714	XP_004924505
NW_004581714	XP_004924506
NW_004581714	XP_004924507
NW_004581714	XP_004924508
NW_004581714	XP_004924509
NW_004581714	XP_004924510
NW_004581714	XP_004924511
NW_004581714	XP_004924512
NW_004581714	XP_004924513
NW_004581714	XP_004924514
NW_004581714	XP_004924515
NW_004581714	XP_004924516
NW_004581714	XP_004924517
NW_004581714	XP_004924518
NW_004581714	XP_004924519
NW_004581714	XP_004924520
NW_004581714	XP_004924521
NW_004581714	XP_004924522
NW_004581714	XP_004924523
NW_004581714	XP_004924524
NW_004581714	XP_004924525
NW_004581714	XP_004924526
NW_004581714	XP_004924527
NW_004581714	XP_004924528
NW_004581714	XP_004924529
NW_004581714	XP_004924530
NW_004581714	XP_004924531
NW_004581714	XP_004924532
NW_004581714	XP_004924533
NW_004581714	XP_004924534
NW_004581714	XP_004924535
NW_004581714	XP_004924536
NW_004581714	XP_004924537
NW_004581714	XP_004924538
NW_004581714	XP_004924539
NW_004581714	XP_004924540
NW_004581714	XP_004924541
NW_004581714	XP_004924542
NW_004581714	XP_004924543
NW_004581714	XP_004924544
NW_004581714	XP_004924545
NW_004581714	XP_004924546
NW_004581714	XP_004924547
NW_004581714	XP_004924548
NW_004581714	XP_004924549
NW_004581714	XP_004924550
NW_004581714	XP_004924551
NW_004581714	XP_004924552
NW_004581714	XP_004924553
NW_004581714	XP_004924554
NW_004581714	XP_004924555
NW_004581714	XP_004924556
NW_004581714	XP_004924557
NW_004581714	XP_004924558
NW_004581714	XP_004924559
NW_004581714	XP_004924560
NW_004581714	XP_004924561
NW_004581714	XP_004924562
NW_004581714	XP_004924563
NW_004581714	XP_004924564
NW_004581714	XP_004924565
NW_004581714	XP_004924566
NW_004581714	XP_004924567
NW_004581714	XP_004924568
NW_004581714	XP_004924569
NW_004581714	XP_004924570
NW_004581714	XP_004924571
NW_004581714	XP_004924572
NW_004581714	XP_004924573
NW_004581714	XP_004924574
NW_004581714	XP_004924575
NW_004581714	XP_004924576
NW_004581714	XP_004924577
NW_004581714	XP_004924578
NW_004581714	XP_004924579
NW_004581714	XP_004924580
NW_004581714	XP_004924581
NW_004581714	XP_004924582
NW_004581714	XP_004924583
NW_004581714	XP_004924584
NW_004581714	XP_004924585
NW_004581714	XP_004924586
NW_004581714	XP_004924587
NW_004581714	XP_004924588
NW_004581714	XP_004924589
NW_004581714	XP_004924590
NW_004581714	XP_004924591
NW_004581714	XP_004924592
NW_004581714	XP_004924593
NW_004581714	XP_004924594
NW_004581714	XP_004924595
NW_004581714	XP_004924596
NW_004581714	XP_004924597
NW_004581714	XP_004924598
NW_004581714	XP_004924599
NW_004581714	XP_004924600
NW_004581714	XP_004924601
NW_004581714	XP_004924602
NW_004581714	XP_004924603
NW_004581715	NP_001037598
NW_004581715	NP_001037624
NW_004581715	NP_001040140
NW_004581715	NP_001040313
NW_004581715	NP_001091747
NW_004581715	NP_001093090
NW_004581715	NP_001139127
NW_004581715	XP_004924604
NW_004581715	XP_004924605
NW_004581715	XP_004924606
NW_004581715	XP_004924607
