# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	NP_001171911	DPOGS211242
2	2	1	NP_001171912	DPOGS211333
2	2	1	NP_001171913	DPOGS201154
2	2	1	NP_001177140	DPOGS207474
2	2	1	NP_001177296	DPOGS215862
2	2	1	NP_001177744	DPOGS211484
2	2	1	NP_001177769	DPOGS205778
2	2	1	NP_001177770	DPOGS208034
2	2	1	NP_001177772	DPOGS209385
2	2	1	NP_001180543	DPOGS209191
2	2	1	NP_001182007	DPOGS215962
2	2	1	NP_001182008	DPOGS209755
2	2	1	NP_001182009	DPOGS203403
2	2	1	NP_001182135	DPOGS208233
2	2	1	NP_001182381	DPOGS206001
2	2	1	NP_001182382	DPOGS213182
2	2	1	NP_001182383	DPOGS207026
2	2	1	NP_001182384	DPOGS206494
2	2	1	NP_001182385	DPOGS210115
2	2	1	NP_001182391	DPOGS201308
2	2	1	NP_001182394	DPOGS202350
2	2	1	NP_001182396	DPOGS205925
2	2	1	NP_001182627	DPOGS208079
2	2	1	NP_001182628	DPOGS210824
2	2	1	NP_001182629	DPOGS207184
2	2	1	NP_001182631	DPOGS200067
2	2	1	NP_001182633	DPOGS211942
2	2	1	NP_001182634	DPOGS206348
2	2	1	NP_001184180	DPOGS216174
2	2	1	NP_001185652	DPOGS207274
2	2	1	NP_001185957	DPOGS210314
2	2	1	NP_001186538	DPOGS215600
2	2	1	NP_001186866	DPOGS213506
2	2	1	NP_001186936	DPOGS210425
2	2	1	NP_001186937	DPOGS205284
2	2	1	NP_001188361	DPOGS210860
2	2	1	NP_001188362	DPOGS200468
2	2	1	NP_001188363	DPOGS212988
2	2	1	NP_001188364	DPOGS206140
2	2	1	NP_001188365	DPOGS203203
2	2	1	NP_001188366	DPOGS210714
2	2	1	NP_001188506	DPOGS202214
2	2	1	NP_001188507	DPOGS201287
2	2	1	NP_001188508	DPOGS200414
2	2	1	NP_001188511	DPOGS201965
2	2	1	NP_001189457	DPOGS203202
2	2	1	NP_001189458	DPOGS203759
2	2	1	NP_001189459	DPOGS215325
2	2	1	NP_001189460	DPOGS216098
2	2	1	NP_001189462	DPOGS211545
2	2	1	NP_001189463	DPOGS201704
2	2	1	NP_001189464	DPOGS208862
2	2	1	NP_001189465	DPOGS207960
2	2	1	NP_001189466	DPOGS209579
2	2	1	NP_001189467	DPOGS204691
2	2	1	NP_001191248	DPOGS209975
2	2	1	NP_001191408	DPOGS208458
2	2	1	NP_001191409	DPOGS215828
2	2	1	NP_001232899	DPOGS214399
2	2	1	NP_001232932	DPOGS203965
2	2	1	NP_001233136	DPOGS201395
2	2	1	NP_001233145	DPOGS203795
2	2	1	NP_001233147	DPOGS208689
2	2	1	NP_001233148	DPOGS200329
2	2	1	NP_001233204	DPOGS215506
2	2	1	NP_001233214	DPOGS208741
2	2	1	NP_001233218	DPOGS206745
2	2	1	NP_001233285	DPOGS206157
2	2	1	NP_001239349	DPOGS205129
2	2	1	NP_001239350	DPOGS210733
2	2	1	NP_001239599	DPOGS214953
2	2	1	NP_001239600	DPOGS203788
2	2	1	NP_001239602	DPOGS202287
2	2	1	NP_001239603	DPOGS203949
2	2	1	NP_001240824	DPOGS210424
2	2	1	NP_001240825	DPOGS202815
2	2	1	NP_001243674	DPOGS202925
2	2	1	NP_001243729	DPOGS211781
2	2	1	NP_001243910	DPOGS203627
2	2	1	NP_001243911	DPOGS214621
2	2	1	NP_001243913	DPOGS215684
2	2	1	NP_001243915	DPOGS202662
2	2	1	NP_001243916	DPOGS213331
2	2	1	NP_001243917	DPOGS205374
2	2	1	NP_001243918	DPOGS213213
2	2	1	NP_001243919	DPOGS212605
2	2	1	NP_001243920	DPOGS205344
2	2	1	NP_001243921	DPOGS200332
2	2	1	NP_001243922	DPOGS200174
2	2	1	NP_001243923	DPOGS207724
2	2	1	NP_001243925	DPOGS213606
2	2	1	NP_001243926	DPOGS204476
2	2	1	NP_001243927	DPOGS201452
2	2	1	NP_001243931	DPOGS209650
2	2	1	NP_001243932	DPOGS206443
2	2	1	NP_001243933	DPOGS215507
2	2	1	NP_001243936	DPOGS207456
2	2	1	NP_001243937	DPOGS212323
2	2	1	NP_001243939	DPOGS214263
2	2	1	NP_001243940	DPOGS203005
2	2	1	NP_001243941	DPOGS202998
2	2	1	NP_001243942	DPOGS211913
2	2	1	NP_001243945	DPOGS208084
2	2	1	NP_001243947	DPOGS215275
2	2	1	NP_001243948	DPOGS206823
2	3	0.333	NP_001243949,XP_004928879	DPOGS206909
2	2	1	NP_001243951	DPOGS207041
2	2	1	NP_001243954	DPOGS213085
2	5	0.4	NP_001243966,NP_001243993,NP_001243967	DPOGS211512,DPOGS211510
2	3	0.333	NP_001243968,NP_001243969	DPOGS206679
2	2	1	NP_001243971	DPOGS206678
2	2	1	NP_001243972	DPOGS207651
2	2	1	NP_001243973	DPOGS214629
2	2	1	NP_001243974	DPOGS204754
2	2	1	NP_001243976	DPOGS204446
2	2	1	NP_001243977	DPOGS210068
2	2	1	NP_001243979	DPOGS212203
2	3	0.333	NP_001243980	DPOGS206438,DPOGS206437
2	2	1	NP_001243983	DPOGS212301
2	2	1	NP_001243984	DPOGS215119
2	2	1	NP_001243985	DPOGS203797
2	2	1	NP_001243986	DPOGS215044
2	2	1	NP_001243988	DPOGS215452
2	2	1	NP_001243989	DPOGS201810
2	2	1	NP_001243990	DPOGS202284
2	2	1	NP_001243994	DPOGS200225
2	7	0.429	NP_001243997,XP_004922761,XP_004922760,XP_004922759	DPOGS215256,DPOGS215255,DPOGS215254
2	2	1	NP_001244266	DPOGS202217
2	2	1	NP_001244267	DPOGS213538
2	2	1	NP_001244268	DPOGS209761
2	2	1	NP_001245290	DPOGS214312
2	2	1	NP_001245292	DPOGS200830
2	2	1	NP_001245293	DPOGS205066
2	2	1	XP_004921525	DPOGS208264
2	2	1	XP_004921538	DPOGS206550
2	2	1	XP_004921552	DPOGS204753
2	2	1	XP_004921553	DPOGS204755
2	3	0.333	XP_004921554,XP_004921555	DPOGS204767
2	2	1	XP_004921556	DPOGS204765
2	2	1	XP_004921557	DPOGS204762
2	2	1	XP_004921558	DPOGS204756
2	2	1	XP_004921560	DPOGS204759
2	2	1	XP_004921561	DPOGS205954
2	3	0.333	XP_004921562,XP_004921563	DPOGS205952
2	2	1	XP_004921564	DPOGS205949
2	2	1	XP_004921565	DPOGS205932
2	2	1	XP_004921569	DPOGS205948
2	2	1	XP_004921570	DPOGS205947
2	2	1	XP_004921571	DPOGS205933
2	3	0.333	XP_004921572,XP_004921573	DPOGS205936
2	2	1	XP_004921574	DPOGS205944
2	2	1	XP_004921575	DPOGS206719
2	2	1	XP_004921576	DPOGS206729
2	2	1	XP_004921577	DPOGS206720
2	2	1	XP_004921579	DPOGS206727
2	2	1	XP_004921580	DPOGS206721
2	3	0.333	XP_004921581,XP_004921582	DPOGS206722
2	2	1	XP_004921583	DPOGS212424
2	2	1	XP_004921584	DPOGS212425
2	2	1	XP_004921585	DPOGS212426
2	2	1	XP_004921586	DPOGS212427
2	5	0.2	XP_004921587,XP_004921590,XP_004921589,XP_004921588	DPOGS212419
2	2	1	XP_004921591	DPOGS212418
2	3	0.333	XP_004921592,XP_004921593	DPOGS212429
2	2	1	XP_004921594	DPOGS212413
2	2	1	XP_004921595	DPOGS212431
2	2	1	XP_004921596	DPOGS212432
2	2	1	XP_004921597	DPOGS212412
2	2	1	XP_004921598	DPOGS212433
2	2	1	XP_004921599	DPOGS212435
2	2	1	XP_004921600	DPOGS212438
2	2	1	XP_004921602	DPOGS212409
2	2	1	XP_004921603	DPOGS212436
2	2	1	XP_004921604	DPOGS212408
2	2	1	XP_004921605	DPOGS212407
2	2	1	XP_004921607	DPOGS212440
2	2	1	XP_004921611	DPOGS212404
2	2	1	XP_004921613	DPOGS200148
2	3	0.333	XP_004921614,XP_004921615	DPOGS200162
2	3	0.333	XP_004921616,XP_004921617	DPOGS200163
2	2	1	XP_004921618	DPOGS200164
2	2	1	XP_004921619	DPOGS200145
2	2	1	XP_004921623	DPOGS200165
2	2	1	XP_004921624	DPOGS200143
2	3	0.333	XP_004921625,XP_004921626	DPOGS200166
2	2	1	XP_004921629	DPOGS200168
2	2	1	XP_004921630	DPOGS200169
2	2	1	XP_004921633	DPOGS200134
2	2	1	XP_004921634	DPOGS200133
2	2	1	XP_004921635	DPOGS200179
2	2	1	XP_004921638	DPOGS200180
2	2	1	XP_004921640	DPOGS200132
2	3	0.333	XP_004921641,XP_004921642	DPOGS200181
2	2	1	XP_004921643	DPOGS200182
2	3	0.333	XP_004921644,XP_004921645	DPOGS200185
2	3	0.333	XP_004921646	DPOGS202130,DPOGS202129
2	3	0.333	XP_004921647,XP_004921648	DPOGS202095
2	3	0.333	XP_004921650,XP_004921651	DPOGS202127
2	2	1	XP_004921652	DPOGS202098
2	4	0.146	XP_004921654,XP_004926073	DPOGS200762,DPOGS213912
2	2	1	XP_004921655	DPOGS204769
2	2	1	XP_004921657	DPOGS204758
2	2	1	XP_004921658	DPOGS204760
2	2	1	XP_004921659	DPOGS205955
2	2	1	XP_004921662	DPOGS205931
2	2	1	XP_004921663	DPOGS205935
2	2	1	XP_004921664	DPOGS205946
2	2	1	XP_004921666	DPOGS205937
2	2	1	XP_004921667	DPOGS205942
2	2	1	XP_004921668	DPOGS206716
2	2	1	XP_004921669	DPOGS206731
2	2	1	XP_004921670	DPOGS206730
2	2	1	XP_004921672	DPOGS206726
2	2	1	XP_004921673	DPOGS212421
2	2	1	XP_004921674	DPOGS212420
2	2	1	XP_004921675	DPOGS212417
2	2	1	XP_004921676	DPOGS212430
2	2	1	XP_004921677	DPOGS212434
2	2	1	XP_004921678	DPOGS212439
2	2	1	XP_004921684	DPOGS212441
2	2	1	XP_004921686	DPOGS212403
2	3	0.333	XP_004921688	DPOGS212451,DPOGS212450
2	2	1	XP_004921689	DPOGS212454
2	2	1	XP_004921693	DPOGS200140
2	2	1	XP_004921695	DPOGS200172
2	2	1	XP_004921700	DPOGS200178
2	2	1	XP_004921701	DPOGS200131
2	2	1	XP_004921702	DPOGS200187
2	2	1	XP_004921704	DPOGS200973
2	2	1	XP_004921705	DPOGS200968
2	2	1	XP_004921707	DPOGS200972
2	2	1	XP_004921709	DPOGS205304
2	2	1	XP_004921711	DPOGS205303
2	2	1	XP_004921712	DPOGS205263
2	3	0.333	XP_004921714,XP_004921715	DPOGS205264
2	3	0.333	XP_004921716	DPOGS205266,DPOGS205265
2	2	1	XP_004921718	DPOGS205268
2	4	0.25	XP_004921720,XP_004921722,XP_004921721	DPOGS205270
2	2	1	XP_004921723	DPOGS205271
2	2	1	XP_004921724	DPOGS205298
2	2	1	XP_004921725	DPOGS205274
2	2	1	XP_004921729	DPOGS205275
2	2	1	XP_004921733	DPOGS205291
2	2	1	XP_004921735	DPOGS205288
2	2	1	XP_004921736	DPOGS205278
2	2	1	XP_004921737	DPOGS205285
2	2	1	XP_004921738	DPOGS205279
2	2	1	XP_004921742	DPOGS203200
2	2	1	XP_004921743	DPOGS203173
2	2	1	XP_004921744	DPOGS203201
2	2	1	XP_004921745	DPOGS203206
2	2	1	XP_004921746	DPOGS203167
2	2	1	XP_004921747	DPOGS203208
2	2	1	XP_004921748	DPOGS203165
2	2	1	XP_004921749	DPOGS203164
2	2	1	XP_004921750	DPOGS203211
2	2	1	XP_004921751	DPOGS203212
2	3	0.333	XP_004921755,XP_004921756	DPOGS203213
2	2	1	XP_004921757	DPOGS200966
2	2	1	XP_004921760	DPOGS200970
2	3	0.333	XP_004921763,XP_004923414	DPOGS200472
2	2	1	XP_004921764	DPOGS205269
2	2	1	XP_004921766	DPOGS205297
2	2	1	XP_004921772	DPOGS205290
2	2	1	XP_004921774	DPOGS205287
2	2	1	XP_004921775	DPOGS203198
2	2	1	XP_004921776	DPOGS203170
2	2	1	XP_004921777	DPOGS203207
2	2	1	XP_004921780	DPOGS203168
2	2	1	XP_004921781	DPOGS203210
2	2	1	XP_004921782	DPOGS203163
2	2	1	XP_004921783	DPOGS203162
2	2	1	XP_004921784	DPOGS202874
2	2	1	XP_004921785	DPOGS204174
2	2	1	XP_004921786	DPOGS204173
2	2	1	XP_004921787	DPOGS204181
2	2	1	XP_004921788	DPOGS204172
2	2	1	XP_004921789	DPOGS204171
2	2	1	XP_004921790	DPOGS204167
2	2	1	XP_004921795	DPOGS204164
2	2	1	XP_004921798	DPOGS204193
2	2	1	XP_004921799	DPOGS214589
2	2	1	XP_004921801	DPOGS214591
2	2	1	XP_004921802	DPOGS214593
2	2	1	XP_004921804	DPOGS214594
2	2	1	XP_004921806	DPOGS214625
2	2	1	XP_004921807	DPOGS214624
2	2	1	XP_004921808	DPOGS214597
2	2	1	XP_004921809	DPOGS214623
2	2	1	XP_004921810	DPOGS214598
2	2	1	XP_004921812	DPOGS214619
2	3	0.333	XP_004921815,XP_004921816	DPOGS214728
2	2	1	XP_004921818	DPOGS214723
2	2	1	XP_004921819	DPOGS214730
2	3	0.333	XP_004921820,XP_004921821	DPOGS214648
2	2	1	XP_004921822	DPOGS214571
2	2	1	XP_004921823	DPOGS214647
2	2	1	XP_004921826	DPOGS214573
2	9	0.111	XP_004921827,XP_004921834,XP_004921833,XP_004921832,XP_004921831,XP_004921830,XP_004921829,XP_004921828	DPOGS214640
2	2	1	XP_004921835	DPOGS214639
2	2	1	XP_004921836	DPOGS214638
2	2	1	XP_004921837	DPOGS214575
2	2	1	XP_004921838	DPOGS214576
2	3	0.333	XP_004921839,XP_004921840	DPOGS214577
2	2	1	XP_004921841	DPOGS214579
2	2	1	XP_004921842	DPOGS214580
2	2	1	XP_004921843	DPOGS214581
2	2	1	XP_004921844	DPOGS214583
2	2	1	XP_004921845	DPOGS214630
2	2	1	XP_004921846	DPOGS214585
2	2	1	XP_004921847	DPOGS214586
2	2	1	XP_004921851	DPOGS204195
2	2	1	XP_004921852	DPOGS204161
2	2	1	XP_004921853	DPOGS204198
2	2	1	XP_004921854	DPOGS204160
2	3	0.333	XP_004921855,XP_004921856	DPOGS204200
2	2	1	XP_004921857	DPOGS204202
2	2	1	XP_004921858	DPOGS204157
2	2	1	XP_004921861	DPOGS204155
2	3	0.333	XP_004921862,XP_004921863	DPOGS204204
2	2	1	XP_004921864	DPOGS204153
2	2	1	XP_004921865	DPOGS204154
2	2	1	XP_004921867	DPOGS204151
2	2	1	XP_004921869	DPOGS204207
2	3	0.333	XP_004921870,XP_004921871	DPOGS215536
2	2	1	XP_004921874	DPOGS211331
2	2	1	XP_004921876	DPOGS211240
2	2	1	XP_004921877	DPOGS211238
2	2	1	XP_004921878	DPOGS204146
2	2	1	XP_004921879	DPOGS204208
2	2	1	XP_004921880	DPOGS211330
2	4	0.25	XP_004921881,XP_004921883,XP_004921882	DPOGS211301
2	2	1	XP_004921884	DPOGS200190
2	2	1	XP_004921885	DPOGS200191
2	2	1	XP_004921886	DPOGS204358
2	2	1	XP_004921887	DPOGS202875
2	2	1	XP_004921889	DPOGS204175
2	2	1	XP_004921890	DPOGS204179
2	2	1	XP_004921891	DPOGS204183
2	2	1	XP_004921892	DPOGS211519
2	2	1	XP_004921893	DPOGS204190
2	2	1	XP_004921895	DPOGS214627
2	2	1	XP_004921896	DPOGS214588
2	2	1	XP_004921897	DPOGS214626
2	2	1	XP_004921898	DPOGS214726
2	2	1	XP_004921899	DPOGS214722
2	2	1	XP_004921900	DPOGS214642
2	2	1	XP_004921901	DPOGS214641
2	2	1	XP_004921902	DPOGS214574
2	2	1	XP_004921906	DPOGS214633
2	2	1	XP_004921907	DPOGS214584
2	2	1	XP_004921908	DPOGS214632
2	2	1	XP_004921909	DPOGS204162
2	2	1	XP_004921912	DPOGS204150
2	2	1	XP_004921919	DPOGS211296
2	2	1	XP_004921920	DPOGS211295
2	2	1	XP_004921921	DPOGS211231
2	2	1	XP_004921923	DPOGS211232
2	2	1	XP_004921927	DPOGS211234
2	2	1	XP_004921931	DPOGS214774
2	2	1	XP_004921932	DPOGS214775
2	2	1	XP_004921935	DPOGS214777
2	3	0.333	XP_004921937,XP_004921938	DPOGS213305
2	2	1	XP_004921940	DPOGS213306
2	2	1	XP_004921942	DPOGS200317
2	2	1	XP_004921943	DPOGS200309
2	2	1	XP_004921946	DPOGS200322
2	4	0.25	XP_004921947,XP_004921949,XP_004921948	DPOGS200321
2	2	1	XP_004921950	DPOGS200308
2	2	1	XP_004921953	DPOGS200324
2	2	1	XP_004921955	DPOGS200306
2	2	1	XP_004921956	DPOGS200300
2	2	1	XP_004921959	DPOGS200303
2	2	1	XP_004921960	DPOGS200304
2	2	1	XP_004921964	DPOGS200299
2	2	1	XP_004921966	DPOGS200296
2	2	1	XP_004921967	DPOGS200294
2	2	1	XP_004921968	DPOGS200293
2	2	1	XP_004921969	DPOGS200343
2	2	1	XP_004921970	DPOGS200292
2	2	1	XP_004921971	DPOGS200290
2	2	1	XP_004921972	DPOGS200345
2	2	1	XP_004921973	DPOGS200344
2	2	1	XP_004921974	DPOGS200291
2	2	1	XP_004921975	DPOGS200346
2	3	0.333	XP_004921976,XP_004921977	DPOGS200347
2	2	1	XP_004921978	DPOGS200352
2	2	1	XP_004921979	DPOGS200353
2	2	1	XP_004921980	DPOGS200355
2	2	1	XP_004921982	DPOGS200358
2	2	1	XP_004921983	DPOGS200284
2	2	1	XP_004921984	DPOGS200283
2	2	1	XP_004921989	DPOGS200281
2	2	1	XP_004921990	DPOGS200680
2	2	1	XP_004921991	DPOGS200277
2	2	1	XP_004921993	DPOGS215034
2	2	1	XP_004921995	DPOGS215035
2	2	1	XP_004921996	DPOGS200364
2	2	1	XP_004921997	DPOGS215038
2	2	1	XP_004921999	DPOGS215066
2	2	1	XP_004922000	DPOGS215065
2	2	1	XP_004922001	DPOGS215041
2	2	1	XP_004922002	DPOGS215062
2	3	0.333	XP_004922004,XP_004922005	DPOGS215059
2	2	1	XP_004922006	DPOGS215047
2	2	1	XP_004922007	DPOGS215056
2	2	1	XP_004922008	DPOGS215054
2	2	1	XP_004922009	DPOGS215050
2	3	0.333	XP_004922010,XP_004922011	DPOGS209388
2	2	1	XP_004922012	DPOGS209386
2	2	1	XP_004922013	DPOGS209359
2	2	1	XP_004922014	DPOGS209387
2	2	1	XP_004922015	DPOGS209360
2	2	1	XP_004922016	DPOGS209384
2	2	1	XP_004922018	DPOGS209383
2	2	1	XP_004922019	DPOGS209365
2	2	1	XP_004922020	DPOGS214691
2	2	1	XP_004922021	DPOGS214690
2	2	1	XP_004922028	DPOGS213307
2	2	1	XP_004922030	DPOGS200311
2	2	1	XP_004922031	DPOGS200310
2	2	1	XP_004922032	DPOGS200318
2	2	1	XP_004922035	DPOGS200305
2	2	1	XP_004922036	DPOGS200326
2	2	1	XP_004922037	DPOGS200334
2	2	1	XP_004922038	DPOGS200337
2	2	1	XP_004922039	DPOGS200297
2	2	1	XP_004922040	DPOGS200340
2	2	1	XP_004922041	DPOGS211615
2	2	1	XP_004922042	DPOGS200341
2	2	1	XP_004922043	DPOGS200289
2	2	1	XP_004922044	DPOGS200350
2	2	1	XP_004922045	DPOGS200356
2	2	1	XP_004922046	DPOGS200280
2	2	1	XP_004922047	DPOGS200366
2	2	1	XP_004922048	DPOGS200275
2	2	1	XP_004922050	DPOGS215068
2	2	1	XP_004922051	DPOGS215067
2	2	1	XP_004922052	DPOGS215040
2	2	1	XP_004922056	DPOGS215042
2	2	1	XP_004922059	DPOGS215049
2	2	1	XP_004922060	DPOGS209078
2	2	1	XP_004922061	DPOGS209390
2	2	1	XP_004922063	DPOGS203593
2	2	1	XP_004922064	DPOGS209357
2	2	1	XP_004922066	DPOGS209368
2	2	1	XP_004922069	DPOGS207518
2	2	1	XP_004922071	DPOGS215540
2	2	1	XP_004922073	DPOGS215541
2	3	0.333	XP_004922074,XP_004922075	DPOGS210285
2	2	1	XP_004922077	DPOGS210261
2	2	1	XP_004922081	DPOGS208219
2	2	1	XP_004922082	DPOGS208217
2	2	1	XP_004922083	DPOGS208214
2	2	1	XP_004922084	DPOGS208198
2	2	1	XP_004922085	DPOGS208213
2	2	1	XP_004922086	DPOGS208201
2	2	1	XP_004922087	DPOGS208202
2	2	1	XP_004922088	DPOGS208204
2	2	1	XP_004922089	DPOGS208205
2	2	1	XP_004922090	DPOGS209105
2	2	1	XP_004922091	DPOGS209110
2	2	1	XP_004922092	DPOGS200582
2	2	1	XP_004922095	DPOGS200575
2	2	1	XP_004922096	DPOGS212563
2	3	0.333	XP_004922097,XP_004922098	DPOGS212562
2	2	1	XP_004922100	DPOGS200801
2	2	1	XP_004922101	DPOGS213234
2	2	1	XP_004922102	DPOGS200794
2	2	1	XP_004922105	DPOGS213226
2	2	1	XP_004922106	DPOGS213227
2	2	1	XP_004922107	DPOGS213230
2	2	1	XP_004922109	DPOGS209857
2	2	1	XP_004922110	DPOGS209856
2	2	1	XP_004922112	DPOGS215551
2	2	1	XP_004922113	DPOGS215549
2	2	1	XP_004922117	DPOGS215544
2	2	1	XP_004922119	DPOGS213499
2	3	0.333	XP_004922120,XP_004926124	DPOGS206194
2	2	1	XP_004922124	DPOGS208215
2	2	1	XP_004922125	DPOGS208203
2	2	1	XP_004922127	DPOGS203085
2	2	1	XP_004922128	DPOGS203087
2	2	1	XP_004922129	DPOGS203088
2	2	1	XP_004922130	DPOGS203866
2	2	1	XP_004922132	DPOGS209103
2	3	0.333	XP_004922135	DPOGS200578,DPOGS200577
2	2	1	XP_004922137	DPOGS213224
2	2	1	XP_004922139	DPOGS213233
2	2	1	XP_004922140	DPOGS213232
2	2	1	XP_004922141	DPOGS213231
2	2	1	XP_004922142	DPOGS209858
2	3	0.333	XP_004922144,XP_004922145	DPOGS209283
2	3	0.333	XP_004922147,XP_004922148	DPOGS209268
2	2	1	XP_004922149	DPOGS209282
2	2	1	XP_004922150	DPOGS200515
2	3	0.333	XP_004922152,XP_004922153	DPOGS200513
2	2	1	XP_004922154	DPOGS200505
2	2	1	XP_004922155	DPOGS200512
2	2	1	XP_004922156	DPOGS200507
2	2	1	XP_004922157	DPOGS200510
2	2	1	XP_004922159	DPOGS200508
2	2	1	XP_004922160	DPOGS200506
2	2	1	XP_004922161	DPOGS209281
2	2	1	XP_004922162	DPOGS212944
2	2	1	XP_004922163	DPOGS200503
2	2	1	XP_004922164	DPOGS207913
2	2	1	XP_004922165	DPOGS204918
2	2	1	XP_004922166	DPOGS204919
2	2	1	XP_004922167	DPOGS212945
2	2	1	XP_004922168	DPOGS206162
2	2	1	XP_004922169	DPOGS212958
2	2	1	XP_004922170	DPOGS212948
2	2	1	XP_004922171	DPOGS212949
2	2	1	XP_004922172	DPOGS212950
2	2	1	XP_004922173	DPOGS204915
2	2	1	XP_004922176	DPOGS204913
2	2	1	XP_004922177	DPOGS212072
2	3	0.333	XP_004922179,XP_004922180	DPOGS212955
2	2	1	XP_004922182	DPOGS205428
2	2	1	XP_004922184	DPOGS202867
2	2	1	XP_004922187	DPOGS209862
2	2	1	XP_004922188	DPOGS209861
2	2	1	XP_004922189	DPOGS209865
2	2	1	XP_004922190	DPOGS202744
2	2	1	XP_004922191	DPOGS202747
2	2	1	XP_004922196	DPOGS210406
2	2	1	XP_004922197	DPOGS214284
2	2	1	XP_004922199	DPOGS210410
2	2	1	XP_004922200	DPOGS215132
2	2	1	XP_004922202	DPOGS215129
2	2	1	XP_004922204	DPOGS215130
2	2	1	XP_004922205	DPOGS215145
2	2	1	XP_004922207	DPOGS214612
2	2	1	XP_004922208	DPOGS208107
2	2	1	XP_004922209	DPOGS208106
2	2	1	XP_004922210	DPOGS208092
2	2	1	XP_004922211	DPOGS209101
2	2	1	XP_004922212	DPOGS204920
2	2	1	XP_004922213	DPOGS205016
2	2	1	XP_004922214	DPOGS208091
2	2	1	XP_004922215	DPOGS214615
2	4	0.5	XP_004922219,XP_004922220	DPOGS204904,DPOGS202395
2	3	0.333	XP_004922224,XP_004922225	DPOGS202396
2	2	1	XP_004922228	DPOGS205034
2	2	1	XP_004922229	DPOGS205041
2	2	1	XP_004922230	DPOGS205021
2	2	1	XP_004922231	DPOGS205020
2	4	0.25	XP_004922232,XP_004922234,XP_004922233	DPOGS205031
2	2	1	XP_004922235	DPOGS209112
2	2	1	XP_004922243	DPOGS205014
2	2	1	XP_004922244	DPOGS210649
2	2	1	XP_004922245	DPOGS210650
2	3	0.333	XP_004922248,XP_004922249	DPOGS210654
2	3	0.333	XP_004922250	DPOGS210645,DPOGS210644
2	2	1	XP_004922251	DPOGS210655
2	2	1	XP_004922252	DPOGS206175
2	2	1	XP_004922253	DPOGS209432
2	2	1	XP_004922255	DPOGS209427
2	2	1	XP_004922256	DPOGS210664
2	2	1	XP_004922258	DPOGS210660
2	2	1	XP_004922259	DPOGS213287
2	2	1	XP_004922260	DPOGS209426
2	2	1	XP_004922261	DPOGS210641
2	2	1	XP_004922262	DPOGS205039
2	2	1	XP_004922263	DPOGS213288
2	2	1	XP_004922264	DPOGS213283
2	2	1	XP_004922267	DPOGS204603
2	2	1	XP_004922271	DPOGS210640
2	2	1	XP_004922273	DPOGS200154
2	2	1	XP_004922274	DPOGS200157
2	2	1	XP_004922277	DPOGS212308
2	2	1	XP_004922278	DPOGS204601
2	2	1	XP_004922279	DPOGS204599
2	2	1	XP_004922280	DPOGS200784
2	2	1	XP_004922281	DPOGS211262
2	2	1	XP_004922282	DPOGS211261
2	2	1	XP_004922283	DPOGS211264
2	2	1	XP_004922284	DPOGS206212
2	2	1	XP_004922285	DPOGS201630
2	2	1	XP_004922291	DPOGS200509
2	2	1	XP_004922292	DPOGS203060
2	2	1	XP_004922293	DPOGS203063
2	2	1	XP_004922294	DPOGS206161
2	2	1	XP_004922296	DPOGS212957
2	2	1	XP_004922298	DPOGS205425
2	2	1	XP_004922303	DPOGS205427
2	3	0.333	XP_004922305	DPOGS210407,DPOGS202746
2	2	1	XP_004922312	DPOGS215144
2	2	1	XP_004922330	DPOGS205032
2	2	1	XP_004922336	DPOGS203887
2	2	1	XP_004922338	DPOGS210653
2	2	1	XP_004922340	DPOGS200501
2	2	1	XP_004922342	DPOGS209433
2	2	1	XP_004922347	DPOGS200518
2	2	1	XP_004922349	DPOGS213292
2	2	1	XP_004922350	DPOGS208093
2	2	1	XP_004922351	DPOGS209509
2	2	1	XP_004922353	DPOGS208100
2	2	1	XP_004922359	DPOGS200156
2	2	1	XP_004922360	DPOGS203119
2	2	1	XP_004922361	DPOGS212311
2	2	1	XP_004922364	DPOGS204606
2	2	1	XP_004922368	DPOGS214016
2	2	1	XP_004922369	DPOGS214013
2	2	1	XP_004922370	DPOGS214014
2	2	1	XP_004922371	DPOGS214012
2	2	1	XP_004922372	DPOGS208404
2	2	1	XP_004922373	DPOGS208403
2	2	1	XP_004922374	DPOGS208410
2	2	1	XP_004922375	DPOGS208417
2	2	1	XP_004922376	DPOGS208418
2	4	0.25	XP_004922383,XP_004922385,XP_004922384	DPOGS208328
2	2	1	XP_004922386	DPOGS208341
2	2	1	XP_004922387	DPOGS208342
2	3	0.333	XP_004922388,XP_004922389	DPOGS208327
2	2	1	XP_004922390	DPOGS208343
2	2	1	XP_004922391	DPOGS210157
2	2	1	XP_004922392	DPOGS211776
2	2	1	XP_004922393	DPOGS211775
2	2	1	XP_004922397	DPOGS211785
2	2	1	XP_004922398	DPOGS211772
2	2	1	XP_004922399	DPOGS211770
2	2	1	XP_004922400	DPOGS211787
2	2	1	XP_004922402	DPOGS211769
2	2	1	XP_004922406	DPOGS211793
2	3	0.333	XP_004922407,XP_004922408	DPOGS211794
2	3	0.333	XP_004922409,XP_004922410	DPOGS214388
2	2	1	XP_004922411	DPOGS214303
2	2	1	XP_004922412	DPOGS214387
2	2	1	XP_004922413	DPOGS214386
2	2	1	XP_004922415	DPOGS214385
