gene	scaffold	begin	end	chrom	scaff_frag	fragment	begin_frag	end_frag
HMEL006732	HE670486	22110	22181	7	HE670486_1	1	0	68747
HMEL006733	HE670486	31534	66143	7	HE670486_1	1	0	68747
HMEL006734	HE670486	50214	50286	7	HE670486_1	1	0	68747
HMEL006735	HE670486	68244	68314	7	HE670486_1	1	0	68747
HMEL014085	HE671423	36769	36839	3	HE671423_1	1	0	60103
HMEL014086	HE671423	47131	55321	3	HE671423_1	1	0	60103
HMEL009969	HE670993	73	2750	NA	HE670993_1	1	0	42805
HMEL009970	HE670993	9828	10709	NA	HE670993_1	1	0	42805
HMEL009971	HE670993	10569	28036	NA	HE670993_1	1	0	42805
HMEL009972	HE670993	20655	20737	NA	HE670993_1	1	0	42805
HMEL009973	HE670993	27998	31929	NA	HE670993_1	1	0	42805
HMEL009974	HE670993	34186	37632	NA	HE670993_1	1	0	42805
HMEL002081	HE667797	9972	11943	7	HE667797_1	1	0	28075
HMEL002082	HE667797	19167	21823	7	HE667797_1	1	0	28075
HMEL006317	HE670391	42224	42298	6	HE670391_1	1	0	63524
HMEL006318	HE670391	53909	58711	6	HE670391_1	1	0	63524
HMEL007172	HE670543	4168	4238	NA	HE670543_1	1	0	23066
HMEL007173	HE670543	11392	13159	NA	HE670543_1	1	0	23066
HMEL007174	HE670543	14467	14693	NA	HE670543_1	1	0	23066
HMEL007175	HE670543	17646	21852	NA	HE670543_1	1	0	23066
HMEL012293	HE671272	5761	11832	NA	HE671272_1	1	0	87257
HMEL012294	HE671272	12838	14595	NA	HE671272_1	1	0	87257
HMEL012295	HE671272	14936	21160	NA	HE671272_1	1	0	87257
HMEL012296	HE671272	17629	20880	NA	HE671272_1	1	0	87257
HMEL012297	HE671272	28344	28416	NA	HE671272_1	1	0	87257
HMEL012298	HE671272	42462	75531	NA	HE671272_1	1	0	87257
HMEL012299	HE671272	77009	78306	NA	HE671272_1	1	0	87257
HMEL016330	HE671568	80846	96316	7	HE671568_1	1	0	264434
HMEL016331	HE671568	168990	169897	7	HE671568_1	1	0	264434
HMEL016332	HE671568	235358	236972	7	HE671568_1	1	0	264434
HMEL016333	HE671568	242654	248349	7	HE671568_1	1	0	264434
HMEL016334	HE671568	248660	250250	7	HE671568_1	1	0	264434
HMEL016335	HE671568	255866	264049	7	HE671568_1	1	0	264434
HMEL007739	HE670631	58111	65050	15	HE670631_1	1	0	125037
HMEL007740	HE670631	65650	80426	15	HE670631_1	1	0	125037
HMEL007741	HE670631	82764	84092	15	HE670631_1	1	0	125037
HMEL007742	HE670631	84496	117876	15	HE670631_1	1	0	125037
HMEL007743	HE670631	118926	124650	15	HE670631_1	1	0	125037
HMEL018088	HE671701	5741	6426	5	HE671701_1	1	0	185589
HMEL018089	HE671701	102008	102559	5	HE671701_1	1	0	185589
HMEL018090	HE671701	104451	104521	5	HE671701_1	1	0	185589
HMEL018091	HE671701	150902	150972	5	HE671701_1	1	0	185589
HMEL003001	HE668552	1883	4405	15	HE668552_1	1	0	13748
HMEL003002	HE668552	9577	12083	15	HE668552_1	1	0	13748
HMEL009932	HE670985	2134	19745	NA	HE670985_1	1	0	89878
HMEL009933	HE670985	20017	35427	NA	HE670985_1	1	0	89878
HMEL009934	HE670985	35686	42306	NA	HE670985_1	1	0	89878
HMEL009935	HE670985	38433	38503	NA	HE670985_1	1	0	89878
HMEL009936	HE670985	44288	47718	NA	HE670985_1	1	0	89878
HMEL009937	HE670985	48186	50807	NA	HE670985_1	1	0	89878
HMEL009938	HE670985	49184	50847	NA	HE670985_1	1	0	89878
HMEL009939	HE670985	51885	55529	NA	HE670985_1	1	0	89878
HMEL009940	HE670985	55856	58882	NA	HE670985_1	1	0	89878
HMEL009941	HE670985	59973	61447	NA	HE670985_1	1	0	89878
HMEL009942	HE670985	62698	63735	NA	HE670985_1	1	0	89878
HMEL009943	HE670985	76792	76872	NA	HE670985_1	1	0	89878
HMEL008007	HE670704	12671	32561	6	HE670704_1	1	0	77849
HMEL008008	HE670704	33307	57367	6	HE670704_1	1	0	77849
HMEL008009	HE670704	71019	75923	6	HE670704_1	1	0	77849
HMEL013356	HE671342	2539	5778	13	HE671342_1	1	0	145760
HMEL013357	HE671342	6020	26016	13	HE671342_1	1	0	145760
HMEL013358	HE671342	25865	37515	13	HE671342_1	1	0	145760
HMEL013359	HE671342	98599	125091	13	HE671342_1	1	0	145760
HMEL013360	HE671342	128175	135809	13	HE671342_1	1	0	145760
HMEL008224	HE670749	80	1352	NA	HE670749_1	1	0	134428
HMEL008225	HE670749	3608	35201	NA	HE670749_1	1	0	134428
HMEL008226	HE670749	47366	50550	NA	HE670749_1	1	0	134428
HMEL008227	HE670749	53252	101325	NA	HE670749_1	1	0	134428
HMEL008228	HE670749	102341	124930	NA	HE670749_1	1	0	134428
HMEL008229	HE670749	111716	111785	NA	HE670749_1	1	0	134428
HMEL008700	HE670824	31578	31659	NA	HE670824_1	1	0	70600
HMEL002192	HE667855	700	3683	16	HE667855_1	1	0	56555
HMEL002193	HE667855	8737	18711	16	HE667855_1	1	0	56555
HMEL002194	HE667855	20064	39650	16	HE667855_1	1	0	56555
HMEL002403	HE668017	1150	25895	NA	HE668017_1	1	0	55192
HMEL002404	HE668017	20927	20997	NA	HE668017_1	1	0	55192
HMEL002405	HE668017	33270	35997	NA	HE668017_1	1	0	55192
HMEL002406	HE668017	36179	45120	NA	HE668017_1	1	0	55192
HMEL002407	HE668017	38126	38785	NA	HE668017_1	1	0	55192
HMEL002408	HE668017	45673	47417	NA	HE668017_1	1	0	55192
HMEL002409	HE668017	46944	55192	NA	HE668017_1	1	0	55192
HMEL003009	HE668561	33023	33093	NA	HE668561_1	1	0	66159
HMEL003010	HE668561	41781	41852	NA	HE668561_1	1	0	66159
HMEL003011	HE668561	46639	62920	NA	HE668561_1	1	0	66159
HMEL003101	HE668694	4032	4104	17	HE668694_1	1	0	79570
HMEL003102	HE668694	15027	18433	17	HE668694_1	1	0	79570
HMEL003103	HE668694	24895	27233	17	HE668694_1	1	0	79570
HMEL003104	HE668694	28039	28882	17	HE668694_1	1	0	79570
HMEL003105	HE668694	34360	36548	17	HE668694_1	1	0	79570
HMEL003106	HE668694	37508	37904	17	HE668694_1	1	0	79570
HMEL003107	HE668694	38542	44923	17	HE668694_1	1	0	79570
HMEL003108	HE668694	48617	59638	17	HE668694_1	1	0	79570
HMEL005780	HE670286	5609	11646	7	HE670286_1	1	0	30301
HMEL006034	HE670349	11514	11844	19	HE670349_1	1	0	109063
HMEL006035	HE670349	45133	46440	19	HE670349_1	1	0	109063
HMEL006036	HE670349	58056	108250	19	HE670349_1	1	0	109063
HMEL006037	HE670349	63532	63602	19	HE670349_1	1	0	109063
HMEL006038	HE670349	67216	67286	19	HE670349_1	1	0	109063
HMEL007498	HE670579	3777	3848	NA	HE670579_1	1	0	51604
HMEL007499	HE670579	39966	40036	NA	HE670579_1	1	0	51604
HMEL007500	HE670579	45931	49772	NA	HE670579_1	1	0	51604
HMEL007661	HE670614	2346	7747	8	HE670614_1	1	0	42677
HMEL007662	HE670614	12757	22034	8	HE670614_1	1	0	42677
HMEL007663	HE670614	32275	40822	8	HE670614_1	1	0	42677
HMEL007664	HE670614	38630	39422	8	HE670614_1	1	0	42677
HMEL007756	HE671724	3	1842	20	HE671724_1	1	0	72055
HMEL007757	HE671724	2355	7904	20	HE671724_1	1	0	72055
HMEL007758	HE671724	8138	14562	20	HE671724_1	1	0	72055
HMEL007759	HE671724	15013	24703	20	HE671724_1	1	0	72055
HMEL007760	HE671724	30403	42158	20	HE671724_1	1	0	72055
HMEL007761	HE671724	43173	51462	20	HE671724_1	1	0	72055
HMEL007762	HE671724	52588	52658	20	HE671724_1	1	0	72055
HMEL008876	HE670840	869	6052	15	HE670840_1	1	0	190001
HMEL008877	HE670840	6177	14177	15	HE670840_1	1	0	190001
HMEL008878	HE670840	14626	21881	15	HE670840_1	1	0	190001
HMEL008879	HE670840	22906	50732	15	HE670840_1	1	0	190001
HMEL008880	HE670840	52792	77564	15	HE670840_1	1	0	190001
HMEL008881	HE670840	82008	85958	15	HE670840_1	1	0	190001
HMEL008882	HE670840	85587	85660	15	HE670840_1	1	0	190001
HMEL008883	HE670840	86615	92115	15	HE670840_1	1	0	190001
HMEL008884	HE670840	92959	94986	15	HE670840_1	1	0	190001
HMEL008885	HE670840	105713	112538	15	HE670840_1	1	0	190001
HMEL008886	HE670840	113988	115239	15	HE670840_1	1	0	190001
HMEL008887	HE670840	135380	172154	15	HE670840_1	1	0	190001
HMEL009568	HE670920	51878	53616	19	HE670920_1	1	0	81483
HMEL009569	HE670920	59247	62804	19	HE670920_1	1	0	81483
HMEL009570	HE670920	66722	67721	19	HE670920_1	1	0	81483
HMEL009571	HE670920	67650	71898	19	HE670920_1	1	0	81483
HMEL009990	HE671007	7975	30011	NA	HE671007_1	1	0	35396
HMEL010138	HE671043	15712	16437	NA	HE671043_1	1	0	20650
HMEL010139	HE671043	19209	19280	NA	HE671043_1	1	0	20650
HMEL010462	HE671081	3944	9325	13	HE671081_1	1	0	82482
HMEL010463	HE671081	11472	12286	13	HE671081_1	1	0	82482
HMEL010464	HE671081	20210	20280	13	HE671081_1	1	0	82482
HMEL010465	HE671081	55107	55174	13	HE671081_1	1	0	82482
HMEL010466	HE671081	66109	69768	13	HE671081_1	1	0	82482
HMEL010467	HE671081	80453	80523	13	HE671081_1	1	0	82482
HMEL010582	HE671099	10395	13143	NA	HE671099_1	1	0	14494
HMEL010883	HE671919	2274	22585	11	HE671919_1	1	0	223662
HMEL010884	HE671919	66910	102679	11	HE671919_1	1	0	223662
HMEL010885	HE671919	107435	158932	11	HE671919_1	1	0	223662
HMEL010886	HE671919	138114	138184	11	HE671919_1	1	0	223662
HMEL010887	HE671919	159327	170093	11	HE671919_1	1	0	223662
HMEL010888	HE671919	173315	175068	11	HE671919_1	1	0	223662
HMEL010889	HE671919	175687	185777	11	HE671919_1	1	0	223662
HMEL010890	HE671919	186132	186359	11	HE671919_1	1	0	223662
HMEL010891	HE671919	187695	197475	11	HE671919_1	1	0	223662
HMEL010892	HE671919	197850	204077	11	HE671919_1	1	0	223662
HMEL010893	HE671919	204459	212663	11	HE671919_1	1	0	223662
HMEL010894	HE671919	212889	216352	11	HE671919_1	1	0	223662
HMEL011442	HE671175	1522	7716	NA	HE671175_1	1	0	28366
HMEL011443	HE671175	9701	15619	NA	HE671175_1	1	0	28366
HMEL011444	HE671175	17692	17765	NA	HE671175_1	1	0	28366
HMEL011445	HE671175	19619	22812	NA	HE671175_1	1	0	28366
HMEL011446	HE671175	22398	22470	NA	HE671175_1	1	0	28366
HMEL011807	HE671228	11019	18985	NA	HE671228_1	1	0	109954
HMEL011808	HE671228	31551	31621	NA	HE671228_1	1	0	109954
HMEL011809	HE671228	33912	37621	NA	HE671228_1	1	0	109954
HMEL011810	HE671228	33912	39635	NA	HE671228_1	1	0	109954
HMEL011811	HE671228	41270	77348	NA	HE671228_1	1	0	109954
HMEL011812	HE671228	68296	72711	NA	HE671228_1	1	0	109954
HMEL012848	HE671310	2305	2375	Z	HE671310_1	1	0	99401
HMEL012849	HE671310	7606	26156	Z	HE671310_1	1	0	99401
HMEL012850	HE671310	26391	29371	Z	HE671310_1	1	0	99401
HMEL012851	HE671310	33276	43131	Z	HE671310_1	1	0	99401
HMEL012852	HE671310	45667	51384	Z	HE671310_1	1	0	99401
HMEL012853	HE671310	64992	66623	Z	HE671310_1	1	0	99401
HMEL012854	HE671310	71906	75914	Z	HE671310_1	1	0	99401
HMEL012855	HE671310	85245	95752	Z	HE671310_1	1	0	99401
HMEL012856	HE671310	86642	90223	Z	HE671310_1	1	0	99401
HMEL012857	HE671310	106179	109980	NA	HE671310_2	2	99401	123512
HMEL012858	HE671310	121517	121585	NA	HE671310_2	2	99401	123512
HMEL013039	HE671324	1	12382	Z	HE671324_1	1	0	250480
HMEL013040	HE671324	32530	42545	Z	HE671324_1	1	0	250480
HMEL013041	HE671324	46627	111611	Z	HE671324_1	1	0	250480
HMEL013042	HE671324	49581	49651	Z	HE671324_1	1	0	250480
HMEL013043	HE671324	77612	77682	Z	HE671324_1	1	0	250480
HMEL013044	HE671324	115029	116811	Z	HE671324_1	1	0	250480
HMEL013045	HE671324	120255	141737	Z	HE671324_1	1	0	250480
HMEL013046	HE671324	142522	154763	Z	HE671324_1	1	0	250480
HMEL013047	HE671324	171691	201300	Z	HE671324_1	1	0	250480
HMEL013048	HE671324	196404	203100	Z	HE671324_1	1	0	250480
HMEL013049	HE671324	209447	209518	Z	HE671324_1	1	0	250480
HMEL013050	HE671324	221788	248166	Z	HE671324_1	1	0	250480
HMEL013104	HE671849	1162	2535	NA	HE671849_1	1	0	66726
HMEL013105	HE671849	21190	47038	NA	HE671849_1	1	0	66726
HMEL013106	HE671849	48359	52275	NA	HE671849_1	1	0	66726
HMEL013107	HE671849	49141	49731	NA	HE671849_1	1	0	66726
HMEL013108	HE671849	52704	58503	NA	HE671849_1	1	0	66726
HMEL013109	HE671849	59094	62121	NA	HE671849_1	1	0	66726
HMEL013110	HE671849	59225	59974	NA	HE671849_1	1	0	66726
HMEL013111	HE671849	62375	63982	NA	HE671849_1	1	0	66726
HMEL015038	HE671494	20327	20397	5	HE671494_1	1	0	255193
HMEL015039	HE671494	25539	27930	5	HE671494_1	1	0	255193
HMEL015040	HE671494	29869	29939	5	HE671494_1	1	0	255193
HMEL015041	HE671494	33059	35230	5	HE671494_1	1	0	255193
HMEL015042	HE671494	37689	40051	5	HE671494_1	1	0	255193
HMEL015043	HE671494	45320	57317	5	HE671494_1	1	0	255193
HMEL015044	HE671494	60967	64230	5	HE671494_1	1	0	255193
HMEL015045	HE671494	63420	63490	5	HE671494_1	1	0	255193
HMEL015046	HE671494	68090	72039	5	HE671494_1	1	0	255193
HMEL015047	HE671494	72631	82582	5	HE671494_1	1	0	255193
HMEL015048	HE671494	109010	125427	5	HE671494_1	1	0	255193
HMEL015049	HE671494	160720	175233	5	HE671494_1	1	0	255193
HMEL015050	HE671494	190386	190456	5	HE671494_1	1	0	255193
HMEL015051	HE671494	199691	203384	5	HE671494_1	1	0	255193
HMEL015052	HE671494	203573	206804	5	HE671494_1	1	0	255193
HMEL015053	HE671494	208488	211170	5	HE671494_1	1	0	255193
HMEL015054	HE671494	215846	234270	5	HE671494_1	1	0	255193
HMEL016189	HE672070	84877	91002	18	HE672070_1	1	0	1325285
HMEL016190	HE672070	95082	104874	18	HE672070_1	1	0	1325285
HMEL016191	HE672070	104175	108876	18	HE672070_1	1	0	1325285
HMEL016192	HE672070	109566	116464	18	HE672070_1	1	0	1325285
HMEL016193	HE672070	130216	136547	18	HE672070_1	1	0	1325285
HMEL016194	HE672070	166292	166362	18	HE672070_1	1	0	1325285
HMEL016195	HE672070	202879	236515	18	HE672070_1	1	0	1325285
HMEL016196	HE672070	232798	232868	18	HE672070_1	1	0	1325285
HMEL016197	HE672070	362277	362347	18	HE672070_1	1	0	1325285
HMEL016198	HE672070	365644	365714	18	HE672070_1	1	0	1325285
HMEL016199	HE672070	391691	402939	18	HE672070_1	1	0	1325285
HMEL016200	HE672070	397900	398421	18	HE672070_1	1	0	1325285
HMEL016201	HE672070	402995	404413	18	HE672070_1	1	0	1325285
HMEL016202	HE672070	404722	413088	18	HE672070_1	1	0	1325285
HMEL016203	HE672070	412372	414510	18	HE672070_1	1	0	1325285
HMEL016204	HE672070	416774	439957	18	HE672070_1	1	0	1325285
HMEL016205	HE672070	471515	471585	18	HE672070_1	1	0	1325285
HMEL016206	HE672070	472579	472649	18	HE672070_1	1	0	1325285
HMEL016207	HE672070	526201	526271	18	HE672070_1	1	0	1325285
HMEL016208	HE672070	544748	545113	18	HE672070_1	1	0	1325285
HMEL016209	HE672070	568756	571371	18	HE672070_1	1	0	1325285
HMEL016210	HE672070	641440	643948	18	HE672070_1	1	0	1325285
HMEL016211	HE672070	655645	655715	18	HE672070_1	1	0	1325285
HMEL016212	HE672070	685347	693604	18	HE672070_1	1	0	1325285
HMEL016213	HE672070	693582	696778	18	HE672070_1	1	0	1325285
HMEL016214	HE672070	697422	709750	18	HE672070_1	1	0	1325285
HMEL016215	HE672070	712622	716447	18	HE672070_1	1	0	1325285
HMEL016216	HE672070	716681	717828	18	HE672070_1	1	0	1325285
HMEL016217	HE672070	719627	720265	18	HE672070_1	1	0	1325285
HMEL016218	HE672070	739707	757015	18	HE672070_1	1	0	1325285
HMEL016219	HE672070	756213	777255	18	HE672070_1	1	0	1325285
HMEL016220	HE672070	762810	764189	18	HE672070_1	1	0	1325285
HMEL016221	HE672070	780266	796210	18	HE672070_1	1	0	1325285
HMEL016222	HE672070	804876	804946	18	HE672070_1	1	0	1325285
HMEL016223	HE672070	833563	833633	18	HE672070_1	1	0	1325285
HMEL016224	HE672070	880929	881564	18	HE672070_1	1	0	1325285
HMEL016225	HE672070	882152	882787	18	HE672070_1	1	0	1325285
HMEL016226	HE672070	998901	1002755	18	HE672070_1	1	0	1325285
HMEL016227	HE672070	1018254	1018324	18	HE672070_1	1	0	1325285
HMEL016228	HE672070	1092610	1092680	18	HE672070_1	1	0	1325285
HMEL016229	HE672070	1150104	1150174	18	HE672070_1	1	0	1325285
HMEL016230	HE672070	1245920	1245992	18	HE672070_1	1	0	1325285
HMEL016231	HE672070	1254368	1254440	18	HE672070_1	1	0	1325285
HMEL016232	HE672070	1262298	1262368	18	HE672070_1	1	0	1325285
HMEL016233	HE672070	1265332	1265403	18	HE672070_1	1	0	1325285
HMEL016234	HE672070	1280034	1280104	18	HE672070_1	1	0	1325285
HMEL016295	HE671566	30693	32799	7	HE671566_1	1	0	100679
HMEL016296	HE671566	33997	40620	7	HE671566_1	1	0	100679
HMEL016297	HE671566	48424	48494	7	HE671566_1	1	0	100679
HMEL016298	HE671566	58869	58939	7	HE671566_1	1	0	100679
HMEL016299	HE671566	90229	90299	7	HE671566_1	1	0	100679
HMEL017397	HE671618	6533	9316	13	HE671618_1	1	0	95973
HMEL017398	HE671618	74319	74390	13	HE671618_1	1	0	95973
HMEL017813	HE671666	23449	23520	16	HE671666_1	1	0	124431
HMEL017814	HE671666	32157	32228	16	HE671666_1	1	0	124431
HMEL017815	HE671666	37788	37859	16	HE671666_1	1	0	124431
HMEL017816	HE671666	83327	83399	16	HE671666_1	1	0	124431
HMEL017817	HE671666	85363	99301	16	HE671666_1	1	0	124431
HMEL017818	HE671666	111999	118088	16	HE671666_1	1	0	124431
HMEL017819	HE671666	122815	122885	16	HE671666_1	1	0	124431
HMEL002055	HE667781	3153	3223	NA	HE667781_1	1	0	6878
HMEL002056	HE667782	1178	4256	Z	HE667782_1	1	0	4389
HMEL002057	HE667783	1052	14415	NA	HE667783_1	1	0	14581
HMEL002058	HE667785	463	6323	NA	HE667785_1	1	0	43203
HMEL002059	HE667785	8389	23044	NA	HE667785_1	1	0	43203
HMEL002060	HE667785	28855	32497	NA	HE667785_1	1	0	43203
HMEL002061	HE667785	37620	40430	NA	HE667785_1	1	0	43203
HMEL002062	HE667787	4902	6161	NA	HE667787_1	1	0	34486
HMEL002063	HE667787	31128	32567	NA	HE667787_1	1	0	34486
HMEL002064	HE667787	33043	33114	NA	HE667787_1	1	0	34486
HMEL002065	HE667791	4	745	NA	HE667791_1	1	0	10606
HMEL002066	HE667791	3511	6998	NA	HE667791_1	1	0	10606
HMEL002068	HE667794	14780	14851	3	HE667794_1	1	0	37354
HMEL002069	HE667795	6899	14079	13	HE667795_1	1	0	81298
HMEL002070	HE667795	16622	19382	13	HE667795_1	1	0	81298
HMEL002071	HE667795	20167	31747	13	HE667795_1	1	0	81298
HMEL002072	HE667795	33865	36952	13	HE667795_1	1	0	81298
HMEL002073	HE667795	36990	56382	13	HE667795_1	1	0	81298
HMEL002074	HE667795	49526	49596	13	HE667795_1	1	0	81298
HMEL002075	HE667795	56606	59760	13	HE667795_1	1	0	81298
HMEL002076	HE667795	60327	69375	13	HE667795_1	1	0	81298
HMEL002077	HE667795	71316	80625	13	HE667795_1	1	0	81298
HMEL002078	HE667795	77948	78989	13	HE667795_1	1	0	81298
HMEL002079	HE667796	4499	14725	NA	HE667796_1	1	0	14783
HMEL002080	HE667796	9791	9861	NA	HE667796_1	1	0	14783
HMEL002083	HE667798	482	552	NA	HE667798_1	1	0	1534
HMEL002084	HE667799	35566	47200	19	HE667799_1	1	0	199577
HMEL002085	HE667799	74050	78491	19	HE667799_1	1	0	199577
HMEL002086	HE667799	84437	92654	19	HE667799_1	1	0	199577
HMEL002087	HE667799	96792	129033	19	HE667799_1	1	0	199577
HMEL002088	HE667799	128971	131555	19	HE667799_1	1	0	199577
HMEL002089	HE667799	137245	152910	19	HE667799_1	1	0	199577
HMEL002090	HE667799	150790	159396	19	HE667799_1	1	0	199577
HMEL002091	HE667799	164625	166738	19	HE667799_1	1	0	199577
HMEL002096	HE667807	39141	70839	Z	HE667807_1	1	0	84199
HMEL002097	HE667808	12302	12416	13	HE667808_1	1	0	62854
HMEL002102	HE667811	208	5266	NA	HE667811_1	1	0	9121
HMEL002103	HE667811	6379	6449	NA	HE667811_1	1	0	9121
HMEL002104	HE667811	7724	7794	NA	HE667811_1	1	0	9121
HMEL002105	HE667812	11506	11578	NA	HE667812_1	1	0	29574
HMEL002106	HE667812	24122	24192	NA	HE667812_1	1	0	29574
HMEL002107	HE667816	7323	9009	8	HE667816_1	1	0	28241
HMEL002108	HE667816	11581	26087	8	HE667816_1	1	0	28241
HMEL002109	HE667816	13789	13861	8	HE667816_1	1	0	28241
HMEL002110	HE667817	8362	42492	NA	HE667817_1	1	0	314269
HMEL002111	HE667817	26760	26842	NA	HE667817_1	1	0	314269
HMEL002112	HE667817	47749	60641	NA	HE667817_1	1	0	314269
HMEL002113	HE667817	71232	73973	NA	HE667817_1	1	0	314269
HMEL002114	HE667817	77139	80863	NA	HE667817_1	1	0	314269
HMEL002115	HE667817	81527	86401	NA	HE667817_1	1	0	314269
HMEL002116	HE667817	91318	98439	NA	HE667817_1	1	0	314269
HMEL002117	HE667817	101631	108296	NA	HE667817_1	1	0	314269
HMEL002118	HE667817	111592	117464	NA	HE667817_1	1	0	314269
HMEL002119	HE667817	117646	126695	NA	HE667817_1	1	0	314269
HMEL002120	HE667817	145601	145671	NA	HE667817_1	1	0	314269
HMEL002121	HE667817	150826	156154	NA	HE667817_1	1	0	314269
HMEL002122	HE667817	163414	163484	NA	HE667817_1	1	0	314269
HMEL002123	HE667817	182488	229029	NA	HE667817_1	1	0	314269
HMEL002124	HE667817	234827	241393	NA	HE667817_1	1	0	314269
HMEL002125	HE667817	244596	255297	NA	HE667817_1	1	0	314269
HMEL002126	HE667817	258693	269216	NA	HE667817_1	1	0	314269
HMEL002127	HE667817	270977	281746	NA	HE667817_1	1	0	314269
HMEL002128	HE667817	293317	303228	NA	HE667817_1	1	0	314269
HMEL002129	HE667817	313766	313836	NA	HE667817_1	1	0	314269
HMEL002130	HE667821	148	2780	NA	HE667821_1	1	0	7406
HMEL002146	HE667825	18008	18078	NA	HE667825_1	1	0	30462
HMEL002147	HE667825	19856	28901	NA	HE667825_1	1	0	30462
HMEL002148	HE667826	6723	9946	11	HE667826_1	1	0	105384
HMEL002149	HE667826	10980	13103	11	HE667826_1	1	0	105384
HMEL002150	HE667828	12991	15645	13	HE667828_1	1	0	20658
HMEL002151	HE667830	341	4394	NA	HE667830_1	1	0	4561
HMEL002152	HE667831	5923	5994	NA	HE667831_1	1	0	18593
HMEL002153	HE667831	6742	17256	NA	HE667831_1	1	0	18593
HMEL002154	HE667834	4	91103	NA	HE667834_1	1	0	125501
HMEL002155	HE667834	91255	104194	NA	HE667834_1	1	0	125501
HMEL002156	HE667834	126605	148276	Z	HE667834_2	2	125501	380135
HMEL002157	HE667834	146369	182052	Z	HE667834_2	2	125501	380135
HMEL002158	HE667834	182603	187972	Z	HE667834_2	2	125501	380135
HMEL002159	HE667834	195558	198793	Z	HE667834_2	2	125501	380135
HMEL002160	HE667834	199450	212083	Z	HE667834_2	2	125501	380135
HMEL002161	HE667834	216093	228191	Z	HE667834_2	2	125501	380135
HMEL002162	HE667834	229188	234734	Z	HE667834_2	2	125501	380135
HMEL002163	HE667834	237440	244695	Z	HE667834_2	2	125501	380135
HMEL002164	HE667834	246609	253027	Z	HE667834_2	2	125501	380135
HMEL002165	HE667834	263309	269907	Z	HE667834_2	2	125501	380135
HMEL002166	HE667834	270513	271765	Z	HE667834_2	2	125501	380135
HMEL002167	HE667834	280255	283601	Z	HE667834_2	2	125501	380135
HMEL002168	HE667834	292993	339356	Z	HE667834_2	2	125501	380135
HMEL002169	HE667834	346003	354196	Z	HE667834_2	2	125501	380135
HMEL002170	HE667834	356749	370825	Z	HE667834_2	2	125501	380135
HMEL002171	HE667834	367187	367259	Z	HE667834_2	2	125501	380135
HMEL002172	HE667834	376547	376619	Z	HE667834_2	2	125501	380135
HMEL002174	HE667837	720	16875	7	HE667837_1	1	0	114793
HMEL002175	HE667837	16813	29193	7	HE667837_1	1	0	114793
HMEL002176	HE667837	29559	37093	7	HE667837_1	1	0	114793
HMEL002177	HE667837	37197	42401	7	HE667837_1	1	0	114793
HMEL002178	HE667837	42267	45160	7	HE667837_1	1	0	114793
HMEL002179	HE667837	45919	49375	7	HE667837_1	1	0	114793
HMEL002180	HE667837	49083	58718	7	HE667837_1	1	0	114793
HMEL002181	HE667837	56795	64529	7	HE667837_1	1	0	114793
HMEL002182	HE667837	67048	70171	7	HE667837_1	1	0	114793
HMEL002183	HE667837	78883	88468	7	HE667837_1	1	0	114793
HMEL002184	HE667840	1479	2324	NA	HE667840_1	1	0	2377
HMEL002185	HE667846	42583	42653	6	HE667846_1	1	0	88973
HMEL002186	HE667847	1	1285	NA	HE667847_1	1	0	2937
HMEL002187	HE667847	2619	2816	NA	HE667847_1	1	0	2937
HMEL002188	HE667849	7338	8471	NA	HE667849_1	1	0	19003
HMEL002189	HE667849	9074	13977	NA	HE667849_1	1	0	19003
HMEL002190	HE667849	9495	15653	NA	HE667849_1	1	0	19003
HMEL002191	HE667849	16553	19003	NA	HE667849_1	1	0	19003
HMEL002195	HE667857	7612	9573	13	HE667857_1	1	0	63213
HMEL002196	HE667857	10195	31224	13	HE667857_1	1	0	63213
HMEL002197	HE667857	56344	56414	13	HE667857_1	1	0	63213
HMEL002198	HE667858	15187	15255	9	HE667858_1	1	0	329550
HMEL002199	HE667858	71113	75559	9	HE667858_1	1	0	329550
HMEL002200	HE667858	83695	83818	9	HE667858_1	1	0	329550
HMEL002201	HE667858	97139	97210	9	HE667858_1	1	0	329550
HMEL002202	HE667858	117356	123215	9	HE667858_1	1	0	329550
HMEL002203	HE667858	132921	142998	9	HE667858_1	1	0	329550
HMEL002204	HE667858	143851	153200	9	HE667858_1	1	0	329550
HMEL002205	HE667858	156265	182065	9	HE667858_1	1	0	329550
HMEL002206	HE667858	183485	277899	9	HE667858_1	1	0	329550
HMEL002207	HE667858	279511	321074	9	HE667858_1	1	0	329550
HMEL002208	HE667858	311785	311853	9	HE667858_1	1	0	329550
HMEL002209	HE667858	324122	324193	9	HE667858_1	1	0	329550
HMEL002210	HE667858	326086	328991	9	HE667858_1	1	0	329550
HMEL002211	HE667866	6006	8299	1	HE667866_1	1	0	91955
HMEL002212	HE667866	8562	51608	1	HE667866_1	1	0	91955
HMEL002213	HE667866	53379	54740	1	HE667866_1	1	0	91955
HMEL002214	HE667866	57339	60615	1	HE667866_1	1	0	91955
HMEL002215	HE667866	61025	63006	1	HE667866_1	1	0	91955
HMEL002216	HE667866	64013	64984	1	HE667866_1	1	0	91955
HMEL002217	HE667866	65577	70572	1	HE667866_1	1	0	91955
HMEL002218	HE667866	73705	75426	1	HE667866_1	1	0	91955
