/panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Mcinx_mummer/../DPSCF300001.fas /panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Mcinx_mummer/../Mcinx_chr01.fas
PROMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
5244432	5244563	93727	93858	132	132	6243218	158119	0.00	0.08	DPSCF300001	chr1_superscaffold10
5248405	5248551	100373	100528	147	156	6243218	158119	0.00	0.10	DPSCF300001	chr1_superscaffold10
5249117	5249218	102086	102187	102	102	6243218	158119	0.00	0.06	DPSCF300001	chr1_superscaffold10
5249310	5249468	102592	102750	159	159	6243218	158119	0.00	0.10	DPSCF300001	chr1_superscaffold10
5254126	5254398	106490	106732	273	243	6243218	158119	0.00	0.15	DPSCF300001	chr1_superscaffold10
5256677	5256946	119842	120102	270	261	6243218	158119	0.00	0.17	DPSCF300001	chr1_superscaffold10
5257482	5257730	125432	125680	249	249	6243218	158119	0.00	0.16	DPSCF300001	chr1_superscaffold10
5258158	5258418	126480	126740	261	261	6243218	158119	0.00	0.17	DPSCF300001	chr1_superscaffold10
5263270	5263449	135740	135919	180	180	6243218	158119	0.00	0.11	DPSCF300001	chr1_superscaffold10
5264225	5264509	136911	137192	285	282	6243218	158119	0.00	0.18	DPSCF300001	chr1_superscaffold10
5279890	5280057	17477	17647	168	171	6243218	125658	0.00	0.14	DPSCF300001	chr1_superscaffold60
5281467	5281616	15924	16073	150	150	6243218	125658	0.00	0.12	DPSCF300001	chr1_superscaffold60
5305584	5305709	422546	422671	126	126	6243218	424001	0.00	0.03	DPSCF300001	chr1_superscaffold14
5305675	5305914	16590	16829	240	240	6243218	316036	0.00	0.08	DPSCF300001	chr1_superscaffold17
5374549	5374674	205310	205435	126	126	6243218	233658	0.00	0.05	DPSCF300001	chr1_superscaffold72
5374677	5375402	39637	40383	726	747	6243218	86780	0.01	0.86	DPSCF300001	chr1_superscaffold49
5374764	5375567	204420	205211	804	792	6243218	233658	0.01	0.34	DPSCF300001	chr1_superscaffold72
5381190	5381666	111669	112130	477	462	6243218	129907	0.01	0.36	DPSCF300001	chr1_superscaffold70
5389907	5390101	185886	186089	195	204	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5399626	5399815	215315	215489	190	175	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5406774	5406920	240164	240310	147	147	6243218	604577	0.00	0.02	DPSCF300001	chr1_superscaffold24
5410685	5410905	247473	247702	221	230	6243218	604577	0.00	0.04	DPSCF300001	chr1_superscaffold24
5420342	5420512	263109	263276	171	168	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5423253	5423360	271417	271521	108	105	6243218	604577	0.00	0.02	DPSCF300001	chr1_superscaffold24
5424517	5424909	278748	279143	393	396	6243218	604577	0.01	0.07	DPSCF300001	chr1_superscaffold24
5424975	5425133	280724	280882	159	159	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5425672	5425875	283165	283365	204	201	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5429508	5429663	289580	289735	156	156	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5431876	5432187	293155	293475	312	321	6243218	604577	0.00	0.05	DPSCF300001	chr1_superscaffold24
5503849	5503947	935	1033	99	99	6243218	22584	0.00	0.44	DPSCF300001	chr1_superscaffold47
5542912	5543244	390278	390652	333	375	6243218	604577	0.01	0.06	DPSCF300001	chr1_superscaffold24
5544773	5546098	394790	396148	1326	1359	6243218	604577	0.02	0.22	DPSCF300001	chr1_superscaffold24
5549428	5549670	403214	403447	243	234	6243218	604577	0.00	0.04	DPSCF300001	chr1_superscaffold24
5551475	5551654	406723	406902	180	180	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5553028	5553169	411635	411776	142	142	6243218	604577	0.00	0.02	DPSCF300001	chr1_superscaffold24
5554231	5554467	412663	412899	237	237	6243218	604577	0.00	0.04	DPSCF300001	chr1_superscaffold24
5554820	5554966	413586	413732	147	147	6243218	604577	0.00	0.02	DPSCF300001	chr1_superscaffold24
5564970	5565254	146337	146621	285	285	6243218	332811	0.00	0.09	DPSCF300001	chr1_superscaffold31
5568283	5568570	440683	440970	288	288	6243218	604577	0.00	0.05	DPSCF300001	chr1_superscaffold24
5568653	5568817	442558	442722	165	165	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5569092	5569265	444056	444229	174	174	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5569374	5569568	444366	444560	195	195	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5569808	5570005	446092	446283	198	192	6243218	604577	0.00	0.03	DPSCF300001	chr1_superscaffold24
5570362	5570472	447706	447819	111	114	6243218	604577	0.00	0.02	DPSCF300001	chr1_superscaffold24
5570566	5570694	448976	449104	129	129	6243218	604577	0.00	0.02	DPSCF300001	chr1_superscaffold24
5615976	5616188	542313	542528	213	216	6243218	604577	0.00	0.04	DPSCF300001	chr1_superscaffold24
5700495	5700662	109264	109428	168	165	6243218	465627	0.00	0.04	DPSCF300001	chr1_superscaffold22
5765173	5765403	135115	135354	231	240	6243218	371651	0.00	0.06	DPSCF300001	chr1_superscaffold26
5769577	5769744	22116	22283	168	168	6243218	153918	0.00	0.11	DPSCF300001	chr1_superscaffold13
5771615	5772046	31520	31939	432	420	6243218	153918	0.01	0.27	DPSCF300001	chr1_superscaffold13
5777340	5777693	40632	41009	354	378	6243218	153918	0.01	0.25	DPSCF300001	chr1_superscaffold13
5785986	5786348	47936	48298	363	363	6243218	153918	0.01	0.24	DPSCF300001	chr1_superscaffold13
5824749	5824940	71883	72077	192	195	6243218	150616	0.00	0.13	DPSCF300001	chr1_superscaffold37
5843480	5843590	186530	186640	111	111	6243218	465627	0.00	0.02	DPSCF300001	chr1_superscaffold22
6123744	6124115	501489	501857	372	369	6243218	672113	0.01	0.05	DPSCF300001	chr1_superscaffold16
6146643	6146810	53054	53221	168	168	6243218	106145	0.00	0.16	DPSCF300001	chr1_superscaffold48
6178896	6179060	5195	5365	165	171	6243218	327780	0.00	0.05	DPSCF300001	chr1_superscaffold5
